,Unnamed: 0,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,is_recid,is_violent_recid
6679,6679,0,3,0,1,0,1,2,0,0,0,0,0,0
5329,5329,0,1,0,0,0,1,2,0,0,0,0,0,0
5242,5242,0,3,1,0,1,0,10,0,0,0,0,1,0
78,78,0,1,0,0,0,0,9,0,0,0,0,1,0
5900,5900,0,2,1,0,0,1,2,0,0,0,0,0,0
5511,5511,1,1,0,0,0,1,8,0,0,0,0,0,0
278,278,0,1,0,0,0,1,8,0,0,0,0,1,1
3201,3201,1,1,1,0,0,1,4,0,0,0,0,0,0
1855,1855,0,1,1,0,0,0,3,0,0,0,0,0,0
6146,6146,0,1,1,4,0,1,4,0,0,0,0,1,0
1001,1001,1,1,0,0,0,0,8,0,0,0,0,0,0
3880,3880,1,1,1,0,0,1,6,0,0,0,0,0,0
3640,3640,0,1,0,0,0,0,7,0,0,0,0,1,0
5526,5526,0,1,2,0,0,0,3,0,0,0,0,0,0
2735,2735,0,0,0,0,0,1,5,0,0,0,0,1,0
4600,4600,0,1,0,0,0,0,5,0,0,0,0,1,1
1440,1440,0,2,1,0,1,1,7,0,0,0,0,0,0
6276,6276,1,2,0,0,0,0,6,0,0,0,0,0,0
5665,5665,0,0,0,0,0,0,8,0,0,0,0,1,0
84,84,0,1,1,0,1,0,8,0,0,0,0,1,1
1504,1504,1,1,2,0,0,1,4,0,0,0,0,0,0
1521,1521,0,1,3,0,0,0,2,0,0,0,0,0,0
5999,5999,0,0,0,0,0,0,5,0,0,0,0,1,0
362,362,1,2,1,0,0,1,1,0,0,0,0,0,0
2182,2182,0,2,3,0,0,0,1,0,0,0,0,0,0
3402,3402,1,2,1,5,0,1,2,0,0,0,0,0,0
3624,3624,1,2,2,5,0,1,1,0,0,0,0,0,0
2465,2465,1,1,0,0,0,0,9,0,0,0,0,1,0
6673,6673,0,1,0,0,0,0,7,0,0,0,0,0,0
6857,6857,0,2,0,5,0,1,6,0,0,0,0,1,0
1844,1844,0,1,1,0,0,0,3,0,0,0,0,0,0
1505,1505,1,1,0,2,0,0,5,0,0,0,0,0,0
3108,3108,0,1,3,2,0,0,4,0,0,0,0,1,0
2927,2927,1,1,1,0,0,1,3,0,0,0,0,0,0
5019,5019,1,1,0,0,0,1,5,0,0,0,0,1,0
2186,2186,0,2,1,5,0,0,5,0,0,0,0,0,0
1567,1567,0,1,0,0,0,1,6,0,0,0,0,0,0
4000,4000,0,2,0,1,0,0,1,0,0,0,0,0,0
6581,6581,0,1,1,0,0,0,1,0,0,0,0,0,0
6353,6353,0,1,0,0,0,1,2,0,0,0,0,1,0
4110,4110,0,2,0,0,1,0,8,0,0,0,0,1,1
4232,4232,1,1,1,5,0,0,2,0,0,0,0,0,0
4678,4678,0,2,1,0,0,1,2,0,0,0,0,1,0
69,69,0,1,1,0,0,0,8,0,0,0,0,0,0
5510,5510,1,2,1,1,1,1,4,0,0,0,0,1,0
1642,1642,0,2,1,1,0,0,1,0,0,0,0,0,0
6753,6753,0,3,1,1,0,1,1,0,0,0,0,0,0
3282,3282,0,1,0,0,0,1,9,0,0,0,0,0,0
6142,6142,0,1,0,0,0,0,8,0,0,0,0,1,1
4194,4194,1,1,0,2,0,1,1,0,0,0,0,0,0
1210,1210,0,1,2,0,0,1,5,0,0,0,0,1,0
5214,5214,0,1,3,0,0,0,4,0,0,0,0,1,0
1822,1822,0,1,0,0,0,0,8,0,0,0,0,0,0
6129,6129,0,2,3,1,0,1,2,0,0,0,0,1,1
2005,2005,0,1,3,0,0,0,6,0,0,0,0,0,0
5386,5386,0,1,0,0,0,0,7,0,0,0,0,1,0
1779,1779,0,1,1,0,0,0,3,0,0,0,0,1,0
1177,1177,0,1,0,0,0,0,9,0,0,0,0,0,0
6199,6199,0,1,2,0,0,0,6,0,0,0,0,1,0
3319,3319,1,1,1,0,0,1,4,0,0,0,0,0,0
4490,4490,0,1,1,0,0,1,4,0,0,0,0,1,0
780,780,0,1,0,0,0,1,5,0,0,0,0,0,0
5998,5998,0,2,0,0,0,1,6,1,0,0,0,0,0
5925,5925,0,1,0,0,0,0,1,0,0,0,0,0,0
3240,3240,1,1,3,1,0,1,2,0,0,0,0,0,0
1832,1832,0,1,0,1,0,1,2,1,0,0,0,1,1
1487,1487,0,1,3,0,0,0,7,0,0,0,0,0,0
626,626,0,1,1,0,0,0,1,0,0,0,0,1,1
6696,6696,0,1,3,0,0,0,4,0,0,0,0,0,0
5720,5720,0,1,0,0,2,0,10,0,0,0,0,1,1
117,117,0,1,1,0,0,0,6,0,0,0,0,1,0
6482,6482,0,1,1,0,0,0,2,0,0,0,0,0,0
4789,4789,0,2,0,0,0,0,1,0,0,0,0,1,0
5611,5611,0,1,0,0,0,0,5,0,0,0,0,1,0
5808,5808,0,2,1,2,0,1,1,0,0,0,0,0,0
1362,1362,1,1,0,0,0,0,6,0,0,0,0,1,0
2420,2420,0,1,0,0,0,0,7,0,0,0,0,1,0
855,855,0,2,1,4,0,0,1,0,0,0,0,1,0
4590,4590,0,1,3,1,0,0,1,0,0,0,0,1,0
2844,2844,0,1,3,0,0,0,2,0,0,0,0,0,0
4359,4359,0,2,0,0,0,1,1,0,0,0,0,0,0
6465,6465,0,3,1,0,0,1,1,0,0,0,0,0,0
2743,2743,0,1,0,1,0,1,3,0,0,0,0,1,0
653,653,0,1,0,0,0,0,4,0,0,0,0,0,0
4132,4132,0,1,0,0,1,0,9,0,0,0,0,1,1
5434,5434,0,1,3,0,0,0,1,0,0,0,0,0,0
80,80,1,1,0,0,0,1,2,0,0,0,0,0,0
3555,3555,0,1,0,0,2,0,9,0,0,0,0,1,1
2495,2495,0,2,0,0,0,1,5,0,0,0,0,1,1
820,820,0,1,0,0,0,1,9,0,0,0,0,0,0
2194,2194,0,2,1,1,0,0,6,0,0,0,0,0,0
6478,6478,1,1,0,0,0,1,4,0,0,0,0,1,0
5773,5773,0,1,1,0,0,0,4,0,0,0,0,0,0
2591,2591,1,0,0,0,0,1,8,0,0,0,0,1,1
6370,6370,0,1,0,4,0,0,9,0,0,0,0,0,0
5115,5115,1,1,1,0,0,1,5,0,0,0,0,1,0
2055,2055,0,2,0,0,0,0,5,0,0,0,0,1,0
5222,5222,0,1,2,0,0,0,8,0,0,0,0,1,1
3591,3591,0,2,0,0,0,0,1,0,0,0,0,1,0
5613,5613,0,1,0,0,0,0,4,0,0,0,0,0,0
4676,4676,0,1,0,0,1,0,8,0,0,0,0,1,0
6219,6219,0,1,1,0,1,1,10,0,0,0,0,1,0
2931,2931,0,0,0,0,0,1,3,0,0,0,0,1,0
3371,3371,0,1,0,0,0,0,8,0,0,0,0,0,0
5783,5783,0,1,0,0,0,1,3,0,0,0,0,0,0
4962,4962,0,1,0,0,1,0,8,0,0,0,0,1,0
835,835,0,1,0,0,0,0,9,0,0,0,0,0,0
1306,1306,1,1,0,4,0,0,2,0,0,0,0,0,0
136,136,0,1,0,0,1,0,6,0,0,0,0,1,1
5403,5403,0,1,0,0,1,0,8,0,0,0,0,1,0
1358,1358,0,1,0,0,0,0,4,0,0,0,0,1,0
852,852,0,2,2,1,0,1,1,0,0,0,0,0,0
4482,4482,0,2,0,0,0,0,6,0,0,0,0,1,0
549,549,0,3,2,1,0,0,1,0,0,0,0,0,0
1641,1641,0,1,0,4,0,0,3,5,0,0,0,0,0
5396,5396,0,1,1,0,0,0,3,0,0,0,0,0,0
3008,3008,0,1,1,0,1,0,4,0,0,0,0,0,0
6418,6418,0,2,1,5,0,0,3,0,0,0,0,1,1
3154,3154,0,1,0,0,0,0,2,0,0,0,0,0,0
2009,2009,0,2,1,0,0,1,1,0,0,0,0,0,0
3557,3557,0,1,0,0,0,0,8,0,0,0,0,1,1
5855,5855,0,1,1,0,0,0,3,0,0,0,0,1,1
4487,4487,1,1,1,0,0,0,4,0,0,0,0,0,0
2482,2482,0,1,2,1,0,0,1,0,0,0,0,0,0
5561,5561,0,1,0,0,0,0,8,0,0,0,0,1,0
438,438,0,1,1,0,0,0,4,0,0,0,0,1,1
6539,6539,0,1,1,0,0,0,1,0,0,0,0,0,0
4486,4486,0,2,2,0,0,0,4,0,0,0,0,0,0
6316,6316,1,2,1,1,0,0,2,0,0,0,0,1,0
47,47,0,1,0,4,0,0,4,0,0,0,0,0,0
6286,6286,1,2,1,5,0,0,1,0,0,0,0,0,0
4721,4721,0,1,1,5,0,0,1,0,0,0,0,0,0
3060,3060,0,1,1,0,0,0,5,0,0,0,0,1,1
1388,1388,0,2,3,2,0,0,1,0,0,0,0,0,0
2411,2411,0,3,0,0,0,0,6,0,0,0,0,0,0
3708,3708,0,1,0,0,0,1,4,0,0,0,0,1,1
6340,6340,1,2,0,0,0,0,1,9,0,0,0,0,0
2334,2334,0,0,0,0,0,0,7,0,0,0,0,1,0
634,634,1,1,0,0,0,0,3,0,0,0,0,0,0
377,377,0,1,0,0,0,0,9,0,0,0,0,1,0
5382,5382,0,1,2,0,0,1,1,0,0,0,0,0,0
2518,2518,0,1,0,0,0,0,7,0,0,0,0,0,0
814,814,0,1,0,0,0,1,8,0,0,0,0,1,1
5954,5954,1,1,1,0,0,0,8,0,0,0,0,1,0
2111,2111,0,1,0,0,0,0,6,0,0,0,0,0,0
4749,4749,0,1,0,0,0,0,10,0,0,0,0,1,0
1077,1077,0,1,0,0,0,0,6,0,0,0,0,1,0
1984,1984,0,1,1,5,0,1,3,0,0,0,0,0,0
912,912,0,1,2,0,0,1,1,0,0,0,0,0,0
6232,6232,0,2,2,1,0,0,1,0,0,0,0,0,0
4043,4043,0,2,1,5,0,1,1,0,0,0,0,0,0
5782,5782,0,1,0,0,0,0,3,0,0,0,0,1,0
1185,1185,0,1,1,0,0,1,8,0,0,0,0,0,0
1764,1764,0,1,0,1,0,1,2,0,0,0,0,1,0
404,404,0,0,0,0,0,0,7,0,0,0,0,1,0
4692,4692,0,1,2,1,0,1,1,0,0,0,0,1,1
3909,3909,0,1,1,0,0,1,5,0,0,0,0,1,0
3901,3901,0,1,0,0,0,1,8,0,0,0,0,0,0
5588,5588,0,1,0,0,1,1,9,0,0,0,0,0,0
3796,3796,0,1,1,0,2,0,8,0,0,0,0,1,0
2925,2925,0,1,0,4,0,0,5,0,0,0,0,1,0
2751,2751,0,1,0,0,0,0,4,0,0,0,0,1,0
3296,3296,0,2,1,5,0,0,3,0,0,0,0,0,0
5539,5539,1,1,0,0,0,0,5,0,0,0,0,1,0
1110,1110,1,1,0,0,0,0,7,0,0,0,0,1,1
402,402,0,1,0,0,1,0,6,0,0,0,0,1,0
4330,4330,0,1,0,0,0,0,6,0,0,0,0,1,1
6650,6650,1,1,0,0,0,1,5,0,0,0,0,1,0
2157,2157,0,1,0,0,0,0,6,0,0,0,0,1,0
2122,2122,0,2,0,0,1,0,5,0,0,0,0,1,0
6024,6024,1,1,0,0,0,0,9,0,0,0,0,0,0
1095,1095,1,3,1,0,0,1,1,0,0,0,0,0,0
6243,6243,1,1,0,0,0,0,6,0,0,0,0,1,1
4857,4857,0,1,0,0,0,0,7,0,0,0,0,1,0
2213,2213,0,2,2,0,0,0,1,0,0,0,0,1,0
6757,6757,0,1,3,0,0,1,2,0,0,0,0,0,0
5375,5375,1,1,2,6,0,1,3,0,0,0,0,0,0
5517,5517,0,1,0,0,0,0,2,0,0,0,0,1,1
1263,1263,0,1,3,0,0,0,3,0,0,0,0,0,0
4247,4247,0,1,1,0,1,0,4,0,0,0,0,1,0
1479,1479,0,1,0,0,1,0,9,0,0,0,0,1,0
5644,5644,0,0,2,0,0,0,3,0,0,0,0,0,0
1675,1675,0,1,0,1,0,0,4,0,0,0,0,0,0
3387,3387,0,1,1,0,0,1,1,0,0,0,0,0,0
1512,1512,0,1,0,0,0,0,2,0,0,0,0,0,0
4926,4926,0,1,3,0,1,0,6,0,0,0,0,1,1
1148,1148,0,2,1,1,1,0,6,0,0,0,0,1,0
1956,1956,0,1,0,0,0,0,6,0,0,0,0,1,0
4197,4197,1,1,1,4,0,1,8,0,0,0,0,0,0
664,664,0,1,0,0,0,0,8,0,0,0,0,1,1
6567,6567,0,1,0,0,0,1,5,0,0,0,0,0,0
3927,3927,0,1,1,0,0,0,8,0,0,0,0,1,0
6014,6014,0,1,0,0,0,0,4,0,0,0,0,1,0
6750,6750,0,2,0,0,0,0,1,0,0,0,0,1,1
6492,6492,0,1,0,0,0,1,4,0,0,0,0,1,0
396,396,0,2,0,0,1,0,6,0,0,0,0,0,0
356,356,0,1,0,0,0,0,9,0,0,0,0,1,0
654,654,0,2,1,0,0,0,1,0,0,0,0,1,0
1689,1689,0,1,0,0,0,0,2,0,0,0,0,0,0
4190,4190,0,1,1,0,0,1,5,0,0,0,0,0,0
3857,3857,0,1,0,0,0,1,5,0,0,0,0,0,0
4521,4521,0,1,1,0,0,1,4,0,0,0,0,0,0
1431,1431,0,3,1,5,0,1,1,0,0,0,0,0,0
6473,6473,0,1,0,0,0,1,10,1,0,0,0,1,1
4051,4051,0,2,1,0,0,0,5,0,0,0,0,1,1
2757,2757,0,2,1,1,0,1,1,0,0,0,0,1,1
4780,4780,0,1,0,0,0,0,1,0,0,0,0,0,0
6769,6769,0,2,0,0,1,0,4,0,0,0,0,1,0
1508,1508,1,1,1,5,0,1,2,0,0,0,0,1,0
627,627,0,1,0,0,2,0,10,0,0,0,0,1,0
3019,3019,0,1,0,4,0,1,3,0,0,0,0,1,1
6375,6375,0,1,0,0,0,1,5,0,0,0,0,0,0
819,819,1,1,2,0,0,1,2,0,0,0,0,0,0
4223,4223,1,0,0,0,0,1,4,0,0,0,0,1,1
509,509,0,1,1,0,0,0,3,0,0,0,0,0,0
3726,3726,0,1,3,0,0,0,1,0,0,0,0,0,0
3779,3779,0,1,0,0,0,0,2,0,0,0,0,0,0
4556,4556,0,1,1,0,0,0,5,0,0,0,0,0,0
3996,3996,0,2,1,0,0,1,1,0,0,0,0,1,1
2937,2937,0,1,0,0,0,0,10,0,0,0,0,1,0
577,577,0,1,2,0,0,1,10,0,0,0,0,1,0
3933,3933,1,1,0,0,0,0,2,0,0,0,0,0,0
4525,4525,0,1,0,0,0,0,6,0,0,0,0,1,0
1489,1489,0,1,0,0,1,0,8,0,0,0,0,1,0
279,279,0,1,2,1,0,0,1,0,0,0,0,1,0
4,4,0,2,3,1,0,0,1,0,0,0,0,0,0
3393,3393,1,2,0,0,0,0,3,0,0,0,0,0,0
4200,4200,1,2,1,0,0,1,2,0,0,0,0,0,0
4894,4894,0,1,1,0,0,1,3,0,0,0,0,1,0
6624,6624,0,1,0,0,1,0,6,0,0,0,0,1,0
2943,2943,0,1,0,0,0,1,2,0,0,0,0,0,0
1616,1616,0,0,1,0,0,0,5,0,0,0,0,1,0
1952,1952,0,1,2,5,0,0,3,0,0,0,0,1,0
4458,4458,1,1,3,0,0,0,2,0,0,0,0,0,0
2637,2637,1,1,0,0,0,0,3,0,0,0,0,0,0
6600,6600,0,1,1,0,1,0,8,0,0,0,0,1,0
219,219,0,2,1,0,0,0,1,0,0,0,0,0,0
5343,5343,0,2,2,5,0,0,1,0,0,0,0,0,0
6403,6403,0,1,0,0,0,0,5,0,0,0,0,0,0
1314,1314,0,1,0,0,0,0,9,0,0,0,0,0,0
560,560,0,1,2,0,0,1,1,0,0,0,0,0,0
6589,6589,1,2,1,4,0,0,1,0,0,0,0,0,0
99,99,0,2,1,0,0,0,1,0,0,0,0,0,0
4938,4938,0,2,1,0,0,0,2,0,0,0,0,1,0
3781,3781,0,2,0,0,1,0,4,0,0,0,0,0,0
5752,5752,0,1,0,0,0,0,2,0,0,0,0,1,0
2390,2390,0,1,0,0,0,1,2,0,0,0,0,0,0
3049,3049,0,1,1,0,0,1,2,0,0,0,0,0,0
15,15,0,1,0,0,0,0,10,0,0,0,0,0,0
606,606,0,1,0,0,2,0,9,0,0,0,0,1,0
6346,6346,0,1,2,1,0,1,2,0,0,0,0,0,0
6587,6587,0,1,0,0,1,1,9,0,0,0,0,1,1
132,132,1,2,1,0,0,0,4,0,0,0,0,0,0
4533,4533,1,1,0,0,0,0,10,0,0,0,0,1,0
1838,1838,0,2,0,0,0,1,7,0,0,0,0,0,0
5956,5956,0,2,0,3,2,0,4,0,0,0,0,0,0
700,700,1,2,1,1,0,0,1,0,0,0,0,0,0
5008,5008,0,2,1,0,0,0,1,0,0,0,0,0,0
5901,5901,0,1,2,0,0,0,3,0,0,0,0,1,0
1679,1679,0,3,1,1,0,1,3,0,0,0,0,0,0
6851,6851,0,2,1,1,0,1,1,0,0,0,0,1,0
3219,3219,1,2,1,2,0,0,2,0,0,0,0,0,0
5378,5378,0,2,1,0,1,0,4,0,0,0,0,0,0
4070,4070,0,1,0,0,0,1,3,0,0,0,0,1,0
5712,5712,0,1,0,0,0,0,3,0,0,0,0,1,1
2205,2205,0,1,0,0,0,1,4,0,0,0,0,0,0
2275,2275,0,1,0,0,0,0,7,0,0,0,0,1,0
1720,1720,0,1,2,0,0,0,4,0,0,0,0,0,0
4058,4058,0,1,0,0,0,0,2,0,0,0,0,1,0
4975,4975,0,1,1,0,0,0,2,0,0,0,0,0,0
2129,2129,0,2,1,0,0,1,1,0,0,0,0,0,0
4106,4106,1,2,0,3,0,0,4,0,0,0,0,0,0
2243,2243,0,1,0,0,1,0,7,0,0,0,0,1,0
5634,5634,0,1,0,1,0,0,1,0,0,0,0,1,0
6742,6742,0,2,0,0,0,1,1,0,0,0,0,0,0
5961,5961,0,2,0,0,3,0,6,0,0,0,0,1,0
4432,4432,0,1,0,0,1,1,9,0,0,0,0,1,0
6077,6077,0,2,1,5,0,1,1,0,0,0,0,0,0
4815,4815,0,2,1,4,0,1,3,0,0,0,0,1,0
2915,2915,0,1,0,0,0,0,8,0,0,0,0,0,0
6743,6743,0,0,0,0,0,0,10,0,0,0,0,1,1
2587,2587,1,1,1,0,0,0,6,0,0,0,0,0,0
1665,1665,0,3,1,0,0,0,1,0,0,0,0,0,0
4831,4831,0,1,0,0,0,0,7,0,0,0,0,0,0
3207,3207,0,1,2,0,0,0,5,0,0,0,0,1,0
6558,6558,0,2,1,0,0,1,1,0,0,0,0,0,0
899,899,0,0,1,0,0,0,4,0,0,0,0,0,0
6771,6771,1,1,1,0,0,0,3,0,0,0,0,1,0
3212,3212,1,2,0,5,0,0,3,0,0,0,0,0,0
2427,2427,1,1,0,0,0,0,6,0,0,0,0,1,0
2085,2085,1,1,0,0,0,0,6,0,0,0,0,1,1
4597,4597,0,1,0,0,0,1,5,0,0,0,0,1,0
3680,3680,1,1,3,0,0,0,7,0,0,0,0,1,0
682,682,0,2,0,0,0,1,1,0,0,0,0,0,0
5895,5895,0,1,0,0,0,0,5,0,0,0,0,1,0
1135,1135,0,2,0,0,0,0,1,0,0,0,0,0,0
2715,2715,0,2,1,5,1,0,7,0,0,0,0,1,0
2652,2652,0,1,2,0,0,1,1,0,0,0,0,1,0
6051,6051,1,1,0,0,0,1,2,0,0,0,0,0,0
267,267,1,2,0,2,0,1,3,0,0,0,0,0,0
5533,5533,0,1,0,0,0,0,3,0,0,0,0,1,0
5154,5154,0,2,2,1,0,1,1,0,0,0,0,0,0
4266,4266,0,1,0,0,0,0,3,0,0,0,0,0,0
2094,2094,0,1,0,4,4,1,7,0,0,1,0,1,1
6785,6785,0,1,1,0,0,0,8,0,0,0,0,1,0
458,458,0,1,1,0,0,0,6,0,0,0,0,1,0
636,636,0,2,2,1,0,0,1,0,0,0,0,0,0
6727,6727,0,1,0,0,0,0,2,0,0,0,0,1,0
5304,5304,0,1,0,0,0,0,4,0,0,0,0,1,0
5442,5442,0,1,1,0,0,0,2,0,0,0,0,0,0
536,536,1,1,0,1,0,1,3,0,0,0,0,0,0
6572,6572,0,1,1,0,0,0,2,0,0,0,0,1,0
1456,1456,0,1,2,1,0,0,4,0,0,0,0,1,1
1117,1117,0,1,0,0,1,0,8,0,0,0,0,1,0
3615,3615,0,1,0,0,0,0,4,0,0,0,0,0,0
5812,5812,0,1,1,1,0,0,1,0,0,0,0,1,0
3881,3881,0,1,0,0,0,0,9,0,0,0,0,1,0
1121,1121,1,1,0,0,0,0,9,0,0,0,0,1,1
4182,4182,0,1,1,0,1,0,8,0,0,0,0,1,0
4354,4354,1,2,3,5,0,0,3,0,0,0,0,1,0
1406,1406,0,3,1,0,0,0,3,0,0,0,0,0,0
3552,3552,0,2,1,0,0,1,3,0,0,0,0,1,1
2653,2653,0,1,1,0,0,0,8,0,0,0,0,1,1
3168,3168,0,2,1,1,0,1,4,0,0,0,0,0,0
1137,1137,0,1,1,0,0,0,3,0,0,0,0,1,0
5734,5734,1,0,1,0,0,0,8,0,0,0,0,1,0
313,313,0,2,1,0,4,0,6,0,0,0,0,1,0
4718,4718,0,1,0,0,0,0,2,0,0,0,0,1,0
3403,3403,0,0,0,0,0,0,10,0,0,0,0,1,0
4324,4324,0,1,1,0,0,0,3,0,0,0,0,1,0
2116,2116,0,2,2,0,1,0,7,0,0,0,0,1,0
604,604,0,1,1,0,0,0,5,0,0,0,0,1,0
1476,1476,0,1,1,0,0,1,2,0,0,0,0,0,0
453,453,0,0,0,0,0,0,10,0,0,0,0,1,1
33,33,0,1,1,0,0,1,8,0,0,0,0,0,0
3075,3075,0,1,2,1,0,1,8,0,0,0,0,0,0
2112,2112,0,2,2,1,0,0,1,0,0,0,0,1,0
3873,3873,0,3,0,1,0,1,1,0,0,0,0,0,0
4627,4627,0,1,3,0,0,1,1,0,0,0,0,0,0
633,633,0,1,0,0,0,1,4,0,0,0,0,0,0
5790,5790,0,1,1,2,0,0,6,0,0,0,0,1,1
706,706,0,1,0,0,1,0,7,0,0,0,0,1,0
599,599,0,1,2,0,0,1,2,0,0,0,0,0,0
3250,3250,0,1,3,0,0,1,8,0,0,0,0,1,0
5494,5494,0,1,1,0,0,0,10,0,0,0,0,1,0
5965,5965,0,0,0,0,0,0,3,0,0,0,0,1,1
5523,5523,0,1,0,0,1,0,10,0,1,0,0,1,1
784,784,0,1,1,0,0,1,3,0,0,0,0,1,0
6578,6578,1,3,1,1,0,0,1,0,0,0,0,0,0
2842,2842,0,1,1,0,0,0,5,0,0,0,0,1,0
6497,6497,1,1,3,1,0,1,1,0,0,0,0,0,0
4901,4901,1,2,1,5,0,1,6,0,0,0,0,1,0
4440,4440,0,1,1,0,0,0,4,0,0,0,0,0,0
379,379,1,1,2,0,0,0,2,0,0,0,0,0,0
5794,5794,0,1,1,0,0,0,9,0,0,0,0,1,0
2713,2713,0,2,0,0,0,1,6,0,0,0,0,1,1
1017,1017,0,2,1,0,0,0,3,0,0,0,0,1,1
1079,1079,0,3,0,5,0,0,1,0,0,0,0,1,0
1614,1614,0,1,1,0,0,0,7,0,0,0,0,1,0
3047,3047,1,1,2,4,0,1,2,0,0,0,0,0,0
3204,3204,0,0,0,0,0,0,5,0,0,0,0,1,0
6401,6401,0,2,1,1,0,1,1,0,0,0,0,0,0
2331,2331,0,3,1,1,0,1,1,0,0,0,0,0,0
689,689,0,3,1,3,0,1,1,0,0,0,0,0,0
3544,3544,0,1,1,1,0,0,4,0,0,0,0,1,0
950,950,1,1,0,1,1,1,7,0,0,0,0,1,1
3080,3080,0,1,3,0,0,0,3,0,0,0,0,1,0
743,743,0,2,1,0,0,1,1,0,0,0,0,0,0
2013,2013,0,1,0,0,0,0,6,0,0,0,0,1,1
1270,1270,1,1,0,0,0,0,4,0,0,0,0,1,0
82,82,0,1,1,0,0,0,8,0,0,0,0,1,0
4949,4949,0,1,1,0,0,1,7,0,0,0,0,1,1
1195,1195,0,0,1,0,0,1,10,0,0,0,0,1,0
5305,5305,0,1,0,0,0,0,4,0,0,0,0,1,0
6089,6089,0,0,0,0,0,0,6,0,0,0,0,1,0
4840,4840,0,2,0,3,0,1,1,0,0,0,0,1,1
6070,6070,0,0,0,0,0,0,3,0,0,0,0,0,0
5776,5776,1,1,0,0,0,0,2,0,0,0,0,0,0
5320,5320,0,1,0,0,0,0,10,0,0,0,0,1,0
4928,4928,1,1,0,0,0,0,1,0,0,0,0,0,0
4855,4855,0,1,1,0,0,0,2,0,0,0,0,0,0
3308,3308,0,3,1,1,0,0,4,0,0,0,0,1,0
5400,5400,0,1,1,0,1,0,8,0,0,0,0,1,0
6049,6049,0,1,0,1,0,0,8,0,0,0,0,0,0
1419,1419,0,3,1,1,0,1,1,0,0,0,0,1,0
5528,5528,0,2,2,1,0,1,1,0,0,0,0,0,0
1497,1497,0,1,0,0,0,1,1,0,0,0,0,0,0
2024,2024,0,1,1,0,0,0,5,0,0,0,0,0,0
1488,1488,0,1,0,0,0,1,1,0,0,0,0,0,0
1787,1787,0,1,1,0,0,1,1,0,0,0,0,0,0
5953,5953,0,1,1,0,0,1,10,0,0,0,0,0,0
2068,2068,0,2,1,0,1,0,7,0,0,0,0,1,0
5031,5031,0,1,2,0,0,0,4,0,0,0,0,1,0
1713,1713,0,2,2,0,0,1,1,0,0,0,0,0,0
4836,4836,0,0,0,0,0,0,3,0,0,0,0,0,0
2664,2664,0,1,0,0,0,1,6,0,0,0,0,0,0
3865,3865,1,1,0,0,0,0,1,0,0,0,0,0,0
6597,6597,0,1,0,0,0,0,4,0,0,0,0,1,1
5369,5369,1,3,1,1,0,1,1,0,0,0,0,0,0
163,163,1,1,1,0,0,0,10,0,0,0,0,0,0
3026,3026,1,2,0,0,0,0,1,0,0,0,0,0,0
4030,4030,0,1,0,0,0,1,5,0,0,0,0,1,0
4052,4052,0,1,0,0,2,0,8,0,0,0,0,1,0
487,487,1,2,1,5,0,1,1,0,0,0,0,0,0
4270,4270,0,1,1,0,0,0,2,0,0,0,0,0,0
4044,4044,0,1,0,0,1,0,7,0,0,0,0,0,0
908,908,0,1,0,0,1,0,6,0,0,0,0,1,0
6379,6379,1,2,0,0,3,0,10,0,0,0,0,1,0
5482,5482,0,2,1,5,1,1,4,0,0,0,0,1,1
2686,2686,0,2,1,0,0,0,1,0,0,0,0,0,0
6093,6093,0,1,0,0,0,1,7,0,0,0,0,0,0
5775,5775,1,1,0,0,0,0,5,0,0,0,0,0,0
865,865,1,2,1,0,0,1,1,0,0,0,0,0,0
4111,4111,0,1,1,0,0,0,3,0,0,0,0,0,0
3449,3449,0,2,2,1,0,1,1,0,0,0,0,0,0
3650,3650,0,1,0,0,0,0,2,0,0,0,0,0,0
3662,3662,1,1,1,1,0,1,3,0,0,0,0,1,0
3903,3903,0,1,3,4,0,0,3,0,0,0,0,1,0
964,964,0,0,0,0,0,0,10,0,0,0,0,1,1
2,2,0,1,0,0,0,0,4,0,0,0,0,1,0
991,991,1,2,1,5,0,1,1,0,0,0,0,0,0
3502,3502,0,1,1,0,0,1,10,0,0,0,0,1,0
826,826,1,1,1,0,0,0,6,0,0,0,0,0,0
3396,3396,0,1,0,0,0,0,5,0,0,0,0,1,0
5656,5656,0,2,1,0,0,0,5,0,0,0,0,0,0
2728,2728,1,3,3,5,0,0,1,0,0,0,0,0,0
4634,4634,1,1,3,1,0,0,2,0,0,0,0,0,0
4763,4763,0,1,3,0,0,1,1,0,0,0,0,0,0
6573,6573,0,1,1,0,0,1,3,0,0,0,0,0,0
160,160,1,1,0,0,0,0,7,0,0,0,0,0,0
5216,5216,1,1,0,0,1,0,9,0,0,0,0,1,0
6562,6562,0,1,1,0,0,0,5,0,0,0,0,0,0
1403,1403,1,1,0,0,0,0,9,0,0,0,0,0,0
6657,6657,0,1,0,1,0,0,3,0,0,0,0,1,0
3856,3856,0,1,0,0,0,1,2,0,0,0,0,0,0
3397,3397,1,2,1,5,0,1,2,0,0,0,0,1,1
4345,4345,1,1,0,1,0,0,1,0,0,0,0,0,0
1126,1126,0,1,0,5,0,1,4,0,0,0,0,0,0
