,Unnamed: 0,sexC,ageC,raceC,MC,priors_count_C,c_charge_degree,decile_score,c_days_from_compas_C,juv_fel_count_C,juv_misd_count_C,juv_other_count_C,is_recid,is_violent_recid
1988,1988,0,1,0,0,0,0,10,0,0,0,0,1,0
5539,5539,1,1,0,0,0,0,5,0,0,0,0,1,0
3407,3407,0,1,0,0,3,1,9,0,0,0,0,1,0
417,417,0,0,1,0,0,0,10,0,0,0,0,1,0
1285,1285,0,1,1,0,0,1,2,0,0,0,0,0,0
4934,4934,0,0,0,0,0,0,4,0,0,0,0,1,1
6493,6493,1,2,1,0,0,1,1,0,0,0,0,0,0
5686,5686,0,1,0,0,0,0,8,0,0,0,0,0,0
4281,4281,0,1,1,6,0,0,8,0,0,0,0,1,0
6267,6267,1,1,0,0,0,0,6,0,0,0,0,1,0
3292,3292,1,2,1,5,0,0,1,0,0,0,0,0,0
6517,6517,0,3,0,2,2,1,9,0,0,0,0,0,0
6107,6107,0,1,0,1,0,1,3,0,0,0,0,1,1
1890,1890,0,2,0,1,0,0,4,0,0,0,0,0,0
65,65,0,1,0,0,0,1,4,0,0,0,0,0,0
2427,2427,1,1,0,0,0,0,6,0,0,0,0,1,0
1363,1363,0,2,0,1,0,1,1,0,0,0,0,0,0
4904,4904,0,1,0,0,0,1,9,0,0,0,0,1,0
5689,5689,1,2,0,2,0,1,3,0,0,0,0,0,0
6562,6562,0,1,1,0,0,0,5,0,0,0,0,0,0
581,581,1,2,1,5,0,1,1,0,0,0,0,0,0
652,652,0,1,0,0,0,1,10,0,0,0,0,1,1
2598,2598,0,1,0,0,1,1,8,0,0,0,0,1,0
1587,1587,0,0,1,0,0,1,6,0,0,0,0,1,1
1142,1142,0,0,0,0,0,1,10,0,0,0,0,1,1
3668,3668,0,1,0,0,0,0,7,0,0,0,0,0,0
236,236,1,1,3,0,0,1,1,0,0,0,0,0,0
1507,1507,0,2,2,0,0,1,1,0,0,0,0,0,0
1139,1139,0,2,1,0,0,1,1,0,0,0,0,0,0
1408,1408,0,1,0,5,0,0,3,0,0,0,0,0,0
6243,6243,1,1,0,0,0,0,6,0,0,0,0,1,1
2150,2150,0,1,0,5,0,1,2,0,0,0,0,1,1
6169,6169,0,2,0,1,0,0,3,0,0,0,0,1,0
6149,6149,0,1,0,0,0,0,10,0,0,0,0,1,1
4535,4535,0,0,1,0,0,0,4,0,0,0,0,1,0
4161,4161,1,1,1,0,0,0,6,0,0,0,0,0,0
1779,1779,0,1,1,0,0,0,3,0,0,0,0,1,0
6583,6583,0,1,0,0,2,0,7,0,0,0,0,1,1
2609,2609,0,2,1,5,0,0,2,0,0,0,0,1,0
5074,5074,1,2,0,0,0,1,1,0,0,0,0,0,0
161,161,0,2,2,1,0,1,1,0,0,0,0,0,0
379,379,1,1,2,0,0,0,2,0,0,0,0,0,0
5861,5861,0,2,0,0,1,1,8,0,0,0,0,0,0
6809,6809,1,2,2,2,0,0,3,0,0,0,0,1,0
6303,6303,0,2,0,0,0,0,6,0,0,0,0,0,0
5756,5756,0,2,0,0,0,0,8,0,0,0,0,1,0
1052,1052,0,1,1,0,0,0,1,0,0,0,0,0,0
799,799,0,3,0,0,0,1,7,0,0,0,0,1,0
569,569,1,1,1,0,0,0,5,0,0,0,0,0,0
523,523,1,2,2,1,0,0,1,1,0,0,0,0,0
2068,2068,0,2,1,0,1,0,7,0,0,0,0,1,0
6137,6137,0,2,3,1,0,0,1,0,0,0,0,1,1
3884,3884,0,2,1,0,0,0,2,0,0,0,0,0,0
1495,1495,0,1,2,0,0,1,5,0,0,0,0,1,0
6548,6548,1,1,0,5,0,0,4,0,0,0,0,1,0
6485,6485,1,1,1,0,0,0,9,0,0,0,0,0,0
2824,2824,0,1,0,1,0,1,2,0,0,0,0,1,0
1355,1355,0,1,0,0,0,0,8,0,0,0,0,0,0
3989,3989,0,2,0,5,0,0,1,0,0,0,0,0,0
4029,4029,0,1,0,0,0,0,5,0,0,0,0,0,0
4861,4861,0,1,2,0,0,1,7,0,0,0,0,0,0
3455,3455,1,1,3,0,0,1,6,1,0,0,0,0,0
474,474,0,1,0,5,0,0,5,0,0,0,0,0,0
3192,3192,0,1,0,0,0,0,4,0,0,0,0,1,0
6327,6327,0,1,0,0,0,0,2,0,0,0,0,0,0
