,sexC,ageC,raceC,MC,priors_count_C
1150,0,0,0,0,1
1151,0,2,0,0,0
1152,0,2,1,0,0
1153,0,1,0,4,5
1154,0,1,0,0,4
1155,0,1,0,0,7
1156,0,1,1,0,0
1157,0,1,0,0,3
1158,0,1,1,0,1
1159,1,1,0,0,0
1160,0,1,1,0,1
1161,0,1,0,0,1
1162,0,1,0,0,0
1163,0,1,0,0,3
1164,0,1,0,1,1
1165,0,1,1,1,0
1166,0,1,2,0,0
1167,0,1,0,0,0
1168,0,2,1,1,0
1169,0,0,0,0,0
1170,1,1,0,0,2
1171,0,1,0,0,0
1172,1,1,1,0,1
1173,1,1,1,0,1
1174,0,1,1,0,2
1175,1,2,1,1,3
1176,0,1,0,0,2
1177,0,1,0,0,0
1178,0,0,3,0,8
1179,0,1,0,0,8
1180,0,1,2,1,0
1181,0,1,3,0,1
1182,0,2,0,5,12
1183,0,1,0,0,6
1184,0,1,0,0,2
1185,0,1,1,0,4
1186,0,1,0,0,0
1187,0,1,0,0,4
1188,0,1,1,0,1
1189,0,1,2,2,0
1190,1,2,1,0,0
1191,0,1,0,0,1
1192,0,1,3,0,0
1193,0,1,1,0,3
1194,0,1,0,0,1
1195,0,0,1,0,0
1196,0,2,1,1,0
1197,0,2,1,4,3
1198,0,1,0,0,0
1199,0,1,0,0,4
1200,1,2,1,0,1
1201,0,2,1,5,2
1202,1,1,1,0,0
1203,1,1,0,0,22
1204,0,1,1,0,9
1205,0,0,0,0,0
1206,0,1,3,1,0
1207,1,2,1,2,5
1208,0,1,0,1,4
1209,0,1,2,0,4
1210,0,1,2,0,0
1211,1,2,1,0,1
1212,0,2,1,0,0
1213,1,2,1,0,1
1214,0,1,1,0,0
1215,0,1,0,0,0
1216,0,1,1,0,2
1217,0,1,0,0,0
1218,0,1,0,2,0
1219,0,2,1,0,4
1220,0,2,2,0,1
1221,0,0,0,0,1
1222,0,1,0,0,0
1223,0,1,3,2,1
1224,0,1,1,1,1
1225,0,2,2,0,1
1226,0,1,2,0,1
1227,0,1,1,1,0
1228,0,1,1,0,2
1229,1,1,0,0,5
1230,0,1,2,0,0
1231,1,1,0,0,1
1232,0,1,3,4,0
1233,0,2,0,0,2
1234,0,2,1,5,0
1235,0,1,0,1,1
1236,0,1,3,1,2
1237,0,1,1,0,6
1238,0,1,0,1,1
1239,0,3,1,5,2
1240,0,2,1,0,4
1241,0,2,0,0,7
1242,0,1,0,6,5
1243,0,1,1,0,0
1244,0,1,1,0,7
1245,0,2,1,0,7
1246,0,2,0,5,0
1247,0,2,1,0,12
1248,0,1,0,0,0
1249,0,1,0,0,4
1250,0,1,0,0,0
1251,0,1,1,0,0
1252,0,1,0,0,6
1253,0,0,0,0,2
1254,0,1,2,0,11
1255,0,2,3,1,0
1256,0,1,0,0,4
1257,0,1,0,0,0
1258,0,2,0,1,2
1259,1,3,0,5,1
1260,0,1,1,0,2
1261,0,1,0,0,0
1262,0,1,0,0,0
1263,0,1,3,0,4
1264,0,1,2,0,3
1265,1,2,0,0,4
1266,0,1,3,5,0
1267,1,1,1,0,1
1268,0,1,0,1,6
1269,0,1,0,0,2
1270,1,1,0,0,1
1271,0,1,1,0,0
1272,0,2,1,1,2
1273,0,1,0,0,0
1274,0,1,1,4,0
1275,0,1,0,0,6
1276,0,1,0,0,6
1277,0,1,0,0,15
1278,0,0,0,0,0
1279,0,1,2,0,0
1280,0,1,0,0,3
1281,0,1,0,0,1
1282,0,2,0,1,1
1283,0,1,2,0,1
1284,0,2,0,0,8
1285,0,1,1,0,2
1286,0,1,1,0,6
1287,0,1,0,0,0
1288,0,1,0,0,2
1289,0,1,0,0,11
1290,1,3,1,0,1
1291,0,3,3,1,0
1292,1,1,1,0,0
1293,0,1,0,0,7
1294,0,1,0,0,1
1295,0,2,1,1,4
1296,0,1,0,1,3
1297,0,1,1,4,0
1298,0,1,0,0,1
1299,0,1,0,0,0
1300,1,1,0,0,0
1301,0,3,0,5,15
1302,1,1,1,0,0
1303,0,2,1,0,0
1304,0,2,1,0,17
1305,1,2,1,1,0
1306,1,1,0,4,1
1307,0,2,1,5,0
1308,0,1,1,5,10
1309,0,1,0,0,2
1310,0,2,3,0,9
1311,0,2,2,4,1
1312,0,1,0,0,0
1313,0,1,2,0,0
1314,0,1,0,0,3
1315,0,1,0,0,0
1316,0,0,0,0,2
1317,0,2,1,0,0
1318,0,2,0,0,2
1319,1,1,0,0,4
1320,0,1,1,0,1
1321,0,1,1,0,7
1322,0,1,1,0,5
1323,0,1,0,0,16
1324,0,1,0,0,3
1325,0,0,0,0,0
1326,0,2,1,1,2
1327,0,1,0,0,0
1328,0,2,3,1,4
1329,0,1,3,0,5
1330,0,1,0,0,1
1331,0,1,0,0,19
1332,1,2,1,0,1
1333,0,1,1,0,0
1334,1,1,1,0,0
1335,0,0,0,0,1
1336,0,1,0,0,0
1337,1,1,0,0,14
1338,0,1,0,0,0
1339,0,1,0,0,3
1340,0,1,1,0,2
1341,1,2,0,0,2
1342,0,1,0,0,3
1343,0,1,3,0,0
1344,0,2,1,0,15
1345,0,2,1,0,1
1346,1,1,0,0,1
1347,0,2,1,0,2
1348,0,1,1,0,0
1349,1,1,0,0,0
1350,0,1,1,0,0
1351,0,2,0,1,0
1352,1,1,0,0,8
1353,0,1,2,2,0
1354,0,1,1,0,1
1355,0,1,0,0,1
1356,0,1,0,0,1
1357,0,2,1,5,1
1358,0,1,0,0,3
1359,0,2,0,0,9
1360,0,1,3,0,1
1361,0,1,0,0,20
1362,1,1,0,0,1
1363,0,2,0,1,0
1364,0,1,1,0,5
1365,0,2,1,4,1
1366,0,1,0,0,0
1367,0,2,2,1,3
1368,1,1,1,0,6
1369,1,2,0,0,2
1370,0,1,0,6,8
1371,0,2,0,1,4
1372,0,2,1,0,1
1373,1,2,1,5,2
1374,1,1,0,0,0
1375,0,1,0,1,2
1376,0,2,0,0,9
1377,0,1,0,0,2
1378,0,1,2,0,3
1379,0,1,0,0,5
1380,1,1,0,0,3
1381,0,1,0,0,3
1382,0,2,0,0,2
1383,0,1,1,0,3
1384,1,1,0,0,1
1385,0,2,0,0,15
1386,0,3,1,5,3
1387,0,3,0,1,3
1388,0,2,3,2,2
1389,1,1,1,0,1
1390,0,1,1,4,2
1391,0,0,0,0,3
1392,0,1,0,0,12
1393,0,1,1,0,3
1394,0,2,2,0,3
1395,0,2,0,0,4
1396,0,1,0,0,4
1397,1,1,1,0,7
1398,0,1,0,0,5
1399,0,2,1,1,0
1400,1,2,1,0,1
1401,0,1,0,0,1
1402,0,1,0,4,6
1403,1,1,0,0,1
1404,0,1,0,0,15
1405,0,2,3,1,1
1406,0,3,1,0,0
1407,1,1,1,4,0
1408,0,1,0,5,5
1409,1,2,0,0,1
1410,0,1,0,0,0
1411,0,1,3,1,2
1412,1,1,1,0,5
1413,1,2,0,0,1
1414,0,1,0,0,7
1415,0,2,2,5,4
1416,0,2,1,5,14
1417,0,1,3,1,6
1418,0,1,1,2,5
1419,0,3,1,1,0
1420,0,1,0,0,2
1421,0,0,0,0,9
1422,0,1,2,0,0
1423,0,1,0,2,2
1424,0,1,0,0,8
1425,0,1,1,5,0
1426,0,1,0,0,7
1427,0,1,2,0,2
1428,0,1,0,0,12
1429,1,0,1,0,3
1430,0,1,0,0,1
1431,0,3,1,5,1
1432,0,1,1,0,0
1433,0,1,1,0,0
1434,0,1,1,0,5
1435,0,1,1,0,4
1436,0,2,1,0,13
1437,0,1,0,0,5
1438,1,2,1,0,0
1439,0,2,1,0,1
1440,0,2,1,0,11
1441,1,1,2,0,0
1442,0,1,0,0,3
1443,0,1,3,1,2
1444,0,2,1,1,0
1445,0,1,0,0,6
1446,0,1,1,0,0
1447,1,1,0,0,0
1448,0,1,0,4,7
1449,0,1,0,0,15
1450,0,1,2,0,0
1451,0,1,0,0,12
1452,0,2,0,0,14
1453,0,1,3,0,0
1454,0,1,0,0,14
1455,0,2,1,0,0
1456,0,1,2,1,1
1457,0,1,0,0,4
1458,0,0,0,0,2
1459,0,2,2,5,0
1460,1,1,1,0,1
1461,1,1,0,0,11
1462,0,3,1,0,3
1463,1,1,0,0,2
1464,0,2,0,1,0
1465,0,2,1,0,0
1466,0,1,0,0,0
1467,0,0,0,0,0
1468,0,2,1,5,6
1469,0,1,0,0,2
1470,0,1,2,1,2
1471,1,2,1,0,2
1472,0,2,1,0,5
1473,0,2,1,0,1
1474,0,1,2,0,0
1475,1,1,0,0,0
1476,0,1,1,0,2
1477,0,2,0,0,0
1478,0,1,0,0,0
1479,0,1,0,0,14
1480,1,1,2,0,2
1481,0,2,2,0,1
1482,0,2,0,1,24
1483,0,1,3,0,0
1484,1,0,0,0,2
1485,0,1,0,0,0
1486,0,1,1,0,0
1487,0,1,3,0,0
1488,0,1,0,0,3
1489,0,1,0,0,15
1490,0,1,0,0,10
1491,0,1,0,0,0
1492,0,2,1,1,2
1493,1,2,1,1,0
1494,1,2,1,0,1
1495,0,1,2,0,2
1496,0,1,0,0,11
1497,0,1,0,0,2
1498,0,2,0,0,15
1499,0,1,0,0,5
1500,1,1,0,0,0
1501,1,3,0,0,1
1502,0,1,2,0,0
1503,1,2,1,1,1
1504,1,1,2,0,2
1505,1,1,0,2,6
1506,0,1,1,0,6
1507,0,2,2,0,1
1508,1,1,1,5,1
1509,0,2,1,0,0
1510,0,1,1,0,0
1511,0,1,1,0,1
1512,0,1,0,0,1
1513,0,2,1,0,11
1514,0,2,1,3,5
1515,0,1,0,0,9
1516,0,1,0,0,12
1517,0,1,1,0,1
1518,0,2,0,1,8
1519,1,0,1,0,0
1520,0,1,0,1,0
1521,0,1,3,0,3
1522,0,3,3,0,0
1523,1,2,0,0,1
1524,0,1,3,4,0
1525,0,1,0,0,8
1526,0,1,3,0,3
1527,0,2,0,0,2
1528,0,1,0,0,5
1529,0,1,1,0,0
1530,0,1,0,0,0
1531,0,3,1,1,0
1532,0,1,3,0,1
1533,0,2,1,5,9
1534,0,1,3,1,0
1535,0,1,0,0,0
1536,0,2,1,0,3
1537,0,1,0,1,1
1538,0,2,0,0,12
1539,0,1,0,0,2
1540,0,2,0,0,6
1541,0,2,0,0,8
1542,0,2,2,0,4
1543,0,2,0,2,8
1544,0,2,3,1,1
1545,0,1,0,0,13
1546,0,1,1,2,9
1547,0,1,0,0,0
1548,0,1,0,0,8
1549,0,2,0,0,1
1550,0,1,0,0,0
1551,0,2,1,1,0
1552,1,1,0,0,2
1553,1,1,1,0,7
1554,0,1,0,0,1
1555,1,2,1,5,0
1556,0,1,2,0,0
1557,0,1,0,0,8
1558,1,1,0,0,2
1559,0,1,1,0,0
1560,0,1,3,0,1
1561,0,2,3,0,2
1562,0,2,1,4,2
1563,0,2,1,5,3
1564,0,1,0,0,0
1565,0,2,2,0,0
1566,0,1,1,0,0
1567,0,1,0,0,5
1568,0,1,0,0,1
1569,0,1,2,0,2
1570,0,1,0,0,21
1571,0,1,0,0,13
1572,0,1,0,0,23
1573,0,1,0,0,11
1574,0,1,0,0,1
1575,0,2,0,0,9
1576,0,1,2,0,5
1577,0,1,0,0,24
1578,0,1,0,0,5
1579,1,1,0,0,1
1580,0,2,0,0,19
1581,0,1,3,0,0
1582,0,1,1,0,0
1583,0,2,1,1,0
1584,0,1,0,0,0
1585,0,0,0,0,0
1586,0,1,0,0,6
1587,0,0,1,0,0
1588,0,2,1,0,1
1589,0,2,0,0,27
1590,1,1,0,0,0
1591,0,3,1,0,1
1592,1,1,0,0,4
1593,0,1,1,0,0
1594,0,2,1,0,1
1595,0,1,0,0,6
1596,0,1,0,1,24
1597,0,2,1,1,13
1598,0,3,0,0,0
1599,0,1,0,0,1
1600,0,3,0,0,1
1601,0,1,1,1,0
1602,1,2,1,2,8
1603,0,1,0,0,0
1604,0,1,0,0,14
1605,0,1,1,0,0
1606,0,1,2,0,7
1607,0,1,3,0,3
1608,0,1,0,0,2
1609,0,1,1,0,1
1610,0,2,0,0,14
1611,0,1,1,0,0
1612,0,1,0,0,4
1613,1,2,1,1,4
1614,0,1,1,0,2
1615,1,1,1,0,1
1616,0,0,1,0,1
1617,0,3,3,2,23
1618,1,1,0,1,0
1619,0,2,1,0,1
1620,0,1,0,0,7
1621,0,2,1,2,5
1622,1,1,1,0,4
1623,0,1,0,0,3
1624,0,1,1,0,1
1625,0,1,2,0,3
1626,1,1,2,0,5
1627,0,1,0,0,3
1628,0,1,1,0,0
1629,1,1,0,0,3
1630,0,2,0,1,1
1631,1,2,2,0,0
1632,1,2,3,5,1
1633,0,2,0,0,6
1634,0,1,0,0,7
1635,0,1,0,0,10
1636,1,2,1,0,0
1637,0,1,0,0,0
1638,0,1,0,0,9
1639,0,2,0,0,1
1640,1,1,0,0,1
1641,0,1,0,4,1
1642,0,2,1,1,0
1643,0,1,1,0,6
1644,0,2,0,0,0
1645,0,1,2,0,2
1646,0,1,0,0,27
1647,0,1,0,1,3
1648,0,1,0,0,7
1649,0,1,1,0,1
1650,0,1,0,0,8
1651,0,2,0,6,0
1652,0,2,2,0,3
1653,0,1,0,0,8
1654,0,2,1,5,4
1655,0,2,0,0,15
1656,0,1,1,0,7
1657,0,1,1,0,7
1658,0,1,1,0,0
1659,0,1,0,0,0
1660,0,1,3,0,0
1661,0,0,2,0,1
1662,0,1,1,1,0
1663,0,1,1,0,1
1664,1,2,2,0,9
1665,0,3,1,0,1
1666,1,1,0,0,0
1667,0,2,0,1,4
1668,0,1,0,0,5
1669,0,1,0,0,3
1670,0,1,0,0,0
1671,0,2,1,0,1
1672,0,2,0,1,1
1673,0,1,1,0,2
1674,1,2,1,0,11
1675,0,1,0,1,2
1676,0,1,0,0,0
1677,1,1,0,0,5
1678,0,1,1,1,0
1679,0,3,1,1,4
1680,0,1,0,4,7
1681,0,1,0,1,5
1682,0,1,0,0,1
1683,0,1,1,0,2
1684,0,1,1,0,2
1685,0,1,0,0,0
1686,1,2,1,0,0
1687,0,1,0,0,0
1688,0,2,0,0,1
1689,0,1,0,0,1
1690,0,2,1,5,0
1691,1,1,0,0,0
1692,1,1,0,0,1
1693,0,2,1,5,0
1694,0,1,0,0,3
1695,1,1,0,0,2
1696,1,2,1,3,4
1697,0,2,0,0,0
1698,0,1,2,1,3
1699,0,1,0,0,2
1700,0,2,2,5,11
1701,1,2,1,0,0
1702,0,1,0,0,0
1703,0,2,0,5,3
1704,0,1,0,1,0
1705,1,1,0,0,1
1706,0,1,1,0,6
1707,0,1,1,0,0
1708,0,2,1,2,4
1709,0,2,2,0,1
1710,0,1,1,0,5
1711,1,1,0,0,0
1712,0,1,0,0,1
1713,0,2,2,0,1
1714,0,1,3,0,24
1715,0,1,2,1,12
1716,0,1,0,0,4
1717,0,3,1,0,6
1718,0,1,3,0,0
1719,0,1,0,0,3
1720,0,1,2,0,0
1721,0,2,0,0,23
1722,0,2,3,1,1
1723,0,1,0,0,13
1724,0,1,1,0,14
1725,0,1,0,0,9
1726,0,1,3,2,0
1727,0,1,0,0,8
1728,1,1,1,0,3
1729,0,1,1,0,0
1730,0,2,1,5,1
1731,0,1,1,0,2
1732,0,2,1,0,0
1733,0,2,0,0,7
1734,0,1,0,1,5
1735,1,2,2,0,2
1736,0,2,1,1,0
1737,0,1,0,0,5
1738,1,1,1,1,0
1739,0,1,0,0,0
1740,0,1,1,0,6
1741,0,1,0,1,2
1742,0,1,0,0,3
1743,0,1,1,0,2
1744,1,1,0,0,0
1745,0,1,0,0,8
1746,0,3,1,0,2
1747,1,1,3,0,0
1748,0,1,1,0,3
1749,0,1,0,0,2
1750,0,1,1,0,9
1751,0,2,1,0,9
1752,0,1,0,0,1
1753,1,2,1,1,3
1754,0,2,1,1,0
1755,0,2,0,2,19
1756,0,1,0,1,1
1757,1,1,0,5,0
1758,0,2,1,0,0
1759,0,1,2,0,0
1760,0,2,1,2,0
1761,0,1,0,0,5
1762,0,1,0,0,11
1763,0,1,1,0,4
1764,0,1,0,1,0
1765,0,1,0,0,0
1766,0,2,1,0,0
1767,0,2,0,0,10
1768,0,2,0,0,4
1769,0,1,2,0,11
1770,0,1,0,0,1
1771,0,1,0,0,0
1772,0,1,0,0,8
1773,0,1,1,0,5
1774,0,1,1,0,1
1775,0,1,0,0,0
1776,0,3,1,5,0
1777,1,1,1,0,3
1778,0,2,2,3,9
1779,0,1,1,0,1
1780,0,1,2,0,1
1781,0,2,0,1,4
1782,0,1,3,1,1
1783,0,2,3,1,1
1784,1,2,0,0,3
1785,0,1,1,0,3
1786,0,1,0,0,0
1787,0,1,1,0,0
1788,0,0,2,0,3
1789,0,2,1,0,10
1790,0,1,1,0,0
1791,0,1,3,0,6
1792,0,1,0,0,0
1793,0,1,0,1,19
1794,1,1,0,0,1
1795,0,1,0,0,6
1796,0,1,0,0,2
1797,0,1,1,0,11
1798,0,1,0,0,0
1799,0,1,0,0,1
1800,0,1,3,0,3
1801,0,1,0,1,7
1802,0,1,0,0,2
1803,0,1,1,0,0
1804,0,1,1,0,0
1805,0,1,2,0,0
1806,0,1,0,0,2
1807,0,1,0,0,0
1808,0,1,1,0,15
1809,0,1,0,0,2
1810,0,1,0,1,10
1811,1,1,0,0,4
1812,0,1,1,0,0
1813,0,2,1,0,8
1814,0,1,1,4,5
1815,0,1,0,0,14
1816,0,1,0,0,13
1817,0,1,0,0,9
1818,0,1,0,0,0
1819,1,2,0,0,21
1820,0,1,2,0,1
1821,0,2,0,0,1
1822,0,1,0,0,4
1823,0,1,1,0,1
1824,1,1,1,1,0
1825,0,1,0,0,3
1826,0,1,0,0,6
1827,0,2,1,0,0
1828,0,1,0,0,2
1829,0,1,0,0,3
1830,0,1,0,0,0
1831,0,2,1,1,0
1832,0,1,0,1,0
1833,0,1,0,0,18
1834,0,1,0,0,1
1835,0,1,1,0,2
1836,0,1,1,0,3
1837,1,1,2,0,4
1838,0,2,0,0,5
1839,0,1,3,0,0
1840,0,3,2,0,0
1841,0,1,0,0,0
1842,0,1,0,0,7
1843,0,1,0,0,1
1844,0,1,1,0,0
1845,0,1,0,0,10
1846,0,1,0,0,0
1847,0,1,0,1,2
1848,0,1,0,0,1
1849,0,3,1,0,0
1850,0,1,0,0,1
1851,0,0,1,0,0
1852,0,1,0,0,1
1853,1,1,0,0,6
1854,0,2,1,1,0
1855,0,1,1,0,1
1856,0,2,1,0,1
1857,0,1,0,0,0
1858,0,1,0,0,0
1859,0,1,1,0,0
1860,0,1,0,0,1
1861,0,2,1,0,9
1862,0,1,0,0,2
1863,0,1,0,0,0
1864,0,1,0,0,1
1865,0,1,1,0,0
1866,0,1,1,0,1
1867,0,1,2,0,3
1868,0,1,0,4,4
1869,0,2,1,5,3
1870,0,1,3,1,0
1871,0,2,0,0,0
1872,1,1,3,0,2
1873,0,2,0,0,8
1874,0,1,0,0,5
1875,1,2,0,0,1
1876,0,2,0,0,9
1877,0,2,0,0,5
1878,1,1,1,0,0
1879,0,2,0,0,5
1880,0,2,1,0,0
1881,0,2,1,5,2
1882,0,2,1,5,0
1883,0,2,0,0,4
1884,1,2,0,1,0
1885,0,0,2,0,2
1886,0,2,0,0,16
1887,0,1,3,0,0
1888,0,1,0,0,21
1889,1,1,2,1,0
1890,0,2,0,1,1
1891,0,1,0,0,8
1892,0,1,0,0,1
1893,0,1,1,0,1
1894,0,2,2,5,8
1895,0,2,1,1,0
1896,0,1,0,0,1
1897,0,2,1,4,1
1898,0,2,1,5,0
1899,0,2,0,0,2
1900,1,2,0,0,11
1901,0,1,0,0,4
1902,0,1,0,0,14
1903,0,2,0,0,2
1904,0,2,0,0,5
1905,0,2,0,2,0
1906,0,1,0,1,12
1907,0,1,1,0,7
1908,0,1,0,0,8
1909,0,1,3,0,5
1910,1,1,0,0,1
1911,0,1,1,0,4
1912,1,1,0,0,0
1913,0,1,2,0,1
1914,1,3,1,0,7
1915,0,1,1,0,1
1916,0,2,0,0,1
1917,0,1,1,1,0
1918,1,1,0,5,4
1919,0,1,0,3,3
1920,0,1,0,0,4
1921,0,2,0,2,0
1922,0,1,0,0,2
1923,0,3,0,5,5
1924,0,1,0,0,0
1925,0,1,0,0,4
1926,0,1,0,0,0
1927,0,2,1,1,1
1928,1,1,0,0,1
1929,0,1,0,1,13
1930,0,1,0,1,9
1931,0,1,1,0,1
1932,1,2,0,0,4
1933,0,1,1,0,0
1934,0,2,1,5,5
1935,1,1,1,4,1
1936,0,1,0,0,3
1937,1,2,0,0,7
1938,0,1,0,0,0
1939,0,1,2,0,16
1940,0,1,0,0,2
1941,1,1,0,0,0
1942,0,1,0,0,1
1943,1,1,1,0,1
1944,0,1,0,0,13
1945,0,2,0,0,0
1946,0,1,0,0,2
1947,1,1,3,2,0
1948,0,2,1,5,0
1949,0,1,1,0,0
1950,0,1,0,0,6
1951,0,1,0,0,0
1952,0,1,2,5,2
1953,0,2,3,0,2
1954,1,1,0,1,7
1955,0,1,0,0,1
1956,0,1,0,0,3
1957,0,1,0,1,2
1958,0,1,2,0,0
1959,0,2,1,5,2
1960,0,2,0,0,1
1961,0,1,2,0,8
1962,0,1,2,0,5
1963,0,1,0,0,1
1964,0,1,0,0,7
1965,1,1,1,5,0
1966,0,2,1,5,2
1967,0,1,0,0,11
1968,0,1,2,0,0
1969,0,1,1,0,6
1970,0,2,0,0,38
1971,0,1,0,4,7
1972,0,1,2,0,0
1973,1,2,1,0,7
1974,0,1,1,0,0
1975,0,1,3,0,3
1976,0,1,3,0,4
1977,0,2,1,0,4
1978,0,1,1,0,0
1979,0,1,0,0,1
1980,0,2,1,0,0
1981,0,1,0,0,1
1982,0,1,2,0,0
1983,0,1,1,0,7
1984,0,1,1,5,0
1985,0,1,0,0,13
1986,0,1,1,0,2
1987,0,0,1,0,0
1988,0,1,0,0,4
1989,0,2,1,1,0
1990,1,1,0,0,0
1991,0,1,3,0,0
1992,0,2,1,1,1
1993,0,2,0,0,4
1994,0,1,0,0,4
1995,0,1,1,0,5
1996,0,1,1,0,0
1997,0,1,0,0,2
1998,0,2,0,0,1
1999,1,1,1,0,2
2000,0,2,3,2,2
2001,0,1,0,0,23
2002,0,1,0,0,0
2003,0,1,0,0,4
2004,0,1,1,0,0
2005,0,1,3,0,0
2006,0,1,0,0,1
2007,1,1,1,0,0
2008,0,1,3,0,1
2009,0,2,1,0,2
2010,0,1,0,0,9
2011,0,3,3,1,0
2012,1,1,0,0,0
2013,0,1,0,0,3
2014,0,1,0,0,0
2015,1,1,2,1,3
2016,0,2,1,0,0
2017,0,1,1,5,0
2018,0,1,3,0,0
2019,0,1,0,0,6
2020,0,2,1,3,9
2021,0,0,0,0,0
2022,0,1,0,0,4
2023,0,2,1,0,1
2024,0,1,1,0,2
2025,1,2,0,5,4
2026,1,2,0,4,0
2027,0,1,1,0,8
2028,0,1,0,0,12
2029,0,2,1,1,0
2030,0,1,0,0,11
2031,1,1,0,0,5
2032,0,1,0,0,2
2033,1,2,0,0,1
2034,0,1,1,0,0
2035,0,1,1,0,1
2036,0,3,1,0,11
2037,0,2,1,4,2
2038,0,2,0,0,4
2039,1,2,3,0,15
2040,0,2,0,2,21
2041,1,2,1,0,1
2042,1,1,0,0,9
2043,1,2,1,0,0
2044,0,1,0,0,0
2045,0,1,1,0,5
2046,0,1,0,0,1
2047,0,1,0,0,26
2048,0,1,0,0,1
2049,0,1,0,0,0
2050,0,1,0,0,4
2051,1,1,0,0,3
2052,0,1,1,0,3
2053,0,3,1,0,0
2054,0,1,1,0,11
2055,0,2,0,0,5
2056,0,1,3,1,4
2057,0,0,0,0,1
2058,0,2,0,0,18
2059,0,1,0,0,15
2060,0,1,0,0,0
2061,0,1,0,1,8
2062,0,1,2,0,3
2063,1,1,1,0,0
2064,1,0,3,0,0
2065,0,2,2,1,0
2066,0,1,1,0,6
2067,0,1,0,0,3
2068,0,2,1,0,13
2069,1,1,0,0,0
2070,1,1,1,0,2
2071,0,1,0,0,3
2072,0,1,1,0,1
2073,0,1,1,0,5
2074,0,1,2,0,1
2075,0,3,1,0,1
2076,0,1,1,0,2
2077,0,3,1,1,0
2078,1,1,1,0,4
2079,0,2,1,0,9
2080,1,1,1,0,0
2081,0,1,1,0,0
2082,0,1,0,0,4
2083,0,3,1,5,0
2084,0,2,2,0,0
2085,1,1,0,0,1
2086,0,2,1,0,0
2087,0,1,0,0,3
2088,0,2,0,1,1
2089,0,1,1,0,3
2090,1,1,2,2,0
2091,0,1,0,0,14
2092,0,1,0,0,0
2093,0,2,1,0,0
2094,0,1,0,4,37
2095,0,1,0,0,2
2096,0,2,0,0,0
2097,0,0,0,0,1
2098,0,1,0,0,2
2099,1,1,1,0,2
2100,1,1,0,0,7
2101,0,1,1,0,7
2102,0,1,0,4,0
2103,0,1,0,0,1
2104,1,1,0,0,3
2105,0,1,0,0,1
2106,0,2,1,0,3
2107,0,2,0,0,0
2108,0,1,0,0,1
2109,0,1,0,0,15
2110,0,2,0,3,6
2111,0,1,0,0,1
2112,0,2,2,1,0
2113,0,1,0,0,1
2114,1,1,2,0,1
2115,0,1,0,0,0
2116,0,2,2,0,9
2117,1,1,3,2,0
2118,1,1,1,1,0
2119,0,1,3,0,1
2120,1,2,0,1,1
2121,0,1,0,0,1
2122,0,2,0,0,10
2123,0,1,1,0,1
2124,0,2,0,1,7
2125,0,1,1,0,6
2126,0,2,0,0,1
2127,0,2,1,0,0
2128,1,1,0,0,9
2129,0,2,1,0,0
2130,0,1,0,0,10
2131,0,1,1,0,3
2132,0,1,3,0,0
2133,0,2,0,4,0
2134,0,3,0,0,1
2135,0,1,0,0,3
2136,0,1,0,0,13
2137,0,2,0,0,3
2138,0,1,0,0,5
2139,0,2,0,1,2
2140,1,1,0,0,7
2141,0,1,1,1,0
2142,0,2,1,1,1
2143,1,0,1,0,0
2144,0,1,0,0,0
2145,0,2,0,0,1
2146,1,1,1,0,0
2147,0,1,1,4,0
2148,0,1,1,4,0
2149,0,1,0,0,2
2150,0,1,0,5,3
2151,0,1,0,0,7
2152,0,2,0,1,1
2153,0,1,1,0,0
2154,0,1,2,0,6
2155,0,1,0,0,21
2156,1,2,1,5,0
2157,0,1,0,0,0
2158,1,1,0,0,0
2159,0,1,0,0,25
2160,0,1,1,0,0
2161,0,1,1,0,0
2162,0,1,0,0,1
2163,0,2,1,0,0
2164,0,1,0,0,11
2165,0,2,1,4,0
2166,0,1,1,0,1
2167,0,1,0,0,2
2168,1,1,0,0,12
2169,0,1,0,2,19
2170,0,2,1,2,2
2171,0,1,0,0,3
2172,0,2,0,0,15
2173,0,1,0,0,9
2174,1,1,0,0,1
2175,0,1,0,0,1
2176,0,2,0,0,1
2177,0,1,1,5,1
2178,0,1,0,0,3
2179,0,1,1,0,1
2180,0,1,1,0,1
2181,0,1,1,0,1
2182,0,2,3,0,2
2183,0,1,0,0,3
2184,0,1,0,0,1
2185,0,1,1,0,4
2186,0,2,1,5,5
2187,0,1,0,4,6
2188,1,1,0,0,4
2189,0,2,0,0,1
2190,1,1,0,0,2
2191,0,1,1,0,0
2192,0,2,0,0,22
2193,0,1,0,1,4
2194,0,2,1,1,7
2195,0,1,1,0,2
2196,1,1,0,0,1
2197,0,1,2,2,0
2198,0,1,0,0,3
2199,0,1,0,0,2
2200,0,1,0,0,7
2201,1,1,0,0,14
2202,0,1,1,0,2
2203,0,1,0,0,6
2204,0,1,2,1,1
2205,0,1,0,0,2
2206,0,1,0,0,7
2207,0,2,2,1,0
2208,1,0,0,0,0
2209,0,1,1,2,10
2210,0,1,1,0,0
2211,0,1,0,0,5
2212,0,1,3,0,1
2213,0,2,2,0,1
2214,0,2,0,0,8
2215,0,0,0,0,1
2216,0,2,1,0,1
2217,0,2,1,0,5
2218,1,1,0,0,0
2219,0,1,2,0,0
2220,1,1,1,0,2
2221,0,1,1,0,8
2222,0,2,1,0,1
2223,0,1,1,0,2
2224,0,1,1,0,0
