age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
30,2,203277,11,9,2,10,0,4,1,0,0,60,38,1
46,2,309895,15,10,5,0,4,4,0,0,0,40,38,0
45,2,26522,15,10,2,0,5,4,0,0,1902,35,38,1
57,2,103809,11,9,4,11,4,4,0,0,0,40,38,0
25,2,90291,9,13,4,3,3,4,1,0,0,40,38,0
21,5,181761,15,10,4,12,3,4,0,0,0,10,38,0
37,2,35330,11,9,0,2,1,4,1,0,1669,55,38,0
45,1,135776,12,14,0,9,1,4,0,0,0,30,38,0
39,2,179579,11,9,4,2,3,4,1,0,0,40,38,0
42,2,193626,11,9,2,0,5,4,0,0,0,53,38,0
20,2,108887,11,9,4,6,3,4,0,0,0,40,38,0
23,2,199070,11,9,4,10,3,2,1,0,0,16,38,0
25,2,441591,9,13,4,12,3,4,1,0,0,40,38,0
47,2,185254,4,3,4,8,3,4,0,0,0,40,7,0
24,2,109307,11,9,4,11,3,4,1,0,0,45,38,0
35,2,23621,11,9,4,2,1,4,1,0,0,70,38,0
44,1,145178,11,9,2,7,5,2,0,0,0,38,22,1
47,5,30575,15,10,2,9,0,4,1,0,0,50,38,0
28,5,130620,1,7,5,0,4,1,0,0,0,40,18,0
41,1,22155,12,14,0,9,4,4,0,0,0,60,38,0
31,2,106437,11,9,4,0,1,4,0,0,0,40,38,0
27,2,79787,12,14,4,3,1,4,0,0,0,25,38,0
47,2,326857,8,11,2,2,0,4,1,5013,0,40,38,0
44,2,81853,11,9,4,11,1,1,0,0,0,40,38,0
61,2,120933,15,10,4,8,1,4,0,0,0,40,38,0
42,0,153143,15,10,0,0,2,4,0,0,0,40,32,0
46,2,27669,11,9,4,7,1,4,0,0,0,28,38,0
46,2,105444,9,13,2,3,0,4,1,0,0,50,38,1
54,1,169785,12,14,6,9,4,4,0,0,0,38,38,0
49,2,122493,11,9,6,12,4,4,1,0,0,40,38,0
56,1,242670,15,10,6,0,4,4,0,0,0,40,38,0
52,2,54933,12,14,0,9,3,4,0,0,0,40,38,0
34,2,209317,11,9,2,13,0,4,1,0,0,40,32,0
25,4,282631,11,9,2,2,0,4,1,0,0,40,38,0
18,2,98044,1,7,4,9,3,4,0,0,0,40,38,0
58,2,187487,11,9,2,6,0,4,1,0,0,40,38,0
31,5,60186,9,13,0,9,1,4,1,0,0,40,38,0
29,2,75648,15,10,2,2,0,4,1,0,0,55,38,0
28,2,201175,1,7,4,6,1,2,1,0,0,40,38,0
30,2,19302,15,10,4,0,1,4,1,0,0,48,38,0
44,2,146659,12,14,2,9,0,4,1,0,1887,35,38,1
75,2,101887,0,6,6,8,1,4,0,0,0,70,38,0
26,2,60726,15,10,2,2,0,2,1,0,0,40,38,0
33,3,201763,9,13,2,11,0,4,1,0,0,50,38,1
57,3,119253,12,14,2,11,0,4,1,15024,0,65,38,1
47,4,121124,4,3,2,11,0,4,1,0,0,55,21,1
41,2,220132,11,9,2,3,0,4,1,7298,0,40,38,1
21,2,60639,15,10,4,7,1,4,0,0,0,37,38,0
17,2,195262,1,7,4,2,3,4,1,0,0,17,38,0
22,2,100587,15,10,4,7,3,2,0,0,0,15,38,0
47,2,298130,11,9,2,11,0,4,1,0,0,40,38,0
45,2,242391,9,13,2,3,0,4,1,0,0,40,38,1
32,4,197867,8,11,0,11,4,4,1,0,0,50,38,0
59,2,151977,0,6,5,8,1,2,0,0,0,30,38,0
38,2,277347,11,9,2,2,0,4,1,0,0,50,38,0
33,2,125249,11,9,5,10,3,4,0,0,0,40,38,0
41,2,222142,11,9,2,6,0,4,1,0,0,40,38,0
51,2,270194,6,5,2,13,0,4,1,0,0,40,38,0
42,2,169995,11,9,2,11,0,4,1,0,0,48,38,0
27,2,359155,9,13,2,9,5,4,0,0,0,40,38,1
60,2,123992,15,10,2,2,0,4,1,0,0,45,38,0
64,1,266080,11,9,0,0,1,4,0,0,0,35,38,0
37,2,201531,7,12,2,6,0,4,1,0,0,40,38,1
54,4,179704,9,13,2,3,0,4,1,0,0,45,38,1
36,2,393673,7,12,2,3,5,4,0,0,0,50,38,1
41,4,438696,12,14,0,11,4,4,1,0,0,5,38,1
35,4,207568,5,4,2,4,0,4,1,0,0,75,38,0
63,3,54052,12,14,2,11,0,4,1,0,0,68,38,1
46,2,187581,11,9,0,2,2,4,1,0,0,40,38,0
47,4,77102,12,14,0,9,1,4,1,0,0,40,38,0
24,2,353010,9,13,4,6,1,4,1,0,0,65,38,0
29,2,54131,15,10,4,11,1,4,1,0,0,30,38,0
74,0,39890,15,10,6,13,1,4,0,0,0,18,38,0
50,2,156877,1,7,2,13,0,4,1,0,0,70,38,1
22,2,355686,15,10,4,0,1,4,0,0,0,40,38,0
48,2,300168,2,8,5,0,3,2,0,0,0,40,38,0
30,2,488720,6,5,2,5,2,4,1,0,0,40,25,0
32,2,157287,9,13,2,11,0,4,1,0,0,40,38,0
39,2,184659,11,9,2,6,0,4,1,0,0,40,38,0
49,2,214169,15,10,2,2,0,4,1,0,0,40,38,1
25,2,192149,9,13,4,0,3,4,0,0,0,40,38,0
50,2,137253,9,13,2,0,5,4,0,0,0,40,38,1
44,2,373050,11,9,2,13,0,4,1,0,0,40,38,0
65,2,90377,8,11,2,4,0,4,1,6767,0,60,38,0
28,0,183151,7,12,2,0,0,4,1,0,0,60,38,0
55,2,227158,9,13,6,0,4,4,0,0,0,40,38,0
49,1,34021,9,13,4,9,3,4,0,0,0,50,38,0
31,2,165148,11,9,5,3,4,4,0,0,0,12,38,0
47,2,211668,11,9,2,6,5,2,0,0,0,40,38,1
45,2,358886,11,9,2,13,0,4,1,0,0,40,38,1
35,2,47707,11,9,4,7,1,2,0,0,0,40,38,0
34,4,306982,9,13,2,11,0,1,1,0,0,60,34,0
49,1,52590,11,9,6,10,1,2,1,0,0,40,38,0
27,2,158156,11,9,4,7,1,4,0,0,0,42,38,0
42,2,70055,11,9,2,5,0,4,1,0,0,40,38,0
64,4,177825,11,9,4,7,1,4,1,1055,0,40,38,0
33,2,127215,15,10,2,11,0,4,1,0,0,48,38,1
23,2,175183,15,10,4,0,1,4,0,0,0,40,38,0
45,2,142287,12,14,2,3,0,4,1,0,0,50,38,1
34,2,221324,11,9,4,6,4,2,0,0,0,40,38,0
53,2,227602,11,9,0,11,1,4,0,0,0,37,25,0
22,2,228452,0,6,4,2,1,4,1,0,0,30,38,0
57,5,39380,11,9,5,7,1,4,0,0,0,35,38,0
23,2,336360,5,4,4,2,3,2,1,0,0,40,38,0
31,2,257644,1,7,4,13,4,4,1,0,0,40,38,0
23,5,235853,9,13,4,12,1,4,1,0,0,22,38,0
30,2,270577,11,9,5,0,4,4,0,0,0,40,38,0
32,1,222900,9,13,5,9,1,4,0,0,0,50,38,1
42,2,99254,7,12,2,0,5,2,0,0,0,40,38,1
51,2,224763,5,4,2,13,0,4,1,0,0,40,4,0
59,4,174056,9,13,2,11,0,4,1,15024,0,40,38,1
36,2,127306,9,13,4,3,3,4,0,0,0,40,38,0
45,2,339506,11,9,4,11,1,2,1,0,0,40,38,0
35,2,178322,8,11,2,11,0,4,1,0,0,50,10,1
33,2,189843,5,4,2,6,0,4,1,0,0,40,38,0
43,2,160815,8,11,0,9,4,4,0,0,0,40,38,0
60,2,207665,11,9,2,12,5,4,0,0,0,40,38,1
37,5,160402,9,13,2,9,0,4,1,0,0,55,38,1
35,2,170263,15,10,4,12,4,4,0,0,0,40,38,0
36,2,184659,15,10,2,0,0,4,1,0,0,52,38,0
38,0,338320,14,15,2,9,0,4,1,0,1977,50,38,1
54,2,101017,5,4,2,2,0,4,1,0,0,40,38,0
51,2,204322,8,11,2,5,0,4,1,0,0,40,38,1
45,2,241350,7,12,2,2,0,4,1,0,0,45,38,1
63,0,217994,15,10,0,3,4,4,0,0,0,40,38,0
51,2,128143,15,10,2,2,0,4,1,0,0,40,38,1
58,4,164065,12,14,0,11,1,4,1,0,0,18,38,0
64,1,78866,11,9,0,0,1,4,0,0,0,40,38,0
20,2,236769,15,10,4,5,3,4,1,0,0,40,38,0
44,0,239539,9,13,2,0,0,1,1,0,0,40,29,1
39,2,34028,9,13,0,3,4,4,0,0,0,48,38,0
45,5,207847,15,10,4,0,4,4,0,0,0,40,38,0
44,2,175935,10,16,2,0,0,4,1,0,0,55,38,1
22,0,218445,15,10,4,3,1,4,0,0,0,40,38,0
63,3,215833,11,9,2,3,0,4,1,0,0,40,38,1
26,2,156976,8,11,5,7,1,2,1,0,0,40,38,0
42,4,220647,9,13,2,4,0,4,1,0,0,45,38,0
20,2,218343,11,9,4,7,3,4,0,0,0,25,38,0
29,2,241431,12,14,2,11,0,4,1,7298,0,40,38,1
38,1,123983,9,13,4,3,4,1,1,0,1741,40,39,0
25,2,73289,11,9,4,13,3,4,1,0,0,40,38,0
27,2,408623,9,13,2,2,2,4,1,0,0,50,38,0
46,2,169180,8,11,0,0,1,4,0,0,0,40,38,0
31,2,54929,15,10,0,2,1,4,1,0,0,60,38,0
24,2,306779,8,11,4,3,3,4,1,0,0,35,38,0
43,2,159549,15,10,2,11,0,4,1,0,0,50,38,1
23,2,482082,2,8,4,6,3,4,1,0,0,21,25,0
32,1,286101,11,9,4,13,4,2,0,0,0,37,38,0
44,2,167955,11,9,2,2,0,4,1,0,0,40,30,0
40,4,209040,9,13,2,11,0,4,1,0,0,40,38,0
38,2,105017,11,9,0,2,4,4,1,0,0,40,38,0
23,2,27776,8,11,4,6,1,4,1,0,0,40,38,0
19,2,242941,15,10,4,11,3,4,0,0,1602,10,38,0
41,2,118853,15,10,2,11,0,4,1,0,0,40,38,0
48,2,119565,11,9,2,2,0,4,1,0,0,40,38,0
23,2,196827,15,10,2,6,0,4,1,0,1902,40,38,0
47,2,275361,7,12,6,7,3,4,0,0,0,35,38,0
42,2,225193,11,9,2,2,0,4,1,0,0,40,38,0
17,2,329783,0,6,4,11,2,4,0,0,0,10,38,0
29,1,107411,14,15,4,9,1,4,0,0,0,70,38,0
21,5,258490,15,10,4,9,1,4,0,0,0,20,38,0
31,2,219509,11,9,2,7,0,4,1,0,0,40,25,1
27,1,29174,9,13,4,9,4,4,0,0,0,40,38,0
29,2,40083,10,16,4,9,1,4,1,0,0,40,1,0
23,2,87528,9,13,4,11,1,4,0,0,0,45,38,0
41,2,116379,12,14,2,9,0,1,1,0,0,55,35,1
46,1,216214,9,13,2,9,0,4,1,0,0,35,38,1
34,2,268051,15,10,2,10,2,2,0,0,0,25,13,0
42,4,121718,11,9,2,2,0,4,1,0,0,24,38,0
18,2,201901,11,9,4,5,3,4,0,0,1719,15,38,0
46,2,109089,11,9,0,2,1,4,1,0,0,37,38,0
52,2,284129,15,10,2,2,0,4,1,0,0,40,38,1
56,2,143030,11,9,0,2,4,4,0,0,0,40,38,0
21,2,212619,8,11,4,6,3,4,1,0,0,40,38,0
22,4,199011,11,9,4,2,2,4,1,0,0,20,38,0
31,2,118901,9,13,0,0,4,4,0,0,0,45,38,0
41,4,129865,11,9,2,7,0,4,1,0,0,60,38,0
25,2,157900,15,10,5,0,4,4,0,0,0,40,38,0
43,4,349341,9,13,0,3,1,4,1,0,0,60,38,0
45,2,158685,11,9,5,11,1,4,0,0,0,40,38,0
26,2,386585,15,10,0,12,1,4,1,0,0,60,38,0
90,2,52386,15,10,4,7,1,1,1,0,0,35,38,0
45,2,246891,9,13,2,11,0,4,1,0,1902,40,38,1
30,2,190385,9,13,2,7,5,4,0,0,0,40,38,1
42,2,37869,15,10,2,2,0,4,1,0,0,40,38,0
20,2,217807,15,10,4,5,3,4,1,0,0,35,38,0
53,2,149784,9,13,2,9,0,4,1,7688,0,40,38,1
64,5,201293,11,9,6,0,1,4,0,0,0,38,38,0
56,2,128764,5,4,6,13,1,4,1,0,0,20,38,0
42,2,27444,15,10,3,9,1,4,1,0,0,40,38,1
26,2,62438,9,13,2,11,5,4,0,0,0,40,38,1
31,1,151726,7,12,4,0,3,0,0,0,0,40,38,0
40,2,29841,9,13,2,0,5,4,0,0,0,40,38,0
58,2,131608,15,10,6,2,1,4,1,0,0,40,38,0
41,2,110562,9,13,2,3,0,4,1,0,0,40,38,0
58,3,190541,11,9,4,11,1,4,1,0,0,47,38,0
62,5,33142,12,14,2,9,0,4,1,0,0,60,38,1
65,3,139272,9,13,2,11,0,4,1,99999,0,60,38,1
40,2,234633,15,10,4,2,1,4,1,0,0,40,38,0
45,1,238386,15,10,2,10,0,4,1,0,0,40,38,1
22,2,460835,11,9,4,2,3,4,1,0,0,55,38,0
63,0,97855,12,14,2,3,0,4,1,0,0,50,38,1
39,2,77146,9,13,2,3,0,4,1,0,1887,50,38,1
37,2,200863,15,10,6,2,4,4,1,0,0,40,38,0
56,2,77415,1,7,2,4,0,4,1,0,0,50,38,0
32,2,236770,15,10,0,11,1,4,1,0,0,50,38,0
53,0,173093,15,10,2,3,5,1,0,0,1887,40,29,1
32,2,235124,8,11,0,9,1,4,1,0,0,40,38,0
23,4,282604,1,7,2,13,0,4,1,7688,0,60,38,1
35,2,199288,1,7,5,13,1,4,1,0,0,90,38,0
51,2,191659,15,10,2,3,0,4,1,0,1887,65,38,1
19,2,43285,15,10,4,0,3,4,0,0,0,20,38,0
41,2,160837,1,7,3,6,1,4,1,0,0,40,12,0
22,2,230574,0,6,4,13,3,4,1,0,0,25,38,0
23,2,176178,11,9,4,12,3,4,0,0,0,40,38,0
36,2,116358,12,14,2,3,0,1,1,0,0,40,35,1
45,2,107787,8,11,2,2,0,4,1,0,0,40,1,0
23,4,519627,11,9,4,4,1,4,1,0,0,25,25,0
21,2,191460,1,7,4,7,4,2,0,0,0,40,38,0
44,2,198282,12,14,2,3,0,4,1,15024,0,40,38,1
29,2,214858,9,13,2,11,0,4,1,0,0,40,38,1
36,4,64875,8,11,2,12,0,4,1,0,0,60,38,0
18,2,675421,6,5,4,5,3,4,1,594,0,40,38,0
62,4,134768,2,8,2,2,0,4,1,0,0,40,38,1
25,0,207342,15,10,4,3,1,2,1,0,0,40,38,0
34,2,64830,7,12,0,3,1,4,0,0,0,45,38,0
31,2,220066,9,13,4,3,1,4,0,14344,0,50,38,1
37,2,82521,9,13,2,3,0,4,1,15024,0,40,38,1
33,2,176711,9,13,2,4,0,4,1,0,0,40,8,0
28,2,111900,7,12,2,11,0,4,1,0,0,30,38,0
47,2,481987,11,9,2,7,0,4,1,0,0,40,38,1
34,2,158420,9,13,2,3,0,4,1,0,0,70,38,0
26,2,256000,14,15,2,9,0,4,1,99999,0,60,38,1
36,2,183892,15,10,2,2,0,4,1,7298,0,44,38,1
28,2,42734,11,9,4,5,3,4,1,0,0,40,38,0
22,2,181773,11,9,4,13,3,2,1,0,0,40,38,0
47,2,184945,15,10,5,7,1,2,0,0,0,35,38,0
33,2,107248,8,11,4,0,1,4,1,0,0,45,38,0
34,3,215382,12,14,5,9,1,4,0,4787,0,40,38,1
25,2,122999,11,9,4,2,3,4,1,0,0,40,38,0
37,2,758700,6,5,2,5,0,4,1,3781,0,50,25,0
36,5,166606,11,9,2,10,0,4,1,0,0,40,38,0
57,2,205708,15,10,2,2,0,4,1,0,0,40,30,0
55,2,67450,10,16,4,9,1,4,1,0,0,40,8,0
20,2,242077,11,9,0,11,1,2,0,0,0,40,38,0
43,2,129573,11,9,4,11,1,2,0,0,0,44,38,0
54,2,181132,11,9,2,6,0,4,1,0,0,40,8,1
25,2,212302,15,10,5,0,4,4,0,0,0,40,38,0
42,2,83411,15,10,0,3,1,4,1,0,1408,40,38,0
17,2,317681,1,7,4,2,3,4,1,0,0,10,38,0
63,2,30602,5,4,3,7,4,0,0,0,0,40,38,0
19,2,172893,15,10,4,3,3,4,0,0,0,30,38,0
56,3,211804,9,13,2,11,0,4,1,15024,0,50,38,1
33,4,312055,9,13,2,11,0,4,1,0,0,45,38,1
37,2,65390,9,13,2,4,0,4,1,0,0,50,38,0
27,2,200500,5,4,2,13,0,4,1,0,0,45,38,0
36,1,241962,9,13,2,0,0,4,1,0,0,40,38,0
30,3,78530,11,9,2,3,0,4,1,0,0,65,1,1
22,2,189950,9,13,4,9,1,4,1,0,0,55,38,0
35,2,111387,15,10,2,5,0,4,1,0,1579,40,38,0
20,2,241951,11,9,4,5,1,4,1,0,0,45,38,0
18,2,343059,15,10,4,11,3,4,0,0,0,40,38,0
25,2,302465,2,8,4,6,1,4,1,0,1741,40,38,0
53,2,156843,12,14,4,9,1,4,0,0,1564,54,38,1
19,2,55284,11,9,4,11,3,4,0,0,0,35,38,0
34,2,509364,11,9,0,6,1,4,1,0,0,30,38,0
32,5,117927,15,10,4,0,1,2,0,0,0,40,38,0
20,2,137651,15,10,4,6,3,0,1,0,0,40,38,0
70,2,131060,5,4,2,7,0,4,1,0,0,25,38,0
57,2,346963,9,13,2,3,0,4,1,0,0,40,38,1
54,2,183611,15,10,2,11,0,4,1,3137,0,50,38,0
34,2,134737,8,11,2,6,0,4,1,0,0,40,38,0
48,2,36503,15,10,2,3,0,4,1,0,0,40,38,1
42,2,250121,1,7,2,7,5,4,0,0,0,40,38,0
45,2,330535,11,9,4,0,1,4,1,3325,0,40,38,0
27,2,387776,15,10,4,7,3,4,1,0,0,40,38,0
51,2,41474,0,6,2,7,0,4,1,0,0,40,25,0
36,1,318972,15,10,0,0,4,4,0,0,0,65,38,0
33,2,86143,15,10,4,3,3,1,1,0,0,40,29,0
50,2,181139,15,10,4,4,1,4,1,0,0,40,38,0
44,2,326232,9,13,0,3,4,4,1,0,2547,50,38,1
39,1,153976,12,14,2,9,0,4,1,0,0,40,38,1
55,4,59469,6,5,2,4,0,4,1,0,0,25,38,0
24,2,127139,15,10,4,0,3,4,0,0,0,40,38,0
35,2,136343,11,9,4,11,1,4,1,0,0,40,38,0
32,4,350624,2,8,2,2,0,4,1,0,0,40,38,0
68,2,166149,11,9,6,0,1,4,0,0,2206,30,38,0
29,2,121523,1,7,2,13,0,4,1,0,0,60,38,0
24,4,267396,9,13,4,11,1,4,1,0,0,40,38,0
61,2,83045,6,5,2,6,0,4,1,0,0,40,38,0
34,2,160449,11,9,2,6,0,4,1,0,0,44,38,1
55,3,124137,14,15,2,9,0,4,1,0,2415,35,11,1
41,2,154194,11,9,4,11,3,4,0,0,0,40,38,0
36,4,295127,11,9,2,4,0,4,1,0,0,84,38,0
60,2,240521,11,9,2,2,0,4,1,7298,0,40,38,1
61,4,244087,11,9,2,2,0,4,1,0,0,52,38,1
35,2,356250,14,15,2,11,0,1,1,0,0,35,2,0
42,5,293791,9,13,2,3,0,4,1,0,0,50,38,1
26,2,44308,9,13,4,12,1,4,1,0,0,40,38,0
44,1,210527,15,10,4,7,4,2,0,0,0,40,38,0
31,5,151763,12,14,4,0,1,4,1,0,0,25,38,0
39,5,267581,11,9,4,7,1,2,1,0,0,40,38,0
20,2,100188,15,10,4,12,3,4,0,0,0,24,38,0
32,3,111746,15,10,2,2,0,4,1,0,0,40,38,0
32,4,171091,11,9,2,11,0,4,1,0,0,40,38,0
61,2,355645,6,5,2,6,0,2,1,0,0,20,37,0
54,1,137678,15,10,0,0,4,4,0,0,0,40,38,0
23,2,70894,7,12,4,2,2,4,1,0,0,40,38,0
19,2,171306,11,9,4,11,3,4,1,0,0,3,38,0
31,2,100997,15,10,2,9,0,0,1,0,0,40,38,0
35,2,63921,4,3,2,5,0,4,1,0,0,40,25,0
29,2,32897,11,9,0,7,1,4,0,0,0,25,38,0
29,1,251854,11,9,4,10,1,2,0,0,0,40,38,0
25,2,345121,0,6,5,7,3,4,0,0,0,25,38,0
46,2,86220,9,13,0,11,1,4,0,0,0,40,38,0
35,2,172845,8,11,4,7,4,4,0,0,0,30,38,0
20,2,171398,0,6,4,11,1,3,1,0,0,40,38,0
24,4,174391,11,9,2,0,5,4,0,0,0,40,38,0
48,2,207058,11,9,0,0,4,4,0,0,0,37,38,0
37,2,291251,11,9,0,6,1,4,0,0,0,40,38,0
60,4,224377,11,9,2,11,0,4,1,0,0,40,38,0
39,2,105813,11,9,2,2,0,4,1,0,0,40,38,0
29,1,180916,15,10,5,0,4,4,0,0,0,38,38,0
31,4,122749,8,11,0,2,3,4,1,0,0,20,38,0
38,2,31069,8,11,2,2,0,4,1,4386,0,40,38,1
26,4,284343,7,12,4,2,1,4,1,0,0,40,38,0
64,2,319371,9,13,2,3,0,4,1,15024,0,40,38,1
46,2,174224,8,11,0,10,1,2,1,0,0,40,38,0
39,2,127772,11,9,2,11,0,4,1,3103,0,44,38,1
48,2,80651,11,9,0,6,1,4,0,0,0,55,38,0
46,2,62793,11,9,0,11,2,4,0,0,0,40,38,0
42,2,191712,9,13,0,11,1,4,1,0,1590,40,38,0
39,4,237532,11,9,2,11,5,2,0,0,0,54,5,1
50,0,20179,12,14,2,12,0,4,1,0,0,40,38,1
24,2,311376,9,13,4,9,1,4,0,0,0,40,38,0
30,2,432565,8,11,2,12,2,4,0,0,0,40,1,1
39,3,329980,9,13,2,11,0,4,1,0,2415,60,38,1
29,4,125190,11,9,2,2,0,4,1,0,0,40,38,0
23,2,342946,1,7,4,13,3,4,0,0,0,38,38,0
32,2,123429,0,6,5,2,1,4,1,0,0,40,38,0
69,3,69209,9,13,2,6,0,4,1,3818,0,30,38,0
55,2,66356,11,9,5,5,4,4,1,0,0,40,38,0
41,2,195897,15,10,2,11,0,4,1,0,0,50,38,0
44,3,153132,9,13,2,3,0,4,1,7688,0,52,38,1
18,2,230875,1,7,4,0,1,4,1,0,0,40,38,0
74,4,92298,9,13,2,3,0,4,1,0,0,10,38,0
40,2,185145,10,16,2,9,0,4,1,0,0,40,38,1
27,2,297296,11,9,2,2,0,4,1,0,0,40,38,0
55,2,145214,11,9,0,0,1,4,0,0,0,40,38,0
52,4,242341,5,4,2,2,0,0,1,0,0,40,38,0
54,2,240542,15,10,0,11,4,4,0,0,0,48,38,0
36,2,104772,11,9,0,2,4,4,1,0,0,48,38,0
26,2,181666,11,9,4,5,3,4,0,0,0,40,38,0
18,2,415520,1,7,4,2,3,4,1,0,0,20,38,0
38,2,258761,11,9,0,3,1,4,1,0,0,50,38,0
50,2,88842,9,13,2,13,0,4,1,7298,0,40,38,1
32,2,158438,15,10,2,3,0,4,1,0,0,60,38,1
57,2,206206,9,13,2,11,0,4,1,0,0,40,38,1
20,2,51816,11,9,4,10,3,2,1,0,0,40,38,0
27,2,253814,15,10,4,0,1,4,0,0,0,40,38,0
31,4,161745,9,13,3,3,1,4,1,0,1980,60,38,0
60,2,162947,4,3,0,6,1,4,0,0,0,40,32,0
52,2,163027,11,9,0,2,4,4,0,0,0,50,38,0
61,2,146788,5,4,2,13,0,4,1,0,0,40,38,0
57,4,73309,11,9,6,2,1,4,1,0,0,55,38,1
59,4,104216,14,15,2,11,0,4,1,0,0,25,38,0
34,4,345705,11,9,4,2,1,4,1,0,0,45,38,1
31,2,133770,7,12,2,2,1,1,1,0,0,50,38,1
42,2,209392,11,9,0,10,1,2,1,0,0,35,38,0
70,2,262345,15,10,4,0,1,4,0,0,0,6,38,0
29,2,490332,15,10,2,13,0,4,1,0,0,45,38,1
27,2,211570,1,7,4,5,2,2,1,0,0,40,38,0
25,2,374918,2,8,2,7,5,4,0,0,0,40,38,0
51,2,106728,9,13,2,3,0,4,1,5178,0,60,38,1
35,2,174597,9,13,2,2,0,4,1,0,0,40,38,0
36,4,233533,15,10,2,2,0,4,1,0,0,60,38,1
46,2,133169,8,11,2,2,0,4,1,0,0,40,38,0
52,2,198824,8,11,5,7,4,4,0,0,0,35,38,0
65,2,174056,5,4,2,6,0,4,1,0,0,40,38,0
43,2,188696,8,11,0,6,1,4,1,0,0,40,38,0
41,1,90692,11,9,0,9,4,1,0,0,0,40,38,0
34,2,271933,9,13,4,3,2,4,0,0,1741,45,38,0
47,4,102359,9,13,2,3,0,4,1,0,0,30,38,0
49,0,213668,12,14,4,3,1,4,1,0,0,56,38,1
21,2,294789,15,10,4,7,1,4,0,0,0,25,38,0
20,2,157599,15,10,4,7,1,4,0,0,0,25,38,0
18,1,134935,2,8,4,10,3,4,1,0,0,40,38,0
27,2,466224,15,10,4,11,1,2,1,0,0,40,38,0
34,4,111985,11,9,2,2,0,4,1,0,0,50,38,0
38,2,264627,15,10,0,0,4,4,0,0,0,40,38,0
24,2,213427,11,9,4,0,1,4,1,0,0,40,38,0
34,2,279015,15,10,4,11,1,4,1,0,0,65,38,0
47,2,165937,11,9,2,6,0,4,1,0,0,50,38,1
27,0,188343,11,9,5,3,4,2,0,0,0,40,38,0
63,2,158609,8,11,6,0,4,4,0,0,0,8,38,0
34,2,193036,15,10,2,0,0,2,1,0,0,40,38,1
25,2,198632,15,10,3,11,1,4,1,0,0,50,38,0
54,2,175912,11,9,6,6,4,4,1,914,0,40,38,0
35,2,101387,11,9,0,11,1,4,0,0,0,50,38,0
24,2,60783,15,10,2,13,0,4,1,0,0,70,38,1
26,2,183224,15,10,4,0,3,1,0,0,0,35,38,0
59,1,100776,8,11,0,0,1,4,0,0,0,40,38,0
20,2,174063,15,10,4,7,3,4,0,0,0,40,38,0
41,2,306495,11,9,2,4,0,4,1,0,0,40,38,0
51,2,249741,15,10,2,11,0,4,1,0,0,40,38,0
27,2,93021,11,9,4,0,4,3,0,0,0,40,38,0
36,2,49626,11,9,2,3,0,4,1,0,0,40,38,0
25,2,63062,15,10,4,4,3,4,1,0,0,60,38,0
55,2,320835,9,13,2,11,0,4,1,0,0,50,38,1
22,1,123727,15,10,4,9,1,4,0,0,0,21,38,0
58,5,110517,10,16,2,9,0,1,1,4064,0,40,18,0
43,2,149670,15,10,2,0,5,4,0,4064,0,15,38,0
39,2,172425,8,11,2,0,5,4,0,0,0,20,38,1
40,2,216116,6,5,4,6,4,2,0,0,0,40,13,0
46,2,174209,11,9,0,3,1,4,1,0,0,45,38,0
54,0,175083,11,9,4,0,4,4,0,0,0,20,38,0
19,2,129059,15,10,4,11,3,2,1,0,0,30,38,0
24,2,121313,11,9,2,0,0,4,1,0,0,40,38,0
24,5,166851,12,14,4,9,1,4,1,0,0,13,38,0
29,4,29616,11,9,4,4,3,4,1,0,0,65,38,0
56,3,105582,15,10,2,3,0,4,1,7688,0,50,38,1
56,2,117881,1,7,0,6,1,4,0,0,0,40,38,0
34,2,203408,9,13,2,9,0,4,1,7688,0,50,38,1
19,2,446219,0,6,4,11,4,2,0,0,0,40,38,0
32,3,110331,11,9,2,11,0,4,1,0,0,65,38,1
48,2,207946,11,9,0,0,4,4,0,0,0,52,38,0
47,2,188330,11,9,2,13,0,4,1,0,0,25,38,0
52,2,147629,11,9,2,13,0,4,1,0,0,60,38,1
40,2,153799,3,2,3,6,4,4,0,0,0,40,5,0
28,2,203776,0,6,2,2,0,4,1,0,0,50,38,0
41,2,168071,9,13,2,3,0,4,1,7298,0,50,38,1
57,2,348430,3,2,0,2,4,4,1,0,0,40,31,0
51,2,103407,11,9,0,0,1,4,0,0,0,40,38,0
33,2,326104,15,10,2,3,0,4,1,0,0,50,38,1
46,2,238162,9,13,2,2,0,4,1,0,0,45,38,1
50,2,221336,11,9,0,0,2,1,0,0,0,40,29,0
77,4,145329,11,9,4,6,1,4,1,401,0,20,38,0
39,2,315776,12,14,4,3,1,2,1,8614,0,52,38,1
35,2,325802,7,12,0,5,4,4,0,0,0,24,38,0
23,2,133985,0,6,4,2,3,2,0,0,0,40,38,0
37,2,269329,8,11,0,9,1,4,0,8614,0,45,38,1
41,2,183203,11,9,2,13,0,4,1,0,0,50,38,1
60,2,76127,7,12,2,0,0,4,1,0,0,35,38,1
32,2,195891,9,13,4,0,1,4,1,0,0,55,38,0
56,0,162137,11,9,2,13,0,0,1,0,0,40,38,0
45,5,37672,8,11,0,12,4,4,0,0,0,40,38,0
24,2,161708,11,9,0,3,1,4,0,0,0,45,38,1
