,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
8223,1,2,15,10,2,12,3,4,0,0,3,2,38,1
10460,0,2,11,9,4,11,1,4,0,0,0,2,38,0
841,1,4,15,10,2,11,0,4,1,0,0,2,38,1
37065,1,2,0,6,2,2,0,4,1,0,0,3,38,1
323,0,1,11,9,0,0,4,4,0,0,0,2,38,0
27886,1,2,15,10,2,11,0,4,1,0,0,3,38,1
9873,1,2,11,9,2,13,0,4,1,0,0,2,21,1
23279,0,2,15,10,4,7,1,4,0,0,0,2,38,1
22003,2,4,0,6,2,2,0,4,1,0,0,0,38,0
37348,0,2,12,14,2,3,0,4,1,0,0,3,38,1
20874,0,2,15,10,4,11,3,1,1,0,0,0,18,0
15942,0,4,9,13,2,3,0,4,1,0,0,2,38,1
28841,0,2,9,13,0,12,4,4,1,0,0,1,38,0
12499,0,2,11,9,4,9,1,4,1,0,0,1,38,0
25594,1,3,11,9,0,2,1,4,1,0,0,2,38,0
30415,0,2,11,9,4,3,3,4,1,0,0,2,38,0
34435,1,2,15,10,2,6,0,4,1,0,0,2,38,0
19675,0,2,7,12,2,0,5,2,0,0,0,1,38,0
2801,0,2,15,10,4,13,1,4,1,4,0,2,38,0
12153,1,0,11,9,2,0,0,4,1,0,0,2,38,0
11785,0,3,11,9,2,2,0,4,1,0,0,2,38,1
742,1,2,15,10,0,3,1,4,1,0,3,2,38,0
23210,1,4,11,9,2,11,0,4,1,0,0,3,38,1
40163,0,2,7,12,4,9,1,4,1,0,0,2,38,0
5310,0,2,12,14,4,3,1,4,1,0,0,2,38,1
37820,0,2,9,13,4,0,1,4,1,0,3,2,38,0
13085,1,2,11,9,2,2,0,4,1,4,0,2,38,1
924,0,2,15,10,4,4,1,4,1,0,0,2,38,0
1953,1,2,9,13,4,11,2,4,0,0,0,1,38,0
9908,1,2,13,1,4,7,1,4,1,0,0,1,7,0
23647,0,2,9,13,4,3,1,4,1,0,0,3,38,0
30317,1,1,6,5,2,7,0,4,1,0,0,2,38,0
1930,0,2,1,7,4,11,3,4,0,0,0,0,38,0
5173,0,5,0,6,5,0,4,2,0,0,0,2,38,0
44886,1,3,11,9,2,4,0,4,1,0,0,2,38,0
7713,1,4,5,4,2,3,0,4,1,0,0,2,38,0
37594,0,5,11,9,4,7,2,3,1,0,0,2,38,0
32697,0,2,11,9,4,0,1,4,0,0,0,2,38,0
12560,1,4,11,9,2,2,0,4,1,0,0,2,38,0
33474,0,4,15,10,4,2,1,4,1,0,0,2,38,0
33236,0,2,11,9,4,12,1,4,0,0,0,2,38,0
43937,0,4,8,11,2,4,0,4,1,0,0,4,38,0
30455,0,2,11,9,0,0,3,3,0,0,0,3,38,0
22947,0,2,15,10,3,11,3,4,0,0,3,2,38,0
5493,0,2,11,9,4,13,1,2,1,0,0,2,38,0
22379,1,2,15,10,2,0,5,4,0,0,0,2,38,0
39554,0,2,15,10,0,3,4,4,0,0,0,2,38,0
20152,1,2,0,6,2,2,0,4,1,0,0,2,38,0
22825,0,2,9,13,4,12,4,4,1,0,0,2,38,0
12800,0,2,9,13,3,3,1,4,1,4,0,2,20,1
23423,0,2,6,5,4,11,1,4,1,0,0,2,38,0
44727,1,2,11,9,2,11,0,4,1,0,0,2,38,1
