,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
18476,0,4,206599,15,10,4,7,3,4,0,0,0,0,38,0
18477,0,1,596776,15,10,4,0,3,4,1,0,0,0,12,0
18478,1,2,56841,11,9,2,13,0,4,1,0,0,0,38,0
18479,1,2,112561,9,13,2,3,0,4,1,0,0,1,38,1
18480,1,2,147110,15,10,4,0,4,4,1,0,0,0,38,1
18481,2,3,175339,11,9,2,11,0,4,1,0,0,1,38,1
18482,1,2,234901,12,14,2,3,0,4,1,0,1,1,38,1
18483,1,2,217083,11,9,2,0,5,4,0,0,0,0,38,1
18484,0,2,97757,8,11,2,9,5,4,0,0,0,0,38,1
18485,0,2,151868,6,5,2,2,0,4,1,0,0,0,38,0
18486,0,1,25864,11,9,4,3,4,0,0,0,0,0,38,0
18487,0,2,109419,8,11,4,0,1,4,0,0,0,0,38,0
18488,1,0,203070,15,10,2,2,0,4,1,0,0,0,38,0
18489,1,2,107843,11,9,2,6,0,4,1,1,0,1,38,1
18490,2,5,264544,12,14,2,9,5,4,0,0,0,0,38,1
18491,0,2,148644,11,9,4,11,3,4,0,0,0,0,38,0
18492,0,2,125762,15,10,2,0,0,4,1,0,0,0,38,0
18493,0,2,193741,1,7,4,7,2,2,1,0,0,0,38,0
18494,0,2,588905,11,9,2,2,0,4,1,0,0,0,38,0
18495,1,2,115613,6,5,2,7,0,4,1,0,0,0,38,0
18496,1,5,222374,11,9,2,7,0,4,1,0,0,0,38,1
18497,1,2,185359,11,9,2,0,0,4,1,0,0,0,38,0
18498,0,2,173647,15,10,0,13,1,4,1,0,0,0,38,0
18499,0,2,31166,11,9,0,9,1,3,0,0,0,0,10,0
18500,0,4,189027,11,9,2,4,0,4,1,0,0,0,38,0
18501,1,2,296125,11,9,5,8,4,2,0,0,0,0,38,0
18502,1,2,334291,15,10,2,2,0,4,1,0,0,1,38,0
18503,2,2,318450,12,14,2,0,0,4,1,0,0,1,38,1
18504,0,2,174163,15,10,0,3,1,4,0,0,0,0,38,0
18505,1,2,119721,11,9,2,12,0,4,1,0,0,0,38,0
18506,1,2,142719,11,9,2,6,0,4,1,0,0,0,38,0
18507,0,2,162593,9,13,4,0,1,1,0,0,0,0,38,0
18508,1,4,236852,9,13,2,11,0,4,1,0,0,0,38,1
18509,0,1,154863,11,9,4,10,2,2,1,0,1,0,38,0
18510,1,2,168894,9,13,0,0,4,4,0,0,0,0,38,0
18511,1,4,344920,15,10,2,4,5,4,0,0,0,1,38,0
18512,1,2,33355,11,9,2,13,0,4,1,1,0,0,38,1
18513,1,3,291518,9,13,2,2,0,4,1,1,0,1,38,1
18514,2,2,170244,14,15,4,9,1,4,0,0,0,0,38,0
18515,0,2,369549,15,10,4,7,1,2,0,0,0,0,38,0
18516,0,2,23438,8,11,4,0,1,4,1,0,0,0,38,1
18517,0,2,202673,15,10,4,5,3,4,1,0,0,1,38,0
18518,2,2,171780,7,12,0,11,4,2,0,0,0,0,38,0
18519,1,1,264503,11,9,2,10,0,4,1,0,0,0,38,0
18520,1,1,244341,15,10,4,0,4,2,0,0,0,0,38,0
18521,0,2,209109,9,13,2,7,0,4,1,0,0,1,38,0
18522,0,2,187392,11,9,4,7,1,4,0,0,0,0,38,0
18523,1,5,119578,9,13,4,9,4,4,0,0,0,0,38,0
18524,2,2,195105,11,9,0,8,3,4,0,0,0,0,38,0
18525,2,2,101752,8,11,2,13,0,4,1,0,0,1,38,0
18526,1,3,362654,15,10,2,3,0,4,1,1,0,1,38,1
18527,1,0,77332,15,10,0,0,1,4,0,0,0,1,38,0
18528,2,2,87518,15,10,4,9,1,4,1,0,1,1,38,0
18529,2,2,113324,15,10,2,10,0,4,1,0,0,0,38,0
18530,2,2,96299,11,9,0,13,4,4,1,0,0,0,38,1
18531,2,2,237729,15,10,0,0,4,4,0,0,0,0,38,0
18532,0,2,200973,11,9,4,0,1,4,0,0,0,0,38,0
18533,2,4,212456,11,9,6,2,1,4,1,0,0,0,38,0
18534,1,4,131568,11,9,2,11,0,4,1,0,0,1,38,0
18535,1,2,185859,11,9,2,2,0,4,1,0,0,0,38,0
18536,0,2,231981,15,10,4,13,1,4,1,0,0,0,38,0
18537,1,3,117963,7,12,2,3,0,4,1,0,1,1,38,1
18538,0,2,78172,15,10,1,10,0,4,1,0,0,0,38,0
18539,2,2,164135,11,9,2,3,0,4,1,0,0,1,38,1
18540,1,2,171216,9,13,2,3,0,4,1,0,0,1,38,1
18541,1,2,140664,9,13,0,11,1,4,1,0,0,0,38,0
18542,0,2,249277,11,9,4,3,3,2,1,0,0,1,38,0
18543,2,0,117847,7,12,2,0,0,4,1,0,0,0,38,0
18544,0,2,52372,15,10,4,7,3,4,1,0,0,0,38,0
18545,0,0,95806,15,10,4,2,1,4,1,1,0,0,38,0
18546,2,2,137428,5,4,2,13,0,4,1,0,0,1,38,1
18547,2,2,169047,11,9,4,6,1,4,1,0,0,0,38,0
18548,2,2,339168,9,13,2,13,0,4,1,0,0,0,38,0
18549,0,2,504725,0,6,4,11,2,4,1,0,0,0,12,0
18550,0,2,132870,1,7,2,2,0,4,1,0,0,0,38,0
18551,2,1,135840,0,6,2,10,0,4,1,0,0,0,38,0
18552,0,2,35644,11,9,4,7,3,4,1,0,0,0,38,0
18553,0,2,198148,15,10,4,0,3,4,1,0,0,1,38,0
18554,0,2,220098,11,9,4,7,3,4,1,0,0,0,38,0
18555,0,2,262515,1,7,4,7,2,4,1,0,0,0,38,0
18556,1,0,111567,14,15,2,9,0,4,1,0,0,0,38,1
18557,0,2,194096,9,13,4,3,3,4,0,0,0,0,38,0
18558,2,1,420917,9,13,2,9,0,4,1,0,0,0,38,0
18559,0,2,197871,15,10,2,11,0,4,1,0,0,0,38,1
18560,1,1,253116,9,13,4,9,1,2,0,0,0,0,38,0
18561,1,2,206535,15,10,0,12,4,4,0,0,0,1,38,0
18562,0,5,70447,11,9,2,10,0,1,1,0,0,0,38,1
18563,1,2,201217,11,9,0,9,1,4,0,0,0,0,38,0
18564,0,2,209970,9,13,4,9,1,4,0,0,0,0,38,0
18565,0,2,196745,15,10,4,7,3,4,0,1,0,0,38,0
18566,0,1,175262,12,14,2,9,2,4,1,0,0,0,38,0
18567,2,3,304955,12,14,2,3,0,4,1,0,0,1,38,1
18568,1,2,181265,15,10,2,2,0,4,1,0,0,1,38,0
18569,0,2,200973,15,10,4,0,1,4,0,0,0,0,38,0
18570,0,4,37440,9,13,4,4,4,4,1,0,0,1,38,0
18571,1,2,395170,8,11,2,7,5,0,0,0,0,0,25,0
18572,1,2,353213,7,12,5,2,1,4,1,0,0,1,38,0
18573,0,2,38619,15,10,4,4,3,4,1,0,0,1,38,0
18574,0,2,177711,11,9,4,13,3,2,1,0,0,0,38,0
18575,0,2,190761,0,6,2,4,0,4,1,0,0,1,38,0
18576,0,2,27776,15,10,2,13,0,4,1,0,0,0,38,0
18577,1,0,470663,15,10,4,2,1,4,1,0,0,0,38,0
18578,1,2,71738,12,14,2,3,0,4,1,0,0,0,38,1
18579,2,2,74156,11,9,2,7,0,4,1,0,0,0,38,0
18580,1,2,202467,9,13,2,9,0,4,1,0,1,0,38,1
18581,0,2,123983,1,7,2,13,0,1,1,0,0,0,39,0
18582,1,2,193494,15,10,2,9,0,4,1,0,0,0,38,0
18583,1,2,130571,11,9,4,7,1,4,0,0,0,0,38,0
18584,2,3,90363,14,15,2,9,0,4,1,1,0,0,38,1
18585,1,2,83444,11,9,0,3,1,4,1,0,0,0,38,0
18586,1,4,239093,15,10,2,3,0,0,1,1,0,0,38,0
18587,2,1,151369,11,9,4,2,1,4,1,0,0,0,38,0
18588,0,2,56630,8,11,2,0,0,4,1,0,0,0,38,0
18589,1,2,117095,11,9,5,6,4,4,0,0,0,0,38,0
18590,2,0,189985,15,10,0,0,4,2,0,0,0,0,38,0
18591,1,3,126675,9,13,4,3,3,4,1,0,0,0,38,0
18592,1,5,199806,9,13,2,0,0,4,1,0,0,0,38,1
18593,0,2,57596,15,10,0,0,1,4,0,0,0,0,38,0
18594,1,2,103459,11,9,2,11,5,4,0,0,0,0,38,1
18595,0,2,282398,15,10,5,12,4,4,1,0,0,0,38,1
18596,1,2,298841,15,10,4,3,1,4,0,0,0,0,38,0
18597,1,2,33300,8,11,2,11,0,4,1,0,1,1,38,1
18598,0,2,306467,15,10,4,7,3,4,0,0,0,0,38,0
18599,0,2,189888,2,8,4,7,1,4,1,0,0,0,38,0
18600,2,2,83861,11,9,2,5,0,4,1,0,0,0,38,0
18601,0,2,117393,11,9,4,11,1,4,0,0,0,0,38,0
18602,2,2,179010,15,10,0,11,1,4,0,0,0,1,38,0
18603,1,2,316101,11,9,0,3,4,4,0,0,0,0,38,0
18604,1,2,293305,9,13,2,11,0,4,1,0,1,0,38,1
18605,2,1,175750,11,9,0,13,4,2,1,0,0,0,38,0
18606,1,2,121718,8,11,2,12,0,4,1,0,1,0,38,1
18607,1,5,229272,11,9,2,2,0,2,1,0,0,0,38,1
18608,1,2,142828,11,9,2,11,5,4,0,0,0,0,38,1
18609,2,2,22743,15,10,2,13,0,4,1,1,0,1,38,1
18610,2,2,76371,11,9,2,5,0,4,1,0,0,0,38,1
18611,0,4,216129,7,12,4,2,1,4,1,0,0,0,38,0
18612,1,2,107425,12,14,4,11,1,4,0,0,0,0,38,0
18613,0,2,611029,0,6,2,5,0,4,1,0,0,0,38,0
18614,0,1,363032,11,9,2,10,0,2,1,0,0,0,38,0
18615,1,2,170020,11,9,2,6,0,4,1,1,0,0,38,0
18616,1,2,137900,11,9,4,11,1,4,0,0,0,0,38,0
18617,0,2,322674,15,10,4,3,3,4,1,0,0,0,38,0
18618,0,2,23778,5,4,5,5,1,4,1,0,0,0,38,0
18619,2,2,147845,5,4,2,13,0,4,1,0,0,0,38,0
18620,1,2,175759,11,9,0,3,4,4,1,0,0,0,38,0
18621,2,3,166459,8,11,2,3,0,4,1,0,0,0,38,0
18622,1,2,128212,4,3,2,6,5,1,0,0,0,0,39,1
18623,2,0,127455,15,10,2,10,0,4,1,0,0,0,38,1
18624,2,2,134699,11,9,6,9,1,4,0,0,0,0,38,0
18625,2,2,254230,15,10,2,3,0,4,1,0,0,0,38,1
18626,2,4,159715,0,6,2,6,0,4,1,0,0,0,38,0
18627,2,1,116286,12,14,2,9,0,4,1,0,0,1,38,1
18628,0,2,146719,11,9,0,11,3,4,0,0,0,0,38,0
18629,1,2,361888,7,12,2,12,0,4,1,0,0,0,38,1
18630,1,4,32825,11,9,5,2,4,4,1,0,0,0,38,0
18631,2,2,225768,8,11,2,2,0,2,1,0,0,0,38,1
18632,0,0,393728,15,10,0,0,3,4,1,0,0,0,38,0
18633,1,2,160369,11,9,4,6,3,4,1,0,0,0,38,0
18634,1,2,191807,11,9,2,11,0,4,1,1,0,1,38,1
18635,1,0,176969,11,9,0,9,1,4,1,0,1,0,38,0
18636,2,0,33863,11,9,2,0,0,4,1,0,0,0,38,1
18637,2,5,141459,15,10,0,9,4,4,0,0,0,0,38,0
18638,0,1,95393,11,9,4,7,3,4,1,0,0,0,38,0
18639,0,2,221095,11,9,4,2,2,2,1,0,0,0,38,0
18640,2,2,104501,9,13,2,3,0,4,1,0,1,1,38,1
18641,0,2,495888,11,9,4,7,1,4,1,0,0,0,7,0
18642,2,2,185691,1,7,2,0,0,4,1,0,0,0,38,0
18643,2,2,201822,5,4,2,5,0,4,1,0,1,0,38,0
18644,2,1,549341,9,13,2,9,0,2,1,0,0,0,38,0
18645,0,2,247445,11,9,4,0,1,4,1,0,0,0,38,0
18646,0,2,199566,9,13,2,7,0,2,1,0,0,0,38,0
18647,1,3,139057,11,9,2,3,0,1,1,0,0,1,35,1
18648,1,2,185039,11,9,0,11,4,4,0,0,0,0,38,0
18649,2,2,166124,11,9,2,2,0,4,1,0,0,0,38,1
18650,1,2,82649,9,13,2,9,0,4,1,1,0,0,38,0
18651,1,2,109275,15,10,2,3,0,4,1,0,0,0,38,0
18652,1,2,408328,5,4,2,2,0,4,1,0,0,0,38,0
18653,2,2,186338,11,9,2,2,0,4,1,0,0,0,38,1
18654,0,2,251579,15,10,4,7,3,4,1,0,0,0,38,0
18655,1,2,76612,11,9,2,9,0,4,1,0,0,1,38,0
18656,0,2,22546,9,13,4,13,3,4,1,0,0,1,38,0
18657,2,2,53684,15,10,2,10,0,2,1,0,0,0,38,0
18658,0,2,183627,1,7,0,2,1,4,1,0,0,0,38,0
18659,0,2,73203,11,9,4,0,3,4,0,0,0,0,38,0
18660,2,2,108426,11,9,2,7,0,2,1,0,0,0,8,0
18661,1,2,116287,7,12,2,0,0,4,1,0,0,1,3,0
18662,1,3,145697,15,10,2,11,0,4,1,0,0,0,38,0
18663,2,2,326156,15,10,0,9,1,4,1,0,0,0,38,1
18664,2,2,201127,12,14,2,3,0,4,1,0,0,0,38,1
18665,1,2,250791,11,9,2,5,0,4,1,0,0,0,38,0
18666,1,2,328216,11,9,2,2,0,4,1,0,0,0,38,1
18667,0,2,400443,11,9,4,11,3,4,0,0,0,0,38,0
18668,2,2,95985,4,3,6,7,4,2,1,0,0,0,38,0
18669,1,1,127651,11,9,2,2,0,4,1,0,0,0,38,1
18670,0,2,250679,11,9,2,2,0,4,1,0,0,0,38,0
18671,2,2,103950,12,14,0,9,1,4,0,0,0,0,38,0
18672,0,2,200199,1,7,4,11,3,4,0,0,0,0,38,0
18673,1,5,295791,8,11,0,0,4,4,0,0,0,0,38,0
18674,1,2,191841,7,12,5,9,1,4,0,0,0,0,38,0
18675,1,2,82622,15,10,0,2,4,4,1,0,0,0,38,0
18676,1,2,160728,11,9,2,6,0,4,1,0,0,1,38,0
18677,2,1,109849,9,13,4,9,1,2,0,0,0,0,38,0
18678,0,2,339897,3,2,2,6,0,4,1,0,0,0,25,0
18679,1,2,371299,11,9,4,0,4,4,0,0,0,0,38,0
18680,1,2,421837,15,10,2,6,0,4,1,0,0,0,25,0
18681,1,2,29702,9,13,2,3,0,4,1,0,0,0,38,1
18682,1,2,117381,11,9,4,12,1,4,1,0,0,1,8,0
18683,1,2,338740,11,9,2,3,0,4,1,0,0,0,38,0
18684,0,0,314525,9,13,4,9,1,4,1,0,1,0,38,0
18685,0,2,173005,15,10,2,12,0,4,1,0,0,1,38,1
18686,1,2,286750,15,10,2,13,0,2,1,0,0,0,38,0
18687,1,2,163985,11,9,2,11,0,4,1,0,0,0,38,0
18688,0,2,219318,11,9,4,6,2,4,0,0,0,0,32,0
18689,1,2,44121,12,14,0,9,1,4,0,0,1,0,38,0
18690,2,4,103794,8,11,0,9,1,4,0,0,0,0,38,0
18691,1,2,310632,15,10,2,2,0,2,1,0,0,0,38,1
18692,1,2,153976,15,10,2,2,0,4,1,0,0,1,38,1
18693,1,2,174575,15,10,0,9,4,4,1,0,0,0,38,0
18694,2,4,82388,11,9,2,2,0,4,1,1,0,0,38,0
18695,0,2,207253,8,11,2,2,0,4,1,0,0,0,8,0
18696,1,2,746786,9,13,2,9,0,4,1,0,0,1,38,1
18697,1,2,308296,11,9,2,13,5,4,0,0,0,0,38,0
18698,1,2,101825,12,14,2,9,5,4,0,0,1,0,38,1
18699,0,2,109009,1,7,2,2,0,4,1,0,0,0,38,0
18700,1,2,413363,1,7,2,13,0,4,1,0,1,0,38,0
18701,1,5,296326,9,13,4,0,1,4,1,0,0,0,38,0
18702,1,2,208358,6,5,0,5,1,4,1,1,0,1,38,0
18703,1,2,120277,11,9,4,5,3,4,1,0,0,0,20,0
18704,0,2,193219,11,9,4,0,3,2,0,0,0,0,22,0
18705,1,2,86399,15,10,5,0,1,4,0,0,0,0,38,0
18706,0,2,215251,9,13,4,3,1,4,0,0,0,1,38,0
18707,2,4,124470,11,9,2,4,0,4,1,0,0,1,38,0
18708,0,2,228649,9,13,4,0,3,4,1,0,0,0,38,0
18709,1,4,386397,9,13,2,11,0,4,1,0,0,1,38,0
18710,1,2,96798,12,14,0,11,1,4,1,0,0,0,38,0
18711,0,2,159768,11,9,4,6,1,4,1,1,0,0,6,0
18712,1,2,139464,9,13,0,9,4,4,0,0,0,0,20,0
18713,2,5,550848,0,6,2,3,0,4,1,0,0,0,38,1
18714,1,2,68505,6,5,0,7,1,2,1,0,0,0,38,0
18715,0,2,122215,11,9,4,7,3,2,1,0,0,1,38,0
18716,0,2,159442,11,9,5,0,1,4,0,0,0,0,38,0
18717,1,2,80638,9,13,2,7,0,1,1,0,0,0,2,0
18718,2,2,192390,11,9,2,6,0,4,1,0,0,0,38,1
18719,0,2,191324,15,10,4,10,3,4,1,0,0,0,38,0
18720,0,5,73009,15,10,4,0,3,4,1,0,0,0,38,0
18721,2,2,177858,11,9,0,2,2,4,1,0,0,1,38,1
18722,1,2,163003,9,13,3,12,3,1,0,0,0,0,38,0
18723,1,2,95551,11,9,5,3,1,4,0,0,0,0,38,0
18724,0,2,125298,15,10,4,0,4,4,0,0,0,1,38,0
18725,2,5,198186,11,9,4,7,1,2,0,0,0,0,38,0
18726,1,2,295949,11,9,2,2,0,4,1,0,1,0,38,0
18727,1,2,182668,0,6,2,13,0,4,1,0,0,0,38,0
18728,0,2,124905,5,4,2,2,0,4,1,0,0,0,38,0
18729,2,2,171635,9,13,2,11,0,4,1,0,0,0,38,0
18730,0,2,376240,11,9,4,6,3,4,1,0,0,0,38,0
18731,0,2,157391,9,13,4,11,3,4,0,0,0,0,38,0
18732,1,2,178134,14,15,4,9,1,4,0,0,0,0,38,1
18733,1,2,207201,15,10,2,2,0,4,1,0,0,0,38,1
18734,2,2,102103,11,9,0,8,1,4,0,0,0,1,38,0
18735,1,2,92036,11,9,2,5,0,4,1,0,0,0,38,1
18736,2,1,236426,7,12,0,9,1,4,0,0,0,1,38,0
18737,0,2,400966,15,10,4,0,3,4,0,0,0,0,38,0
18738,1,2,404573,15,10,4,11,1,4,0,0,0,0,38,0
18739,1,2,227571,5,4,2,5,0,4,1,0,0,0,25,0
18740,0,2,145917,15,10,4,0,3,4,0,0,0,0,38,0
18741,1,1,190226,11,9,4,10,3,4,1,0,0,0,38,0
18742,0,2,356555,15,10,2,3,0,4,1,0,0,0,38,0
18743,0,2,66473,11,9,0,6,3,4,1,0,0,0,38,0
18744,0,3,163039,7,12,4,11,1,4,1,0,0,1,38,0
18745,1,2,89559,11,9,0,0,4,4,0,0,0,0,38,0
18746,1,2,163303,8,11,0,11,3,4,0,0,0,0,38,0
18747,1,2,192712,11,9,4,0,2,4,0,0,0,0,38,0
18748,1,2,381153,0,6,2,12,0,4,1,0,0,0,38,1
18749,1,2,222434,11,9,2,2,0,4,1,0,0,0,38,0
18750,0,2,34706,15,10,4,3,1,2,1,0,0,0,38,0
18751,2,4,47857,15,10,2,4,0,4,1,0,0,1,38,0
18752,0,2,195216,11,9,0,7,1,4,0,0,0,0,38,0
18753,1,3,103643,11,9,2,3,0,4,1,1,0,1,11,0
18754,0,1,329426,11,9,4,10,1,4,1,0,0,0,38,0
18755,1,2,183612,11,9,2,9,0,4,1,0,1,0,38,1
18756,1,2,184105,8,11,2,2,0,4,1,0,0,0,38,1
18757,0,2,211385,7,12,4,7,1,2,1,0,0,0,22,0
18758,0,2,61777,15,10,4,2,1,4,1,0,0,1,38,0
18759,1,4,320194,14,15,5,9,4,4,1,0,0,0,38,1
18760,0,2,199444,9,13,4,3,3,4,0,0,0,0,38,0
18761,0,2,312588,0,6,0,7,1,4,0,0,0,0,38,0
18762,1,2,168675,11,9,5,13,3,4,1,0,0,1,38,0
18763,1,2,87556,11,9,0,2,1,4,1,0,0,0,38,0
18764,1,5,220421,9,13,4,3,1,4,0,0,0,0,38,0
18765,1,0,404599,11,9,0,0,4,2,0,0,0,0,38,0
18766,1,2,99065,9,13,2,5,5,4,0,0,0,0,30,1
18767,2,1,109973,11,9,0,7,1,4,0,0,0,0,38,0
18768,0,2,246652,15,10,4,11,3,4,0,0,0,0,38,0
18769,0,2,57423,8,11,2,6,0,4,1,0,0,0,38,0
18770,0,2,291248,11,9,4,6,2,2,1,0,0,0,38,0
18771,1,2,163708,11,9,6,7,4,4,0,0,0,0,38,0
18772,2,4,240358,15,10,2,2,0,4,1,0,0,0,38,0
18773,0,2,25955,8,11,0,2,1,0,1,0,0,0,38,0
18774,1,2,101593,9,13,2,11,0,4,1,0,0,1,38,0
18775,0,4,227890,9,13,4,9,1,2,1,0,0,0,38,0
18776,1,2,225053,11,9,0,13,1,4,1,0,0,0,38,0
18777,0,2,228472,9,13,2,2,0,4,1,0,0,0,38,1
18778,1,2,245378,9,13,2,3,0,4,1,0,0,0,38,0
18779,1,3,156623,14,15,2,9,0,1,1,1,0,1,29,1
18780,0,2,35032,15,10,2,5,0,4,1,0,0,0,38,1
18781,1,2,258849,8,11,4,0,4,2,0,0,0,0,38,0
18782,1,2,190115,7,12,2,2,0,4,1,0,0,0,38,1
18783,1,2,63910,15,10,4,0,3,1,0,0,0,0,38,0
18784,1,2,510072,9,13,2,11,0,4,1,0,0,1,38,1
18785,0,2,210867,1,7,0,11,3,4,1,0,0,0,38,0
18786,0,2,263024,11,9,4,11,3,4,0,0,0,0,38,0
18787,2,2,306785,11,9,0,0,1,4,0,0,0,0,38,0
18788,2,3,104333,11,9,0,11,1,4,1,0,0,1,38,0
18789,2,2,340734,11,9,2,11,0,4,1,0,0,0,38,0
18790,1,4,288585,11,9,2,7,5,1,0,0,0,0,34,0
18791,1,2,241765,1,7,0,5,1,4,0,0,0,1,38,0
18792,0,2,111058,7,12,4,3,3,4,1,0,0,0,38,0
18793,0,2,104662,11,9,4,7,4,4,0,0,0,0,38,0
18794,2,2,313986,1,7,4,5,3,4,1,0,0,0,38,0
18795,1,1,52037,15,10,0,0,4,4,0,0,0,0,38,0
18796,1,2,131776,9,13,0,9,4,4,0,1,0,0,10,0
18797,1,2,254221,11,9,4,0,1,4,0,0,0,0,38,0
18798,1,2,152909,9,13,2,3,0,4,1,0,1,0,38,1
18799,1,4,211785,11,9,4,2,3,2,0,0,0,0,38,0
18800,2,2,160362,11,9,2,11,0,4,1,0,0,1,38,0
18801,0,2,387215,15,10,4,12,3,4,1,0,1,0,38,0
18802,1,2,187046,11,9,2,11,0,4,1,1,0,0,38,0
18803,0,2,169631,11,9,4,5,3,4,0,0,0,0,38,0
18804,2,2,202956,5,4,2,2,0,4,1,0,0,0,38,0
18805,2,4,80467,11,9,0,7,3,4,0,0,0,0,38,0
18806,0,2,407672,15,10,0,2,4,4,0,0,0,0,38,0
18807,1,2,243425,11,9,0,7,2,4,0,0,0,1,28,0
18808,1,2,347491,9,13,2,3,0,4,1,0,0,1,38,1
18809,1,2,146161,9,13,2,9,0,4,1,0,0,1,38,1
18810,0,2,449432,15,10,4,0,3,4,1,0,0,0,38,0
18811,1,2,288825,11,9,0,2,1,4,1,0,1,1,38,0
18812,0,1,134813,12,14,4,9,3,4,1,0,0,1,38,0
18813,1,1,190401,12,14,2,9,0,4,1,0,0,0,38,0
18814,0,2,260617,0,6,2,6,0,4,1,0,0,0,38,0
18815,1,2,45604,11,9,2,3,0,4,1,0,0,1,38,0
18816,2,2,67841,11,9,2,5,0,4,1,0,0,0,38,1
18817,1,1,244522,12,14,2,9,0,4,1,0,1,0,38,1
18818,0,2,430471,1,7,4,5,3,4,1,0,0,0,38,0
18819,1,2,194698,11,9,2,13,0,4,1,0,0,1,38,0
18820,1,2,94235,9,13,4,2,4,4,1,0,0,0,38,0
18821,2,2,188330,11,9,2,7,0,4,1,0,0,1,38,0
18822,2,1,146181,6,5,2,13,0,2,1,0,0,0,38,0
18823,0,2,177125,15,10,4,5,1,4,1,0,0,0,38,0
18824,0,3,68330,15,10,2,11,0,4,1,0,0,1,38,0
18825,1,2,95636,15,10,0,5,1,4,1,0,0,0,38,0
18826,1,2,238329,9,13,4,11,1,4,0,0,0,0,38,0
18827,2,2,416129,13,1,2,7,1,4,1,0,0,0,7,0
18828,0,2,285004,9,13,4,11,1,1,1,0,0,1,35,0
18829,0,2,186294,11,9,4,0,1,4,0,0,0,1,38,0
18830,1,2,188786,15,10,0,13,1,4,1,0,0,0,38,0
18831,1,5,31352,15,10,0,10,4,0,0,0,0,0,38,1
18832,0,2,197613,8,11,4,7,1,4,0,0,0,0,38,0
18833,1,1,161942,9,13,4,0,1,4,0,1,0,0,38,0
18834,1,2,275438,15,10,2,9,0,4,1,1,0,0,38,1
18835,2,2,361721,8,11,2,13,0,4,1,0,0,0,38,0
18836,1,2,144968,11,9,4,12,3,4,1,0,0,0,38,0
18837,0,2,190539,9,13,4,11,1,4,1,1,0,0,38,0
18838,0,2,178037,11,9,2,13,0,4,1,0,0,0,38,0
18839,2,2,306985,15,10,0,0,1,4,0,0,0,0,38,0
18840,1,2,87928,11,9,2,0,0,4,1,0,0,0,38,1
18841,1,2,242619,15,10,2,6,0,4,1,0,0,0,38,0
18842,0,2,154165,6,5,0,7,3,4,0,0,0,0,38,0
18843,0,2,511331,9,13,4,11,1,4,1,0,0,0,38,0
18844,2,1,221026,11,9,2,13,0,4,1,0,0,0,38,0
18845,2,4,222182,11,9,2,3,0,2,1,0,0,0,38,0
18846,1,4,126569,14,15,2,9,0,4,1,1,0,1,38,1
18847,0,2,202344,9,13,4,9,3,4,0,0,0,0,38,0
18848,0,2,190423,15,10,4,7,1,4,0,0,0,0,38,0
18849,0,2,238917,4,3,4,2,4,4,1,0,0,0,7,0
18850,1,2,221947,15,10,2,3,0,4,1,0,1,1,38,1
18851,1,3,37997,15,10,2,4,0,4,1,0,0,1,38,0
18852,2,2,147098,11,9,2,2,0,4,1,0,0,1,38,1
18853,1,2,278253,11,9,0,0,4,4,0,0,0,0,38,0
18854,0,2,195411,11,9,4,0,4,2,0,0,0,0,38,0
18855,1,2,76196,9,13,2,3,0,4,1,0,0,1,38,0
18856,1,2,120131,15,10,2,2,0,4,1,0,1,0,38,1
18857,0,4,186014,15,10,4,0,3,4,0,0,0,0,10,0
18858,0,2,205903,11,9,4,7,3,4,1,0,0,0,38,0
18859,1,5,125405,11,9,2,10,0,4,1,0,0,0,38,0
18860,0,2,219838,2,8,0,6,1,4,1,0,0,0,38,0
18861,0,5,19395,15,10,4,0,1,4,0,0,0,0,38,0
18862,1,2,223327,11,9,2,3,0,4,1,0,0,0,38,1
18863,2,2,114062,11,9,0,2,4,4,0,0,0,0,38,0
18864,1,2,95654,9,13,2,9,5,4,0,0,0,1,19,1
18865,1,2,177305,11,9,2,2,0,4,1,0,0,0,38,0
18866,2,4,117681,8,11,2,4,0,4,1,0,0,0,38,0
18867,0,2,237651,15,10,4,7,3,4,1,0,0,0,38,0
18868,1,5,150570,11,9,0,0,1,4,1,0,0,0,38,0
18869,1,5,106705,15,10,0,9,4,4,0,1,0,1,38,0
18870,1,3,175958,9,13,4,11,1,4,1,1,0,1,38,0
18871,1,2,144064,10,16,2,9,0,4,1,0,0,1,38,1
18872,0,2,152951,11,9,0,5,1,4,1,0,0,0,38,0
18873,1,2,190487,11,9,0,8,4,4,0,0,0,0,6,0
18874,0,2,306666,15,10,2,11,0,2,1,0,0,0,38,0
18875,1,2,195148,11,9,2,2,3,4,1,1,0,0,38,0
18876,1,4,226624,6,5,2,2,0,4,1,0,0,1,38,0
18877,1,2,157569,11,9,2,2,0,4,1,0,0,0,38,0
18878,0,5,22966,15,10,3,12,4,4,1,0,0,0,38,0
18879,2,2,379682,8,11,2,7,5,4,0,0,0,0,38,1
18880,0,2,446559,7,12,2,3,5,4,0,0,0,1,38,0
18881,0,2,41794,1,7,4,7,3,4,0,0,0,0,38,0
18882,1,1,90409,15,10,2,3,0,4,1,0,0,0,38,0
18883,0,2,125491,15,10,4,7,1,1,0,0,0,0,39,0
18884,2,4,104748,0,6,2,11,0,4,1,0,0,1,38,0
