,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
16878,1,2,217235,11,9,2,11,0,4,1,0,0,0,38,0
16879,1,2,121956,9,13,3,9,1,1,1,1,0,0,0,1
16880,0,2,120172,9,13,4,3,1,4,1,0,0,0,38,0
16881,1,2,343403,15,10,4,11,1,4,0,0,0,0,38,0
16882,1,4,104790,1,7,2,4,0,4,1,0,0,1,38,1
16883,1,1,473547,0,6,0,5,3,2,1,0,0,0,38,0
16884,2,1,260106,14,15,0,9,1,4,0,0,0,1,38,0
16885,1,0,168232,11,9,2,0,0,4,1,0,0,0,38,1
16886,1,2,348491,9,13,4,3,1,2,0,0,0,0,38,0
16887,1,2,24106,11,9,2,2,0,4,1,1,0,0,38,1
16888,2,3,197553,15,10,2,3,0,4,1,1,0,1,38,1
16889,0,2,421065,11,9,4,6,1,4,1,0,0,0,38,0
16890,2,3,138852,15,10,2,11,0,4,1,0,0,0,38,1
16891,1,2,379412,11,9,2,2,0,4,1,0,0,1,38,0
16892,0,2,181992,15,10,4,11,1,2,0,0,0,0,38,0
16893,0,2,236564,11,9,4,5,1,4,1,0,0,0,38,0
16894,1,2,363418,15,10,4,11,1,4,1,0,0,1,38,1
16895,1,2,112351,11,9,0,3,4,4,1,0,0,0,38,0
16896,0,2,204704,9,13,4,3,4,4,0,0,0,0,38,1
16897,1,2,54611,15,10,0,6,1,4,1,0,0,1,38,0
16898,1,2,128132,11,9,2,11,0,4,1,0,0,1,38,1
16899,2,4,30599,12,14,3,9,1,4,0,0,0,1,38,0
16900,1,2,379522,9,13,2,11,0,4,1,0,0,1,38,1
16901,2,5,196504,11,9,0,2,4,4,1,0,0,0,38,0
16902,1,2,82552,11,9,4,2,4,4,1,0,0,0,38,0
16903,0,2,104024,15,10,4,11,2,4,0,0,0,0,38,0
16904,2,4,293114,11,9,2,4,0,4,1,1,0,0,38,0
16905,2,2,74141,6,5,2,3,5,1,0,0,0,0,38,1
16906,1,2,192337,9,13,5,11,1,4,1,0,0,1,38,0
16907,0,2,262478,11,9,4,4,3,2,1,0,0,0,38,0
16908,2,2,185072,15,10,4,0,2,2,0,0,0,0,22,0
16909,0,2,296045,5,4,2,2,0,4,1,1,0,0,38,0
16910,0,2,246595,11,9,4,2,3,4,1,0,0,1,38,0
16911,0,2,54472,15,10,3,7,1,4,0,0,0,1,38,0
16912,1,2,331065,9,13,4,3,1,4,0,0,1,0,38,0
16913,0,2,161708,15,10,4,7,3,4,0,0,0,0,38,0
16914,1,2,264936,15,10,4,7,1,4,0,0,0,0,38,0
16915,0,1,113545,9,13,4,9,1,4,0,0,0,0,38,0
16916,0,2,212237,9,13,2,9,0,4,1,0,1,0,38,0
16917,1,2,173806,12,14,4,9,1,4,1,1,0,1,38,0
16918,2,0,370890,11,9,4,0,1,4,1,0,1,0,38,0
16919,1,2,505119,12,14,2,3,0,4,1,0,0,0,4,1
16920,0,2,193089,1,7,4,2,3,4,1,0,0,0,38,0
16921,0,1,33432,7,12,2,7,5,4,0,0,0,0,38,0
16922,1,2,103110,10,16,4,9,1,4,1,0,0,0,8,0
16923,1,2,160362,15,10,0,7,2,4,1,0,0,0,26,0
16924,1,2,204621,7,12,0,7,3,4,0,0,0,0,38,0
16925,1,2,35309,9,13,2,3,0,4,1,0,0,0,38,0
16926,1,2,194772,8,11,2,6,0,4,1,0,0,0,38,1
16927,1,2,154410,11,9,4,5,1,4,1,0,0,0,38,0
16928,1,0,220563,15,10,2,12,0,4,1,0,0,0,38,0
16929,1,5,253354,12,14,2,9,0,4,1,0,0,1,38,0
16930,1,2,211699,7,12,2,3,5,4,0,0,1,0,38,1
16931,2,4,167501,15,10,2,9,5,4,0,1,0,0,38,1
16932,1,2,229732,8,11,2,2,0,4,1,0,0,0,38,0
16933,1,2,185465,11,9,2,2,0,2,1,0,0,0,38,0
16934,0,2,335764,1,7,2,11,3,2,1,0,0,0,38,0
16935,0,2,460046,11,9,5,3,4,4,0,0,0,0,38,0
16936,1,2,176924,0,6,2,2,0,4,1,0,0,0,38,0
16937,1,5,213307,15,10,2,9,0,4,1,0,0,0,38,0
16938,1,2,83893,15,10,2,3,0,4,1,0,0,0,38,1
16939,0,2,194102,9,13,4,3,4,4,1,0,0,0,38,0
16940,2,2,238611,5,4,6,7,4,2,0,0,0,0,38,0
16941,1,2,113597,15,10,2,4,0,4,1,0,0,0,38,0
16942,0,4,208406,9,13,2,3,0,4,1,0,0,1,38,1
16943,2,2,274528,9,13,0,3,1,4,1,0,0,1,38,0
16944,0,4,60116,0,6,4,0,3,4,1,0,0,0,38,0
16945,2,2,166368,15,10,4,2,1,4,1,0,0,0,38,0
16946,0,2,303954,11,9,2,2,0,4,1,0,1,0,38,1
16947,0,2,99386,9,13,3,9,3,4,0,0,0,0,38,0
16948,0,2,188569,15,10,4,0,1,4,0,0,0,0,38,0
16949,2,2,302868,9,13,2,11,0,4,1,0,0,1,38,1
16950,0,2,283342,1,7,4,7,2,2,1,0,0,0,38,0
16951,0,2,233777,15,10,4,11,4,4,1,0,0,1,25,0
16952,0,2,170038,11,9,4,11,1,4,0,0,0,0,38,0
16953,0,1,261319,5,4,2,13,0,4,1,0,0,0,38,0
16954,1,5,367237,8,11,4,9,1,4,1,1,0,0,38,1
16955,1,2,126838,11,9,2,13,0,4,1,0,0,0,38,0
16956,0,2,354104,11,9,4,5,3,4,1,0,0,0,38,0
16957,0,2,176321,2,8,4,0,3,4,0,0,0,0,25,0
16958,1,2,85129,11,9,0,7,1,1,0,0,0,0,38,0
16959,0,2,62507,9,13,4,9,3,4,0,0,0,0,38,0
16960,1,1,111252,12,14,2,3,0,4,1,0,1,0,38,1
16961,2,2,156889,15,10,0,0,1,4,0,0,0,0,38,0
16962,1,2,549430,11,9,4,8,4,4,0,0,0,0,25,0
16963,1,2,29696,11,9,2,3,0,4,1,0,0,0,38,1
16964,2,2,98837,11,9,6,0,1,4,0,0,0,0,38,0
16965,1,2,86150,9,13,2,7,5,1,0,0,0,0,38,1
16966,1,2,204991,15,10,0,3,3,4,1,0,0,0,38,0
16967,1,2,371886,9,13,4,9,1,4,1,0,0,0,38,0
16968,1,2,103605,1,7,2,4,0,4,1,0,0,0,38,0
16969,2,1,133050,15,10,2,3,0,2,1,0,0,0,38,1
16970,1,1,126569,15,10,2,10,0,4,1,0,0,0,38,1
16971,0,0,144259,11,9,4,0,3,2,1,0,0,0,38,0
16972,2,2,161482,11,9,0,7,4,4,0,0,0,0,38,0
16973,0,4,305449,15,10,4,6,3,4,1,0,0,0,38,0
16974,0,2,125010,11,9,4,4,3,4,1,0,0,0,38,0
16975,1,2,304133,15,10,2,3,0,4,1,0,0,0,38,0
16976,2,1,120617,11,9,5,10,4,2,0,0,0,0,38,0
16977,1,2,157747,9,13,2,3,0,4,1,0,0,0,38,1
16978,1,2,297396,15,10,5,3,4,4,0,0,0,1,38,0
16979,1,2,121287,11,9,0,6,1,4,1,0,0,0,38,0
16980,1,2,49115,12,14,2,3,0,4,1,0,0,1,38,1
16981,2,3,208302,7,12,2,11,0,4,1,0,0,0,38,1
16982,0,2,304032,11,9,4,0,3,4,1,0,0,0,38,0
16983,1,0,207301,11,9,2,0,5,4,0,0,0,0,38,1
16984,1,2,123211,11,9,2,7,0,4,1,0,0,0,38,1
16985,1,2,33521,7,12,2,11,0,4,1,0,0,0,38,1
16986,1,2,410034,15,10,0,11,1,4,1,0,0,1,38,0
16987,2,2,175339,9,13,2,11,0,4,1,0,0,0,38,1
16988,1,2,168211,15,10,2,2,0,4,1,0,1,0,38,1
16989,0,2,125680,9,13,4,9,1,1,1,0,0,0,23,0
16990,2,1,160829,11,9,0,0,1,4,0,0,0,0,38,0
16991,2,2,266529,15,10,2,9,0,4,1,0,0,0,38,1
16992,1,5,224149,9,13,0,3,1,4,0,0,0,0,38,1
16993,2,2,150930,8,11,2,2,0,4,1,0,0,0,38,0
16994,0,2,343699,11,9,0,2,4,4,0,0,0,0,38,0
16995,1,3,172826,15,10,2,11,0,4,1,1,0,1,38,1
16996,1,2,213821,11,9,2,2,0,4,1,0,1,0,38,1
16997,0,2,211265,15,10,3,2,2,2,0,0,0,0,5,0
16998,2,1,160586,11,9,2,4,0,4,1,0,0,0,38,0
16999,2,2,146454,15,10,2,11,0,4,1,1,0,0,38,1
17000,0,2,203277,11,9,2,10,0,4,1,0,0,1,38,1
17001,1,2,309895,15,10,5,0,4,4,0,0,0,0,38,0
17002,1,2,26522,15,10,2,0,5,4,0,0,1,0,38,1
17003,2,2,103809,11,9,4,11,4,4,0,0,0,0,38,0
17004,0,2,90291,9,13,4,3,3,4,1,0,0,0,38,0
17005,0,5,181761,15,10,4,12,3,4,0,0,0,0,38,0
17006,1,2,35330,11,9,0,2,1,4,1,0,1,1,38,0
17007,1,1,135776,12,14,0,9,1,4,0,0,0,0,38,0
17008,1,2,179579,11,9,4,2,3,4,1,0,0,0,38,0
17009,1,2,193626,11,9,2,0,5,4,0,0,0,1,38,0
17010,0,2,108887,11,9,4,6,3,4,0,0,0,0,38,0
17011,0,2,199070,11,9,4,10,3,2,1,0,0,0,38,0
17012,0,2,441591,9,13,4,12,3,4,1,0,0,0,38,0
17013,1,2,185254,4,3,4,8,3,4,0,0,0,0,7,0
17014,0,2,109307,11,9,4,11,3,4,1,0,0,0,38,0
17015,1,2,23621,11,9,4,2,1,4,1,0,0,1,38,0
17016,1,1,145178,11,9,2,7,5,2,0,0,0,0,22,1
17017,1,5,30575,15,10,2,9,0,4,1,0,0,1,38,0
17018,0,5,130620,1,7,5,0,4,1,0,0,0,0,18,0
17019,1,1,22155,12,14,0,9,4,4,0,0,0,1,38,0
17020,1,2,106437,11,9,4,0,1,4,0,0,0,0,38,0
17021,0,2,79787,12,14,4,3,1,4,0,0,0,0,38,0
17022,1,2,326857,8,11,2,2,0,4,1,1,0,0,38,0
17023,1,2,81853,11,9,4,11,1,1,0,0,0,0,38,0
17024,2,2,120933,15,10,4,8,1,4,0,0,0,0,38,0
17025,1,0,153143,15,10,0,0,2,4,0,0,0,0,32,0
17026,1,2,27669,11,9,4,7,1,4,0,0,0,0,38,0
17027,1,2,105444,9,13,2,3,0,4,1,0,0,1,38,1
17028,2,1,169785,12,14,6,9,4,4,0,0,0,0,38,0
17029,1,2,122493,11,9,6,12,4,4,1,0,0,0,38,0
17030,2,1,242670,15,10,6,0,4,4,0,0,0,0,38,0
17031,2,2,54933,12,14,0,9,3,4,0,0,0,0,38,0
17032,1,2,209317,11,9,2,13,0,4,1,0,0,0,32,0
17033,0,4,282631,11,9,2,2,0,4,1,0,0,0,38,0
17034,0,2,98044,1,7,4,9,3,4,0,0,0,0,38,0
17035,2,2,187487,11,9,2,6,0,4,1,0,0,0,38,0
17036,1,5,60186,9,13,0,9,1,4,1,0,0,0,38,0
17037,0,2,75648,15,10,2,2,0,4,1,0,0,1,38,0
17038,0,2,201175,1,7,4,6,1,2,1,0,0,0,38,0
17039,0,2,19302,15,10,4,0,1,4,1,0,0,0,38,0
17040,1,2,146659,12,14,2,9,0,4,1,0,1,0,38,1
17041,2,2,101887,0,6,6,8,1,4,0,0,0,1,38,0
17042,0,2,60726,15,10,2,2,0,2,1,0,0,0,38,0
17043,1,3,201763,9,13,2,11,0,4,1,0,0,1,38,1
17044,2,3,119253,12,14,2,11,0,4,1,1,0,1,38,1
17045,1,4,121124,4,3,2,11,0,4,1,0,0,1,21,1
17046,1,2,220132,11,9,2,3,0,4,1,1,0,0,38,1
17047,0,2,60639,15,10,4,7,1,4,0,0,0,0,38,0
17048,0,2,195262,1,7,4,2,3,4,1,0,0,0,38,0
17049,0,2,100587,15,10,4,7,3,2,0,0,0,0,38,0
17050,1,2,298130,11,9,2,11,0,4,1,0,0,0,38,0
17051,1,2,242391,9,13,2,3,0,4,1,0,0,0,38,1
17052,1,4,197867,8,11,0,11,4,4,1,0,0,1,38,0
17053,2,2,151977,0,6,5,8,1,2,0,0,0,0,38,0
17054,1,2,277347,11,9,2,2,0,4,1,0,0,1,38,0
17055,1,2,125249,11,9,5,10,3,4,0,0,0,0,38,0
17056,1,2,222142,11,9,2,6,0,4,1,0,0,0,38,0
17057,2,2,270194,6,5,2,13,0,4,1,0,0,0,38,0
17058,1,2,169995,11,9,2,11,0,4,1,0,0,0,38,0
17059,0,2,359155,9,13,2,9,5,4,0,0,0,0,38,1
17060,2,2,123992,15,10,2,2,0,4,1,0,0,0,38,0
17061,2,1,266080,11,9,0,0,1,4,0,0,0,0,38,0
17062,1,2,201531,7,12,2,6,0,4,1,0,0,0,38,1
17063,2,4,179704,9,13,2,3,0,4,1,0,0,0,38,1
17064,1,2,393673,7,12,2,3,5,4,0,0,0,1,38,1
17065,1,4,438696,12,14,0,11,4,4,1,0,0,0,38,1
17066,1,4,207568,5,4,2,4,0,4,1,0,0,1,38,0
17067,2,3,54052,12,14,2,11,0,4,1,0,0,1,38,1
17068,1,2,187581,11,9,0,2,2,4,1,0,0,0,38,0
17069,1,4,77102,12,14,0,9,1,4,1,0,0,0,38,0
17070,0,2,353010,9,13,4,6,1,4,1,0,0,1,38,0
17071,0,2,54131,15,10,4,11,1,4,1,0,0,0,38,0
17072,2,0,39890,15,10,6,13,1,4,0,0,0,0,38,0
17073,1,2,156877,1,7,2,13,0,4,1,0,0,1,38,1
17074,0,2,355686,15,10,4,0,1,4,0,0,0,0,38,0
17075,1,2,300168,2,8,5,0,3,2,0,0,0,0,38,0
17076,0,2,488720,6,5,2,5,2,4,1,0,0,0,25,0
17077,1,2,157287,9,13,2,11,0,4,1,0,0,0,38,0
17078,1,2,184659,11,9,2,6,0,4,1,0,0,0,38,0
17079,1,2,214169,15,10,2,2,0,4,1,0,0,0,38,1
17080,0,2,192149,9,13,4,0,3,4,0,0,0,0,38,0
17081,1,2,137253,9,13,2,0,5,4,0,0,0,0,38,1
17082,1,2,373050,11,9,2,13,0,4,1,0,0,0,38,0
17083,2,2,90377,8,11,2,4,0,4,1,1,0,1,38,0
17084,0,0,183151,7,12,2,0,0,4,1,0,0,1,38,0
17085,2,2,227158,9,13,6,0,4,4,0,0,0,0,38,0
17086,1,1,34021,9,13,4,9,3,4,0,0,0,1,38,0
17087,1,2,165148,11,9,5,3,4,4,0,0,0,0,38,0
17088,1,2,211668,11,9,2,6,5,2,0,0,0,0,38,1
17089,1,2,358886,11,9,2,13,0,4,1,0,0,0,38,1
17090,1,2,47707,11,9,4,7,1,2,0,0,0,0,38,0
17091,1,4,306982,9,13,2,11,0,1,1,0,0,1,34,0
17092,1,1,52590,11,9,6,10,1,2,1,0,0,0,38,0
17093,0,2,158156,11,9,4,7,1,4,0,0,0,0,38,0
17094,1,2,70055,11,9,2,5,0,4,1,0,0,0,38,0
17095,2,4,177825,11,9,4,7,1,4,1,1,0,0,38,0
17096,1,2,127215,15,10,2,11,0,4,1,0,0,0,38,1
17097,0,2,175183,15,10,4,0,1,4,0,0,0,0,38,0
17098,1,2,142287,12,14,2,3,0,4,1,0,0,1,38,1
17099,1,2,221324,11,9,4,6,4,2,0,0,0,0,38,0
17100,2,2,227602,11,9,0,11,1,4,0,0,0,0,25,0
17101,0,2,228452,0,6,4,2,1,4,1,0,0,0,38,0
17102,2,5,39380,11,9,5,7,1,4,0,0,0,0,38,0
17103,0,2,336360,5,4,4,2,3,2,1,0,0,0,38,0
17104,1,2,257644,1,7,4,13,4,4,1,0,0,0,38,0
17105,0,5,235853,9,13,4,12,1,4,1,0,0,0,38,0
17106,0,2,270577,11,9,5,0,4,4,0,0,0,0,38,0
17107,1,1,222900,9,13,5,9,1,4,0,0,0,1,38,1
17108,1,2,99254,7,12,2,0,5,2,0,0,0,0,38,1
17109,2,2,224763,5,4,2,13,0,4,1,0,0,0,4,0
17110,2,4,174056,9,13,2,11,0,4,1,1,0,0,38,1
17111,1,2,127306,9,13,4,3,3,4,0,0,0,0,38,0
17112,1,2,339506,11,9,4,11,1,2,1,0,0,0,38,0
17113,1,2,178322,8,11,2,11,0,4,1,0,0,1,10,1
17114,1,2,189843,5,4,2,6,0,4,1,0,0,0,38,0
17115,1,2,160815,8,11,0,9,4,4,0,0,0,0,38,0
17116,2,2,207665,11,9,2,12,5,4,0,0,0,0,38,1
17117,1,5,160402,9,13,2,9,0,4,1,0,0,1,38,1
17118,1,2,170263,15,10,4,12,4,4,0,0,0,0,38,0
17119,1,2,184659,15,10,2,0,0,4,1,0,0,1,38,0
17120,1,0,338320,14,15,2,9,0,4,1,0,1,1,38,1
17121,2,2,101017,5,4,2,2,0,4,1,0,0,0,38,0
17122,2,2,204322,8,11,2,5,0,4,1,0,0,0,38,1
17123,1,2,241350,7,12,2,2,0,4,1,0,0,0,38,1
17124,2,0,217994,15,10,0,3,4,4,0,0,0,0,38,0
17125,2,2,128143,15,10,2,2,0,4,1,0,0,0,38,1
17126,2,4,164065,12,14,0,11,1,4,1,0,0,0,38,0
17127,2,1,78866,11,9,0,0,1,4,0,0,0,0,38,0
17128,0,2,236769,15,10,4,5,3,4,1,0,0,0,38,0
17129,1,0,239539,9,13,2,0,0,1,1,0,0,0,29,1
17130,1,2,34028,9,13,0,3,4,4,0,0,0,0,38,0
17131,1,5,207847,15,10,4,0,4,4,0,0,0,0,38,0
17132,1,2,175935,10,16,2,0,0,4,1,0,0,1,38,1
17133,0,0,218445,15,10,4,3,1,4,0,0,0,0,38,0
17134,2,3,215833,11,9,2,3,0,4,1,0,0,0,38,1
17135,0,2,156976,8,11,5,7,1,2,1,0,0,0,38,0
17136,1,4,220647,9,13,2,4,0,4,1,0,0,0,38,0
17137,0,2,218343,11,9,4,7,3,4,0,0,0,0,38,0
17138,0,2,241431,12,14,2,11,0,4,1,1,0,0,38,1
17139,1,1,123983,9,13,4,3,4,1,1,0,1,0,39,0
17140,0,2,73289,11,9,4,13,3,4,1,0,0,0,38,0
17141,0,2,408623,9,13,2,2,2,4,1,0,0,1,38,0
17142,1,2,169180,8,11,0,0,1,4,0,0,0,0,38,0
17143,1,2,54929,15,10,0,2,1,4,1,0,0,1,38,0
17144,0,2,306779,8,11,4,3,3,4,1,0,0,0,38,0
17145,1,2,159549,15,10,2,11,0,4,1,0,0,1,38,1
17146,0,2,482082,2,8,4,6,3,4,1,0,0,0,25,0
17147,1,1,286101,11,9,4,13,4,2,0,0,0,0,38,0
17148,1,2,167955,11,9,2,2,0,4,1,0,0,0,30,0
17149,1,4,209040,9,13,2,11,0,4,1,0,0,0,38,0
17150,1,2,105017,11,9,0,2,4,4,1,0,0,0,38,0
17151,0,2,27776,8,11,4,6,1,4,1,0,0,0,38,0
17152,0,2,242941,15,10,4,11,3,4,0,0,1,0,38,0
17153,1,2,118853,15,10,2,11,0,4,1,0,0,0,38,0
17154,1,2,119565,11,9,2,2,0,4,1,0,0,0,38,0
17155,0,2,196827,15,10,2,6,0,4,1,0,1,0,38,0
17156,1,2,275361,7,12,6,7,3,4,0,0,0,0,38,0
17157,1,2,225193,11,9,2,2,0,4,1,0,0,0,38,0
17158,0,2,329783,0,6,4,11,2,4,0,0,0,0,38,0
17159,0,1,107411,14,15,4,9,1,4,0,0,0,1,38,0
17160,0,5,258490,15,10,4,9,1,4,0,0,0,0,38,0
17161,1,2,219509,11,9,2,7,0,4,1,0,0,0,25,1
17162,0,1,29174,9,13,4,9,4,4,0,0,0,0,38,0
17163,0,2,40083,10,16,4,9,1,4,1,0,0,0,1,0
17164,0,2,87528,9,13,4,11,1,4,0,0,0,0,38,0
17165,1,2,116379,12,14,2,9,0,1,1,0,0,1,35,1
17166,1,1,216214,9,13,2,9,0,4,1,0,0,0,38,1
17167,1,2,268051,15,10,2,10,2,2,0,0,0,0,13,0
17168,1,4,121718,11,9,2,2,0,4,1,0,0,0,38,0
17169,0,2,201901,11,9,4,5,3,4,0,0,1,0,38,0
17170,1,2,109089,11,9,0,2,1,4,1,0,0,0,38,0
17171,2,2,284129,15,10,2,2,0,4,1,0,0,0,38,1
17172,2,2,143030,11,9,0,2,4,4,0,0,0,0,38,0
17173,0,2,212619,8,11,4,6,3,4,1,0,0,0,38,0
17174,0,4,199011,11,9,4,2,2,4,1,0,0,0,38,0
17175,1,2,118901,9,13,0,0,4,4,0,0,0,0,38,0
17176,1,4,129865,11,9,2,7,0,4,1,0,0,1,38,0
17177,0,2,157900,15,10,5,0,4,4,0,0,0,0,38,0
17178,1,4,349341,9,13,0,3,1,4,1,0,0,1,38,0
17179,1,2,158685,11,9,5,11,1,4,0,0,0,0,38,0
17180,0,2,386585,15,10,0,12,1,4,1,0,0,1,38,0
17181,2,2,52386,15,10,4,7,1,1,1,0,0,0,38,0
17182,1,2,246891,9,13,2,11,0,4,1,0,1,0,38,1
17183,0,2,190385,9,13,2,7,5,4,0,0,0,0,38,1
17184,1,2,37869,15,10,2,2,0,4,1,0,0,0,38,0
17185,0,2,217807,15,10,4,5,3,4,1,0,0,0,38,0
17186,2,2,149784,9,13,2,9,0,4,1,1,0,0,38,1
17187,2,5,201293,11,9,6,0,1,4,0,0,0,0,38,0
17188,2,2,128764,5,4,6,13,1,4,1,0,0,0,38,0
17189,1,2,27444,15,10,3,9,1,4,1,0,0,0,38,1
17190,0,2,62438,9,13,2,11,5,4,0,0,0,0,38,1
17191,1,1,151726,7,12,4,0,3,0,0,0,0,0,38,0
17192,1,2,29841,9,13,2,0,5,4,0,0,0,0,38,0
17193,2,2,131608,15,10,6,2,1,4,1,0,0,0,38,0
17194,1,2,110562,9,13,2,3,0,4,1,0,0,0,38,0
17195,2,3,190541,11,9,4,11,1,4,1,0,0,0,38,0
17196,2,5,33142,12,14,2,9,0,4,1,0,0,1,38,1
17197,2,3,139272,9,13,2,11,0,4,1,1,0,1,38,1
17198,1,2,234633,15,10,4,2,1,4,1,0,0,0,38,0
17199,1,1,238386,15,10,2,10,0,4,1,0,0,0,38,1
17200,0,2,460835,11,9,4,2,3,4,1,0,0,1,38,0
17201,2,0,97855,12,14,2,3,0,4,1,0,0,1,38,1
17202,1,2,77146,9,13,2,3,0,4,1,0,1,1,38,1
17203,1,2,200863,15,10,6,2,4,4,1,0,0,0,38,0
17204,2,2,77415,1,7,2,4,0,4,1,0,0,1,38,0
17205,1,2,236770,15,10,0,11,1,4,1,0,0,1,38,0
17206,2,0,173093,15,10,2,3,5,1,0,0,1,0,29,1
17207,1,2,235124,8,11,0,9,1,4,1,0,0,0,38,0
17208,0,4,282604,1,7,2,13,0,4,1,1,0,1,38,1
17209,1,2,199288,1,7,5,13,1,4,1,0,0,1,38,0
17210,2,2,191659,15,10,2,3,0,4,1,0,1,1,38,1
17211,0,2,43285,15,10,4,0,3,4,0,0,0,0,38,0
17212,1,2,160837,1,7,3,6,1,4,1,0,0,0,12,0
17213,0,2,230574,0,6,4,13,3,4,1,0,0,0,38,0
17214,0,2,176178,11,9,4,12,3,4,0,0,0,0,38,0
17215,1,2,116358,12,14,2,3,0,1,1,0,0,0,35,1
17216,1,2,107787,8,11,2,2,0,4,1,0,0,0,1,0
17217,0,4,519627,11,9,4,4,1,4,1,0,0,0,25,0
17218,0,2,191460,1,7,4,7,4,2,0,0,0,0,38,0
17219,1,2,198282,12,14,2,3,0,4,1,1,0,0,38,1
17220,0,2,214858,9,13,2,11,0,4,1,0,0,0,38,1
17221,1,4,64875,8,11,2,12,0,4,1,0,0,1,38,0
17222,0,2,675421,6,5,4,5,3,4,1,1,0,0,38,0
17223,2,4,134768,2,8,2,2,0,4,1,0,0,0,38,1
17224,0,0,207342,15,10,4,3,1,2,1,0,0,0,38,0
17225,1,2,64830,7,12,0,3,1,4,0,0,0,0,38,0
17226,1,2,220066,9,13,4,3,1,4,0,1,0,1,38,1
17227,1,2,82521,9,13,2,3,0,4,1,1,0,0,38,1
17228,1,2,176711,9,13,2,4,0,4,1,0,0,0,8,0
17229,0,2,111900,7,12,2,11,0,4,1,0,0,0,38,0
17230,1,2,481987,11,9,2,7,0,4,1,0,0,0,38,1
17231,1,2,158420,9,13,2,3,0,4,1,0,0,1,38,0
17232,0,2,256000,14,15,2,9,0,4,1,1,0,1,38,1
17233,1,2,183892,15,10,2,2,0,4,1,1,0,0,38,1
17234,0,2,42734,11,9,4,5,3,4,1,0,0,0,38,0
17235,0,2,181773,11,9,4,13,3,2,1,0,0,0,38,0
17236,1,2,184945,15,10,5,7,1,2,0,0,0,0,38,0
17237,1,2,107248,8,11,4,0,1,4,1,0,0,0,38,0
17238,1,3,215382,12,14,5,9,1,4,0,1,0,0,38,1
17239,0,2,122999,11,9,4,2,3,4,1,0,0,0,38,0
17240,1,2,758700,6,5,2,5,0,4,1,1,0,1,25,0
17241,1,5,166606,11,9,2,10,0,4,1,0,0,0,38,0
17242,2,2,205708,15,10,2,2,0,4,1,0,0,0,30,0
17243,2,2,67450,10,16,4,9,1,4,1,0,0,0,8,0
17244,0,2,242077,11,9,0,11,1,2,0,0,0,0,38,0
17245,1,2,129573,11,9,4,11,1,2,0,0,0,0,38,0
17246,2,2,181132,11,9,2,6,0,4,1,0,0,0,8,1
17247,0,2,212302,15,10,5,0,4,4,0,0,0,0,38,0
17248,1,2,83411,15,10,0,3,1,4,1,0,1,0,38,0
17249,0,2,317681,1,7,4,2,3,4,1,0,0,0,38,0
17250,2,2,30602,5,4,3,7,4,0,0,0,0,0,38,0
17251,0,2,172893,15,10,4,3,3,4,0,0,0,0,38,0
17252,2,3,211804,9,13,2,11,0,4,1,1,0,1,38,1
17253,1,4,312055,9,13,2,11,0,4,1,0,0,0,38,1
17254,1,2,65390,9,13,2,4,0,4,1,0,0,1,38,0
17255,0,2,200500,5,4,2,13,0,4,1,0,0,0,38,0
17256,1,1,241962,9,13,2,0,0,4,1,0,0,0,38,0
17257,0,3,78530,11,9,2,3,0,4,1,0,0,1,1,1
17258,0,2,189950,9,13,4,9,1,4,1,0,0,1,38,0
17259,1,2,111387,15,10,2,5,0,4,1,0,1,0,38,0
17260,0,2,241951,11,9,4,5,1,4,1,0,0,0,38,0
17261,0,2,343059,15,10,4,11,3,4,0,0,0,0,38,0
17262,0,2,302465,2,8,4,6,1,4,1,0,1,0,38,0
17263,2,2,156843,12,14,4,9,1,4,0,0,1,1,38,1
17264,0,2,55284,11,9,4,11,3,4,0,0,0,0,38,0
17265,1,2,509364,11,9,0,6,1,4,1,0,0,0,38,0
17266,1,5,117927,15,10,4,0,1,2,0,0,0,0,38,0
17267,0,2,137651,15,10,4,6,3,0,1,0,0,0,38,0
17268,2,2,131060,5,4,2,7,0,4,1,0,0,0,38,0
17269,2,2,346963,9,13,2,3,0,4,1,0,0,0,38,1
17270,2,2,183611,15,10,2,11,0,4,1,1,0,1,38,0
17271,1,2,134737,8,11,2,6,0,4,1,0,0,0,38,0
17272,1,2,36503,15,10,2,3,0,4,1,0,0,0,38,1
17273,1,2,250121,1,7,2,7,5,4,0,0,0,0,38,0
17274,1,2,330535,11,9,4,0,1,4,1,1,0,0,38,0
17275,0,2,387776,15,10,4,7,3,4,1,0,0,0,38,0
17276,2,2,41474,0,6,2,7,0,4,1,0,0,0,25,0
17277,1,1,318972,15,10,0,0,4,4,0,0,0,1,38,0
17278,1,2,86143,15,10,4,3,3,1,1,0,0,0,29,0
17279,1,2,181139,15,10,4,4,1,4,1,0,0,0,38,0
17280,1,2,326232,9,13,0,3,4,4,1,0,1,1,38,1
17281,1,1,153976,12,14,2,9,0,4,1,0,0,0,38,1
17282,2,4,59469,6,5,2,4,0,4,1,0,0,0,38,0
17283,0,2,127139,15,10,4,0,3,4,0,0,0,0,38,0
17284,1,2,136343,11,9,4,11,1,4,1,0,0,0,38,0
17285,1,4,350624,2,8,2,2,0,4,1,0,0,0,38,0
17286,2,2,166149,11,9,6,0,1,4,0,0,1,0,38,0
