juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,v_decile_score,priors_count_C,start,end,event,two_year_recid,Violence_score,Recidivism_score,MarriageStatus,age_binary,age_bucketized,sex_binary,race_C,score,rank
0,9,0,0,17,-1.0,1.0,F,1,0,6,17,5,427,1,1,-1.64,0.31,Single,1,1,0,0,1.0936051435984897,4805.0
0,9,0,1,3,0.0,0.0,F,0,0,8,3,323,1093,0,0,-1.01,0.59,Single,0,0,0,0,1.6855144369975001,6545.0
0,2,0,0,0,-1.0,1.0,M,0,0,2,0,0,364,0,0,-2.7,-1.39,Single,0,0,1,1,0.5877808130647363,1880.0
0,9,0,1,15,-4.0,5.0,F,1,0,3,15,0,270,1,1,-2.31,0.22,Single,0,0,1,1,0.9604654640067284,3745.0
0,9,0,0,7,-2.0,2.0,F,1,0,4,7,0,169,1,1,-2.13,0.38,Single,0,0,0,2,0.6069987468740328,2037.0
0,10,0,1,2,0.0,0.0,M,1,1,9,2,80,133,1,1,-0.67,0.38,Single,0,0,0,0,0.5904168261679403,1907.0
0,4,0,0,3,-1.0,1.0,F,0,0,3,3,0,472,0,0,-2.27,-0.63,Single,0,0,0,0,0.757790576089499,2803.0
0,1,0,0,3,-3.0,4.0,F,1,0,1,3,0,133,1,1,-3.54,-1.94,Single,1,1,0,1,0.4709125070428786,1096.0
0,9,0,0,15,210.0,248.0,F,1,0,4,15,0,210,1,1,-1.98,0.44,Single,0,0,0,0,1.022150380227388,4236.0
0,2,0,0,2,-43.0,44.0,F,0,0,1,2,0,868,0,0,-3.13,-1.64,Single,0,0,1,0,1.0413517019637748,4371.0
0,7,0,0,5,-1.0,1.0,F,0,0,4,5,6,111,0,0,-2.11,-0.11,Single,0,0,0,0,0.5124410845255118,1383.0
0,5,1,0,4,-1.0,1.0,M,0,0,2,4,1,919,0,0,-2.92,-0.22,Single,1,1,0,0,1.1620707346432186,5174.0
0,5,0,0,1,,556.0,M,0,0,5,1,0,940,0,0,-1.97,-0.36,Single,1,1,0,0,,6619.0
0,8,0,0,14,-1.0,1.0,F,1,0,5,14,1,366,1,1,-1.81,0.1,Single,1,1,0,0,0.9589554421962496,3733.0
0,1,0,0,2,-2.0,2.0,F,0,0,1,2,0,1064,0,0,-3.64,-1.6,Divorced,1,1,0,1,1.2300572362678377,5644.0
0,2,0,0,3,-1.0,1.0,M,1,0,1,3,1,67,1,1,-2.96,-1.3,Single,0,0,0,0,0.41737383218471147,731.0
1,10,0,0,2,-306.0,273.0,F,0,0,9,2,0,808,0,0,-0.76,0.86,Single,0,0,0,0,0.8361149282133462,3091.0
0,8,0,0,4,236.0,557.0,F,1,1,6,4,0,226,1,1,-1.61,0.14,Single,0,0,0,0,0.7964202264780335,2941.0
0,5,0,0,2,0.0,0.0,F,1,0,1,2,2,149,1,1,-3.0,-0.47,Single,1,1,0,1,0.4618396248709115,1044.0
0,7,0,0,20,0.0,0.0,F,1,0,2,20,33,167,1,1,-2.92,0.07,Single,1,1,0,0,0.9837852127973832,3924.0
0,4,0,0,2,-1.0,1.0,M,0,0,2,2,5,1062,0,0,-2.69,-0.44,Single,0,0,0,0,1.2342814549502248,5688.0
0,6,0,0,1,-1.0,1.0,M,0,0,4,1,0,923,0,0,-1.98,-0.13,Single,0,0,0,0,1.08542881164466,4735.0
0,1,0,0,1,-1.0,1.0,F,0,0,1,1,0,442,0,0,-3.45,-1.56,Single,1,1,0,0,0.6798638875299888,2466.0
0,1,0,0,0,-1.0,1.0,F,0,0,1,0,0,1129,0,0,-3.71,-2.19,Single,1,1,0,0,1.2328061081743484,5673.0
0,3,0,0,6,0.0,0.0,F,0,0,5,6,1,1104,0,0,-2.18,-0.57,Single,1,1,0,0,1.371263202893033,6328.0
0,6,0,0,10,-6.0,6.0,M,1,0,4,10,0,371,1,1,-2.16,-0.22,Single,0,0,0,0,0.8539689999065503,3141.0
0,8,1,0,10,0.0,0.0,F,1,1,7,10,0,7,1,1,-1.32,0.1,Single,0,0,0,0,0.5505012834446651,1635.0
0,3,0,0,9,0.0,0.0,F,1,0,1,9,0,33,1,1,-2.97,-1.2,Single,1,1,1,1,0.5461079223015035,1610.0
0,1,0,0,1,-6.0,7.0,F,0,0,1,1,0,742,0,0,-4.01,-2.71,Married,1,1,0,1,0.9300485131392691,3500.0
0,1,0,0,0,-1.0,1.0,F,0,0,3,0,0,789,0,0,-2.54,-1.54,Single,0,0,0,0,0.9461281992367429,3618.0
0,4,0,0,0,0.0,0.0,M,0,0,5,0,0,781,0,0,-1.86,-0.74,Single,0,0,0,2,0.9399572167010776,3567.0
0,8,0,0,2,-1.0,1.0,F,0,0,1,2,19,148,0,0,-3.07,-0.09,Divorced,1,1,1,1,0.4785650841280573,1165.0
0,5,0,0,0,-1.0,1.0,F,1,0,4,0,0,425,1,1,-1.88,-0.27,Single,0,0,0,0,0.6392142026094243,2233.0
0,1,0,1,1,,503.0,M,0,0,1,1,0,1087,0,0,-3.11,-1.64,Married,1,1,0,0,,6620.0
0,8,0,0,18,-1.0,1.0,F,1,0,6,18,248,255,0,1,-1.66,0.01,Married,1,1,0,0,1.2342339517299044,5687.0
0,1,0,0,0,-1.0,1.0,M,0,0,1,0,1,1068,0,0,-3.57,-1.88,Single,1,1,0,0,1.1824399544887854,5312.0
0,5,0,0,1,-1.0,1.0,F,0,0,7,1,0,69,0,0,-1.31,-0.45,Single,0,0,0,0,0.3653613580190276,359.0
0,2,0,0,1,0.0,0.0,F,1,1,3,1,16,213,1,1,-2.36,-1.14,Single,0,0,0,1,0.5044280379308776,1338.0
0,1,0,0,0,-1.0,1.0,F,0,0,1,0,2,1177,0,0,-3.5,-1.78,Single,1,1,0,1,1.2754127552720247,6011.0
0,1,0,0,0,0.0,0.0,M,1,0,1,0,0,107,1,1,-3.17,-1.63,Single,0,0,0,1,0.3716604207482951,398.0
0,10,0,0,1,-6.0,6.0,F,0,0,5,1,0,99,0,0,-1.77,0.76,Single,0,0,0,2,0.387784567493308,508.0
0,2,0,0,0,-1.0,1.0,M,0,0,5,0,0,1173,0,0,-1.77,-1.11,Single,0,0,0,1,1.2699056022721562,5961.0
0,1,0,0,0,-1.0,1.0,M,0,0,1,0,2,1179,0,0,-4.32,-2.7,Widowed,1,1,0,1,1.2770990959128343,6026.0
0,2,0,0,2,-47.0,47.0,M,0,0,2,2,0,771,0,0,-2.86,-1.11,Single,1,1,0,1,0.9571612311485032,3716.0
0,3,0,0,1,-1.0,1.0,F,0,0,6,1,0,1126,0,0,-1.61,-0.92,Single,0,0,0,1,1.2565923866868185,5859.0
0,3,0,0,1,-1.0,1.0,F,0,0,1,1,1,788,0,0,-3.43,-1.28,Separated,1,1,1,2,0.9726680542491474,3840.0
0,8,0,0,0,0.0,0.0,F,0,0,5,0,0,871,0,0,-1.8,0.11,Single,0,0,0,0,1.0158425455375024,4190.0
0,4,0,0,11,-268.0,268.0,F,1,0,2,11,0,474,1,1,-2.88,-0.56,Single,1,1,0,1,0.8166437651579918,3022.0
0,1,0,0,1,-1.0,1.0,F,0,0,1,1,0,1158,0,0,-3.58,-2.07,Divorced,1,1,0,1,1.2835738369397696,6070.0
0,4,1,1,1,-1.0,1.0,F,1,0,6,1,0,344,1,1,-1.58,-0.71,Single,0,0,0,1,0.6560567255420907,2347.0
0,4,0,0,0,-1.0,1.0,F,1,0,2,0,2,102,1,1,-2.88,-0.57,Significant Other,1,1,0,0,0.3690046608369489,380.0
0,10,0,0,4,-1.0,1.0,F,1,0,6,4,0,636,1,1,-1.69,0.6,Single,1,1,1,0,0.9223862981095576,3447.0
0,6,0,0,2,0.0,0.0,F,0,0,1,2,1,1096,0,0,-3.26,-0.28,Significant Other,1,1,0,0,1.259254682435058,5882.0
0,1,0,0,1,-106.0,106.0,F,0,0,1,1,0,913,0,0,-3.63,-1.95,Married,1,1,1,1,1.0166872055455267,4195.0
0,9,0,1,6,-1.0,1.0,F,1,1,8,6,7,21,1,1,-1.03,0.58,Single,0,0,0,0,0.5227623104336607,1453.0
0,8,0,0,0,0.0,1.0,F,0,0,7,0,1,1090,0,0,-1.29,0.24,Single,0,0,0,0,1.2016695111909863,5456.0
0,2,0,0,0,-1.0,1.0,F,0,0,3,0,0,474,0,0,-2.55,-1.25,Single,0,0,0,0,0.6805295483092557,2469.0
0,3,0,0,0,-3.0,3.0,F,0,0,4,0,0,988,0,0,-2.09,-0.97,Single,0,0,0,0,1.112770332942138,4932.0
0,9,0,0,11,0.0,0.0,F,0,0,6,11,2,935,0,0,-1.72,0.38,Single,1,1,0,0,1.3614136019721808,6310.0
0,7,1,0,10,0.0,0.0,F,1,0,2,10,2,326,1,1,-2.62,0.01,Single,0,0,0,0,0.8216070873720209,3043.0
0,2,0,0,0,0.0,0.0,F,0,0,4,0,0,1123,0,0,-2.22,-1.18,Single,0,0,0,0,1.2283214662794923,5627.0
0,5,0,0,0,-1.0,1.0,M,0,0,6,0,1,1182,0,0,-1.6,-0.69,Single,0,0,1,1,1.2785613710149235,6032.0
0,1,0,0,0,-1.0,1.0,F,0,0,1,0,6,870,0,0,-3.25,-1.78,Married,1,1,0,2,1.0208284103442746,4222.0
0,5,0,0,22,-1.0,1.0,F,1,0,6,22,2,52,1,1,-1.91,0.04,Single,0,0,0,1,0.9057935132377656,3341.0
0,10,0,0,0,-1.0,1.0,F,1,0,9,0,0,233,0,1,-0.67,0.88,Single,0,0,0,0,0.4773255010917177,1151.0
0,1,0,0,0,0.0,0.0,F,0,0,1,0,1,369,0,0,-3.71,-1.89,Single,1,1,1,1,0.593638280553457,1938.0
0,3,0,0,1,-37.0,37.0,F,0,0,3,1,0,58,0,0,-2.37,-0.98,Single,0,0,0,1,0.33540880350197466,184.0
0,5,1,1,7,-1.0,1.0,M,1,0,5,7,0,74,0,1,-1.94,-0.34,Single,0,0,0,0,0.5862954758749211,1865.0
0,9,0,0,1,0.0,1599.0,M,0,0,5,1,0,819,0,0,-1.92,0.34,Single,0,0,1,0,1.1668954498841424,5204.0
0,1,0,0,8,-1.0,1.0,F,0,0,2,8,24,1050,0,0,-2.73,-1.62,Divorced,1,1,0,0,1.4023356292708458,6375.0
0,9,4,0,10,-1.0,2994.0,M,0,0,3,10,40,238,0,0,-2.29,0.35,Single,1,1,0,0,1.1029395515899902,4876.0
0,5,0,0,0,0.0,0.0,F,0,0,3,0,37,811,0,0,-2.55,-0.76,Single,1,1,1,0,1.0047400531008392,4100.0
0,5,0,2,0,0.0,1.0,F,1,0,8,0,8,322,1,1,-1.14,-0.32,Single,0,0,0,0,0.6792324149575635,2463.0
0,5,0,0,3,-1.0,1.0,F,0,0,4,3,0,962,0,0,-2.17,-0.68,Single,0,0,1,0,1.1709440330878125,5227.0
0,5,0,0,2,-1.0,1.0,F,1,0,5,2,0,248,1,1,-1.94,-0.36,Single,0,0,0,0,0.5426046348451571,1593.0
0,7,0,0,4,-1.0,1.0,F,1,0,7,4,82,423,1,1,-1.47,0.02,Single,0,0,0,0,0.8303043603115908,3074.0
0,7,0,0,5,,654.0,F,0,0,7,5,0,1172,0,0,-1.45,0.08,Single,0,0,0,2,,6621.0
0,10,0,0,19,-1.0,1.0,F,1,0,2,19,30,111,0,1,-2.85,0.53,Single,1,1,1,0,0.9064757977760876,3346.0
0,4,0,0,1,-1.0,1.0,F,1,0,6,1,0,118,1,1,-1.62,-0.54,Single,0,0,0,2,0.4066767037188589,651.0
0,10,0,0,0,-1.0,1.0,M,0,0,10,0,0,812,0,0,-0.59,0.44,Single,0,0,1,2,0.9655211166060516,3780.0
0,8,0,0,1,-1.0,1.0,F,1,0,6,1,16,721,1,1,-1.53,-0.1,Single,0,0,1,1,0.932184180668904,3509.0
0,2,0,0,0,-1.0,1.0,F,0,0,3,0,0,756,0,0,-2.32,-1.34,Single,0,0,1,0,0.9183035786633872,3420.0
0,7,0,0,3,0.0,0.0,M,0,0,4,3,1,878,0,0,-2.12,-0.09,Single,0,0,0,2,1.1017593420605132,4865.0
0,2,0,0,18,-47.0,47.0,F,1,0,1,18,0,56,0,1,-3.64,-1.18,Divorced,1,1,0,1,0.7753470836380744,2864.0
0,1,0,0,0,0.0,0.0,F,0,0,1,0,0,921,0,0,-4.04,-2.49,Single,1,1,1,0,1.0580010615577389,4511.0
0,7,0,0,0,-1.0,1.0,F,1,0,7,0,0,1022,1,0,-1.3,-0.14,Single,0,0,1,0,1.1425868838910431,5084.0
0,7,0,1,5,-1.0,1.0,F,1,0,3,5,21,415,1,1,-2.24,-0.05,Single,0,0,0,0,0.8435969292271851,3110.0
0,6,0,0,6,-1.0,1.0,F,1,0,5,6,5,523,0,0,-1.93,-0.21,Single,0,0,0,0,0.8850758101468166,3243.0
0,4,0,0,2,-1.0,1.0,M,0,0,6,2,0,221,0,0,-2.0,0.01,Single,0,0,0,2,0.5198390361942296,1431.0
0,9,0,0,4,0.0,0.0,F,1,1,7,4,0,216,1,1,-1.48,-0.02,Single,0,0,0,0,0.5688291435671465,1753.0
0,3,0,0,2,-106.0,107.0,M,0,0,4,2,0,904,0,0,-2.12,-0.9,Single,0,0,0,0,1.0355198917612929,4336.0
0,4,0,0,1,-1.0,1.0,M,0,0,3,1,2,763,0,0,-2.36,-0.53,Single,0,0,0,0,0.9526560320981542,3673.0
0,2,0,0,1,-1.0,1.0,F,1,0,4,1,0,232,1,1,-2.11,-1.04,Married,0,0,0,2,0.5027981202449973,1327.0
0,2,0,0,0,-1.0,1.0,F,0,0,2,0,0,1079,0,0,-2.62,-1.28,Single,0,0,0,2,1.1906475921541124,5379.0
0,6,0,0,8,-29.0,29.0,F,1,0,3,8,0,642,1,1,-2.46,-0.27,Single,1,1,0,0,1.0166258371546997,4194.0
0,2,0,0,0,-2.0,3.0,M,0,0,3,0,0,1039,0,0,-2.4,-1.22,Single,0,0,0,1,1.156451828936076,5139.0
0,1,0,0,0,-1.0,2.0,M,0,0,1,0,0,767,0,0,-3.9,-2.37,Single,1,1,0,1,0.9276838818135642,3491.0
0,2,0,0,4,-1.0,1.0,F,0,0,1,4,0,134,0,0,-3.22,-1.14,Married,1,1,0,0,0.4991147972663871,1307.0
0,5,0,0,4,-1.0,1.0,F,0,0,3,4,1,951,0,0,-2.42,-0.69,Significant Other,0,0,1,0,1.1890521848961697,5367.0
0,4,0,0,1,0.0,1.0,M,1,0,6,1,1,159,1,1,-1.76,-0.62,Separated,0,0,0,1,0.44299373236787454,919.0
0,9,2,1,2,-1.0,1.0,F,1,1,8,2,5,42,1,1,-1.24,0.34,Single,0,0,0,1,0.4330712575491733,846.0
0,4,0,0,0,0.0,1.0,F,1,0,6,0,3,649,1,1,-1.71,-0.56,Single,0,0,0,1,0.8319658716107536,3080.0
0,6,0,0,11,-1.0,1.0,F,0,0,5,11,139,903,0,0,-1.82,-0.29,Single,1,1,0,0,1.480069084391764,6453.0
0,7,0,0,0,-1.0,1.0,F,0,0,4,0,10,360,0,0,-2.0,-0.05,Married,1,1,0,1,0.5950804903743661,1941.0
0,1,0,0,0,-1.0,1.0,F,0,0,1,0,4,1122,0,0,-3.24,-1.83,Single,1,1,0,2,1.231172859368015,5656.0
0,7,0,0,3,-1.0,1.0,F,0,0,4,3,27,813,0,0,-2.04,-0.24,Single,1,1,1,0,1.0741270235438802,4639.0
0,1,0,0,0,0.0,0.0,M,0,0,2,0,5,1186,0,0,-2.84,-1.5,Married,0,0,0,1,1.2867773757606142,6087.0
0,9,1,0,1,-1.0,1.0,F,1,0,9,1,3,220,1,1,-0.76,0.57,Single,0,0,0,0,0.4958817839775152,1282.0
0,3,0,0,2,0.0,0.0,M,0,0,2,2,0,1057,0,0,-2.93,-0.66,Single,0,0,0,1,1.2253038040801492,5611.0
0,5,0,0,0,-1.0,1.0,F,1,0,4,0,0,72,0,1,-1.63,-0.51,Single,0,0,0,0,0.3415750795065575,219.0
0,9,0,1,22,0.0,0.0,F,1,1,10,22,0,152,1,1,-0.48,0.51,Single,0,0,0,0,1.047373982999325,4422.0
0,4,0,0,0,-1.0,1.0,M,0,0,5,0,0,769,0,0,-1.96,-0.9,Significant Other,0,0,1,2,0.9292647928286486,3496.0
0,1,0,0,0,-1.0,1.0,M,0,0,1,0,0,890,0,0,-4.0,-2.26,Divorced,1,1,0,0,1.03128840159762,4293.0
0,1,0,0,0,-1.0,1.0,F,0,0,2,0,0,921,0,0,-2.94,-1.6,Married,0,0,0,2,1.0574266815301665,4507.0
0,5,0,0,2,-38.0,38.0,F,1,1,4,2,0,572,1,1,-1.99,-0.46,Single,0,0,0,1,0.7945397576361135,2936.0
0,3,0,0,2,,1.0,M,0,0,2,2,0,1044,0,0,-2.68,-0.96,Single,1,1,0,1,,6622.0
0,4,0,2,0,-1.0,1.0,F,0,0,7,0,0,751,0,0,-1.41,-0.68,Single,0,0,0,1,1.0317347858848929,4295.0
0,2,0,0,1,-1.0,1.0,M,0,0,2,1,0,809,0,0,-2.86,-1.32,Married,1,1,1,0,0.9893073951185216,3971.0
0,1,0,0,0,0.0,1.0,M,0,0,1,0,1,1181,0,0,-4.5,-2.82,Married,1,1,0,2,1.278398010347816,6030.0
0,6,0,0,2,0.0,1.0,F,0,0,6,2,0,899,0,0,-1.65,-0.08,Single,0,0,0,1,1.0921883230819278,4793.0
0,2,0,0,3,-1.0,1.0,F,1,0,1,3,0,376,1,1,-3.05,-1.26,Single,1,1,0,0,0.6768462253306455,2453.0
0,2,0,0,0,-1.0,1.0,M,0,0,2,0,1,805,0,0,-2.88,-1.45,Single,0,0,1,0,0.9606861602223434,3747.0
0,3,0,0,0,0.0,0.0,F,0,0,2,0,0,1174,0,0,-2.66,-0.78,Married,1,1,0,0,1.2713231526201332,5982.0
0,7,0,0,3,0.0,0.0,M,0,0,5,3,0,833,0,0,-1.97,-0.11,Single,0,0,0,2,1.0627494417831758,4546.0
1,6,1,0,1,140.0,100.0,M,1,1,8,1,0,139,1,1,-1.23,-0.44,Single,0,0,1,1,0.530673974509004,1514.0
0,1,0,0,1,-1.0,1.0,F,1,0,2,1,0,136,0,1,-2.56,-1.41,Single,0,0,0,0,0.421853769486144,768.0
0,7,0,0,11,-79.0,42.0,F,0,0,6,11,0,916,0,0,-1.67,0.08,Single,1,1,0,2,1.293981975836215,6123.0
0,5,0,0,1,,1694.0,F,0,0,5,1,0,778,0,0,-1.89,-0.62,Single,0,0,1,1,,6623.0
0,6,0,0,7,-1.0,1.0,F,0,0,2,7,0,780,0,0,-2.89,-0.24,Single,0,0,0,0,1.12275019266889,4990.0
0,3,0,1,0,-1.0,1.0,F,0,0,3,0,0,741,0,0,-2.42,-0.78,Single,0,0,0,0,0.9644795532690812,3770.0
0,4,0,0,8,-1.0,1.0,F,0,0,4,8,1,955,0,0,-2.14,-0.56,Single,0,0,0,1,1.2976880240725257,6146.0
0,6,0,0,7,,185.0,M,0,0,1,7,0,928,0,0,-3.06,-0.18,Married,1,1,0,0,,6624.0
0,7,0,0,14,-1.0,1.0,F,1,1,8,14,0,295,1,1,-1.19,-0.12,Single,0,0,0,0,0.8980231135883894,3295.0
0,5,0,0,0,-1.0,1.0,M,0,0,2,0,0,1120,0,0,-2.78,-0.33,Single,0,0,0,0,1.225217575290706,5609.0
0,3,0,0,1,-1.0,1.0,M,1,1,1,1,0,269,1,1,-2.99,-1.15,Single,0,0,1,1,0.5339954220999719,1537.0
0,8,0,0,5,0.0,1.0,M,1,0,6,5,6,56,1,1,-1.65,0.17,Single,0,0,0,0,0.4667465265565494,1075.0
0,10,1,0,16,-1.0,1.0,F,0,0,7,16,16,788,0,0,-1.28,0.88,Single,0,0,0,0,1.3834134342412836,6354.0
0,3,0,0,1,-1.0,1.0,M,1,0,2,1,0,46,1,1,-2.85,-1.0,Single,0,0,0,1,0.345968440649719,243.0
0,1,0,0,0,-1.0,1.0,M,1,0,1,0,0,13,1,1,-3.42,-1.56,Married,1,1,1,2,0.2918280306026789,22.0
0,4,0,0,2,-3.0,4.0,F,0,0,5,2,0,739,0,0,-1.75,-0.56,Single,1,1,0,1,0.9555579317344556,3700.0
0,6,0,0,3,0.0,0.0,M,1,0,5,3,2,311,1,1,-1.9,-0.3,Single,0,0,0,0,0.6247490062501606,2147.0
0,3,0,0,1,-1.0,1.0,F,0,0,3,1,1,1050,0,0,-2.26,-1.22,Single,0,0,1,0,1.1935786781951847,5393.0
0,2,0,0,2,-1.0,1.0,M,1,0,2,2,0,755,1,0,-2.67,-1.34,Single,1,1,0,1,0.9700919872903508,3826.0
0,8,0,0,13,-1.0,1.0,F,1,0,7,13,4,192,1,1,-1.49,0.09,Single,0,0,0,0,0.7891297245495184,2919.0
0,1,0,0,0,-1.0,1.0,F,0,0,2,0,0,80,0,0,-2.71,-1.65,Married,0,0,0,2,0.3483204420697953,258.0
0,3,0,0,0,-1.0,1.0,F,1,1,7,0,0,20,1,1,-1.4,0.46,Single,0,0,0,2,0.297730222845512,35.0
1,8,0,0,20,0.0,0.0,F,0,0,4,20,1,51,0,0,-2.11,0.19,Single,1,1,0,0,0.8518259081384397,3134.0
0,8,1,1,3,-1.0,1.0,F,1,1,9,3,0,369,1,1,-1.16,0.1,Single,0,0,0,0,0.7297675624995772,2684.0
1,10,0,0,25,-1.0,1.0,F,1,1,9,25,5,18,0,1,-0.75,0.72,Single,1,1,0,0,0.9592747983424322,3736.0
0,7,0,1,1,28.0,1.0,M,1,1,9,1,0,28,1,1,-0.67,0.48,Single,0,0,0,0,0.4093293842398139,673.0
1,8,0,0,9,-1.0,1.0,M,1,1,2,9,38,64,1,1,-2.7,0.24,Single,1,1,0,0,0.6122267848532226,2069.0
0,4,0,0,5,-1.0,1.0,F,1,1,3,5,34,120,0,1,-2.4,-0.67,Single,0,0,0,1,0.5499122214646507,1631.0
0,7,0,0,4,-1.0,1.0,M,1,0,7,4,27,46,1,1,-1.29,-0.01,Single,1,1,0,0,0.453731177267143,988.0
0,2,0,0,4,-1.0,1.0,M,0,0,2,4,0,1080,0,0,-2.76,-1.31,Single,0,0,0,0,1.2967539203692542,6143.0
0,1,0,0,4,-1.0,2.0,M,1,0,1,4,0,827,0,0,-3.53,-1.41,Single,1,1,0,1,1.083537258932584,4713.0
0,4,0,0,1,-1.0,2.0,F,1,0,5,1,4,170,1,1,-1.88,-0.56,Single,0,0,0,0,0.4548959334421288,1000.0
0,4,0,0,2,-1.0,1.0,M,0,0,5,2,0,819,0,0,-1.77,-0.59,Single,0,0,0,0,1.024054887796253,4250.0
0,5,0,0,0,,,M,1,0,6,0,0,142,0,1,-1.7,-0.64,Single,0,0,1,0,,6625.0
0,5,0,0,6,-1.0,1.0,F,1,1,2,6,19,48,0,1,-2.9,-0.42,Single,1,1,0,0,0.499511209982322,1310.0
0,2,0,0,3,-1.0,1.0,F,0,0,2,3,0,1061,0,0,-2.81,-1.36,Married,1,1,0,2,1.25441789480788,5839.0
0,1,0,0,0,-1.0,1.0,F,0,0,1,0,0,850,0,0,-3.82,-2.02,Single,1,1,0,1,0.9975615887814312,4048.0
0,7,0,1,1,-2.0,2.0,M,1,0,7,1,0,105,1,1,-1.28,-0.01,Single,0,0,0,0,0.4539646389377901,989.0
0,7,0,0,4,0.0,0.0,M,1,0,4,4,580,620,1,1,-2.09,-0.05,Single,0,0,0,1,1.5284667513030763,6485.0
0,2,0,0,1,-1.0,1.0,M,1,0,1,1,9,332,1,1,-3.18,-1.63,Married,1,1,1,1,0.5967202750175932,1952.0
0,8,0,1,1,-1.0,1.0,F,0,0,7,1,1,741,0,0,-1.36,0.15,Single,0,0,0,0,0.99186257860189,3992.0
0,9,1,1,1,-1.0,1.0,F,1,0,6,1,2,35,1,1,-1.56,0.54,Single,0,0,0,0,0.39765156825528136,581.0
0,4,2,0,3,-1.0,1.0,F,1,0,4,3,0,46,1,1,-2.2,-0.69,Single,0,0,0,1,0.39860001959708735,595.0
0,8,1,0,4,-1.0,1.0,M,1,1,9,4,0,50,1,1,-1.07,0.12,Single,0,0,0,0,0.4282884903523905,819.0
0,2,0,0,1,0.0,0.0,F,0,0,1,1,1,72,0,0,-3.68,-1.28,Single,1,1,0,1,0.3695324848669389,387.0
0,5,1,0,5,-1.0,1.0,F,1,0,4,5,1,633,1,1,-2.21,-0.41,Single,0,0,0,0,0.9472398124811524,3635.0
0,4,0,0,0,0.0,0.0,F,0,0,3,0,0,747,0,0,-2.32,-0.6,Single,0,0,0,1,0.9112894258073171,3382.0
0,1,0,0,0,-1.0,1.0,F,0,0,1,0,0,938,0,0,-3.82,-2.18,Separated,1,1,0,1,1.0717605769770466,4615.0
0,2,0,0,1,,3.0,M,0,0,2,1,0,1131,0,0,-2.6,-0.94,Single,0,0,1,2,,6626.0
0,9,1,1,7,-1.0,1.0,M,0,0,7,7,0,333,0,0,-1.45,0.46,Single,0,0,0,0,0.8046765888597441,2978.0
0,5,0,0,0,-1.0,1.0,M,0,0,7,0,0,1067,0,0,-1.49,-0.66,Single,0,0,1,1,1.1805295483092555,5291.0
0,3,0,0,1,-1.0,1.0,F,1,0,5,1,0,473,1,1,-1.96,-0.76,Significant Other,0,0,0,0,0.7060021674625351,2573.0
0,7,0,0,1,,599.0,F,0,0,5,1,0,753,0,0,-1.83,-0.07,Single,0,0,0,0,,6627.0
0,8,0,0,9,0.0,1.0,M,0,0,2,9,2,363,0,0,-1.77,0.64,Divorced,1,1,0,0,0.8265940293790363,3060.0
0,4,0,0,5,-1.0,1.0,F,1,1,3,5,0,95,1,1,-2.29,-0.59,Single,0,0,0,0,0.4925469442442871,1261.0
0,6,0,0,1,-23.0,23.0,F,0,0,7,1,0,554,0,0,-1.42,-0.55,Single,0,0,1,1,0.7616626028087282,2816.0
0,9,0,0,0,-1.0,1.0,F,1,1,8,0,9,67,1,1,-0.81,0.56,Married,0,0,0,0,0.34696435063665776,249.0
0,8,3,0,25,-1.0,1.0,M,1,0,7,25,117,245,1,1,-1.48,0.09,Single,0,0,0,0,1.270204877296289,5964.0
0,4,0,0,0,-1.0,1.0,F,0,0,5,0,1,424,0,0,-1.8,-0.56,Single,0,0,0,0,0.6394382681481445,2237.0
0,8,0,0,13,-1.0,1.0,F,1,1,6,13,1,127,0,1,-1.55,0.18,Single,1,1,0,0,0.7311219461458369,2691.0
0,1,0,0,5,,9.0,M,1,0,2,5,0,389,1,1,-2.94,-1.56,Single,1,1,0,0,,6628.0
0,3,0,0,4,-5.0,5.0,F,0,0,3,4,0,8,0,0,-2.48,-1.06,Single,0,0,1,0,0.3905778167851032,532.0
0,2,0,0,0,0.0,0.0,F,0,0,1,0,22,1087,0,0,-3.2,-1.38,Single,1,1,0,1,1.2214465236456695,5574.0
0,1,0,0,0,-1.0,1.0,F,0,0,1,0,1,805,0,0,-3.87,-2.27,Divorced,1,1,1,0,0.9606861602223434,3748.0
1,9,0,1,3,-1.0,1.0,F,0,0,10,3,33,985,0,0,-0.26,0.57,Single,0,0,0,0,1.2843792632200064,6075.0
0,2,0,0,1,-1.0,1.0,M,0,0,2,1,0,935,0,0,-2.67,-1.33,Single,0,0,1,0,1.0955468554895167,4817.0
0,8,1,0,1,-1.0,1.0,F,1,0,6,1,19,79,0,1,-1.66,0.14,Single,0,0,0,1,0.3940705425464472,556.0
0,4,0,0,3,0.0,0.0,F,0,0,2,3,1,1030,0,0,-2.87,-0.54,Single,1,1,0,1,1.2299212307620309,5643.0
0,10,3,1,6,-1.0,1.0,F,1,0,6,6,666,1001,1,1,-1.56,1.43,Single,0,0,0,0,2.052377655593575,6591.0
0,3,0,0,4,-1.0,1.0,F,1,0,2,4,1,58,0,1,-2.93,-0.96,Single,0,0,0,2,0.4361010887747532,872.0
0,3,0,0,1,-1.0,1.0,F,0,0,2,1,1,808,0,0,-2.74,-1.0,Single,0,0,0,0,0.9895314606572418,3972.0
