age_binary,sex_binary,race_C,juv_fel_count_C,decile_score_C,juv_misd_count_C,juv_other_count_C,priors_count_C,days_b_screening_arrest_C,c_days_from_compas_C,c_charge_degree_C,v_decile_score_C,start_C,end_C,event_C,MarriageStatus_C,Violence_score,Recidivism_score,is_recid
1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,-3.46,-1.92,0
1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,-4.07,-2.08,0
1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,-2.26,0.06,0
0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.9,-0.57,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.72,-1.27,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,-2.25,-1.04,1
1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,-3.96,-2.39,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.21,-0.4,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-1.67,-0.45,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.02,-0.94,1
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,4,-1.46,-0.13,1
0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-1.31,0.04,0
0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,-1.88,-0.93,1
0,0,0,0,1,0,0,1,0,0,0,1,0,2,1,0,-1.5,0.1,1
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-1.98,0.31,1
0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,-2.32,-1.34,0
0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,-1.37,1.1,1
1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,-4.21,-2.67,0
1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,-2.06,-0.6,1
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-1.22,0.15,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.48,0.4,1
1,0,2,0,0,0,0,0,0,0,1,0,0,2,0,6,-3.68,-2.41,0
0,1,1,0,1,0,0,0,2,0,0,0,0,0,1,0,-2.32,-0.2,1
0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,-1.97,0.03,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-4.26,-2.49,0
0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,-1.16,-0.17,1
1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,-3.63,-2.11,0
1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-3.11,-1.38,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.0,-0.22,1
0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,-1.72,-0.83,1
1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,6,-3.0,-1.82,1
0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,-2.58,-0.87,0
0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,-1.64,-0.63,0
1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-3.46,-1.61,1
1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-3.58,-1.67,0
1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-3.13,-0.83,0
0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,-2.63,-1.42,0
0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,-2.51,-1.21,0
0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,-2.85,-0.9,0
1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,-2.0,-0.01,0
0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,-1.64,-0.73,1
0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,-1.24,0.51,1
0,1,2,0,0,0,0,0,0,0,1,0,0,2,0,0,-2.08,-0.79,0
1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,-2.97,-1.61,1
1,0,0,0,1,0,0,2,1,0,0,0,0,0,1,1,-3.32,-0.15,1
0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.82,-1.43,0
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.93,0.73,1
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-2.31,-0.52,1
0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,-0.61,0.38,1
0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,-1.85,0.02,0
0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,-3.04,-1.67,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1.82,0.29,1
1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,-2.55,-0.55,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.94,-0.84,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-2.32,-0.36,1
1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,1,-3.48,-0.83,0
1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-4.19,-2.62,0
0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,-2.87,-0.43,1
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-2.53,0.16,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-3.02,-1.69,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-3.32,-0.01,1
1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-1.1,1.14,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.2,-1.05,0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-4.39,-2.54,0
0,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,-1.52,-0.26,1
1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,1,-3.79,-2.19,0
0,1,2,0,0,0,0,0,0,0,1,0,0,2,0,0,-2.58,-0.92,0
1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,2,-2.87,-0.62,0
0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.28,-0.7,0
1,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,-3.29,-1.07,0
0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,6,-3.15,-1.53,1
1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-3.83,-2.33,0
0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,-2.54,-1.29,1
0,0,1,0,0,0,0,0,2,0,1,0,0,2,0,0,-3.11,-1.3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.62,-1.31,0
1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,-2.18,-0.03,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,-2.61,-0.5,1
0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,-1.49,0.69,1
0,0,0,0,1,0,2,1,2,0,0,0,0,2,0,0,-2.18,0.56,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66,-0.87,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,-3.59,-1.79,1
0,1,1,0,0,0,0,0,1,0,0,1,0,2,0,0,-1.65,-0.97,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-2.76,-1.45,0
0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,-2.54,-1.09,0
1,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,-4.19,-2.54,0
1,1,0,0,0,0,0,0,2,0,1,0,0,2,0,0,-3.17,-0.62,0
0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,-2.36,-1.17,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-0.89,0.45,1
0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,-2.56,-0.24,0
1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,-2.79,-0.3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.64,-0.36,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.0,-0.81,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.77,0.25,1
1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,-3.28,-1.47,0
0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,-3.03,-1.69,0
1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,6,-2.98,-0.26,0
0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,-3.02,-1.65,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.88,-0.46,0
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.4,-0.68,1
0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,1,-1.7,-1.01,0
1,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,-1.69,0.46,0
1,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,-2.07,-0.08,0
1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,-2.76,-0.29,0
1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,-3.39,-1.28,0
1,0,2,0,1,0,0,0,2,0,0,0,0,2,0,0,-2.03,-0.29,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,-2.5,-0.22,1
1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,-3.69,-2.23,0
0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,-2.1,0.27,1
0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,-1.82,-0.17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.08,-0.83,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-2.1,0.0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-3.71,-2.23,0
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,-3.1,-1.75,0
1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,-3.72,-2.23,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.71,-1.31,0
0,1,1,0,1,0,0,0,0,0,1,0,0,2,0,0,-2.83,-0.5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1.37,-0.13,1
1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,6,-3.54,-1.95,1
0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,-1.65,-0.03,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.07,-0.38,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-2.0,-0.32,1
0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,-1.42,-0.35,0
0,0,2,0,1,0,0,0,2,0,0,1,0,2,0,0,-1.11,0.31,0
1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.08,-2.54,0
1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,4,-3.38,-1.3,0
1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,6,-2.84,-0.39,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-1.99,-1.01,0
1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,-3.59,-2.06,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-2.1,-1.03,1
0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,-2.59,-0.26,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1.4,0.18,1
1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,-2.4,-1.0,0
0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,-2.59,0.0,1
0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,-0.84,0.82,1
0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,-1.68,0.48,1
0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,-1.97,0.91,0
0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,-1.6,-0.8,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.2,-0.75,0
0,0,2,0,1,0,0,0,2,0,0,1,0,1,0,0,-1.26,0.2,0
0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,-1.91,-0.02,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.45,-0.38,1
0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.0,-0.81,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-3.61,-0.79,0
0,0,2,0,1,0,0,0,0,0,1,1,0,2,0,0,-1.32,-0.27,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.58,-1.34,0
1,0,1,0,0,0,0,0,1,0,1,0,0,2,0,1,-3.43,-2.44,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,-2.59,-1.23,1
0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,-1.21,-0.22,1
0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,-1.95,0.04,0
0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,-0.76,-0.14,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.67,-1.68,1
1,0,0,0,1,0,0,2,0,0,1,1,0,2,0,0,-0.99,1.18,0
0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,-2.52,-1.33,0
1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,-4.15,-2.83,0
0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-2.5,-0.57,1
0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,-1.61,-0.92,0
1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,-3.57,-1.24,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.42,-0.31,1
1,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,-2.04,0.28,0
1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,-1.22,0.39,1
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-3.25,-0.59,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.81,-0.26,1
1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,-4.29,-2.69,0
0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,1,-2.45,-0.8,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,-3.28,-1.39,0
0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,-1.79,0.06,0
0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,-1.9,0.13,0
0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,-0.81,0.26,1
0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,-2.18,-0.56,0
0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,-2.62,-0.86,1
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2.09,0.41,1
1,0,1,0,1,0,0,0,1,0,1,0,0,2,0,0,-2.35,-0.29,0
1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,-2.38,0.37,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-2.36,-1.14,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.16,0.57,1
1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,-2.69,-0.54,1
0,0,1,0,1,0,0,0,1,0,0,1,0,2,1,0,-1.55,-0.05,1
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-2.79,-0.54,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-1.4,-0.34,1
1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,-2.89,-0.74,1
1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,-3.21,-1.75,0
1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-3.93,-2.28,0
0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,-1.45,0.02,1
1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,-2.61,-0.85,0
0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.2,-1.13,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.86,-0.05,0
1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-3.46,-1.97,0
0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.37,-0.92,0
0,1,2,0,0,0,0,0,1,0,0,0,0,2,0,0,-2.89,-0.92,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-2.1,-0.14,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,-2.74,-0.93,1
0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.38,-0.67,0
1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,-3.72,-2.37,0
1,1,2,0,0,0,0,0,1,0,1,0,0,2,0,0,-3.79,-2.25,0
1,1,2,0,0,0,0,0,2,0,1,0,0,2,0,6,-3.57,-1.55,0
1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,-3.44,-1.19,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-2.63,-0.26,1
0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,-1.22,0.42,0
1,1,1,0,0,0,0,0,1,0,1,0,0,2,0,0,-3.68,-2.06,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-2.29,-0.84,1
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-1.84,-0.15,0
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.81,-1.34,0
0,1,0,0,0,0,0,0,1,0,1,0,0,2,1,0,-2.82,-1.5,1
1,0,0,0,0,0,0,0,2,1,0,0,0,2,0,4,-2.81,-0.87,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-3.85,-2.52,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.25,-0.54,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.71,-1.47,0
0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,-1.87,-0.35,0
0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,-1.37,0.56,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2.75,-0.97,0
0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,-1.65,0.4,1
0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,-2.69,-0.06,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.41,-1.37,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3.38,-1.05,1
1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,-3.57,-1.26,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.15,0.42,1
1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,6,-3.83,-1.46,0
1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,-1.38,0.4,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.93,0.21,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.65,-0.05,1
0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,-2.32,-0.61,0
0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,-2.7,-1.12,0
0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,-2.33,-0.76,0
0,0,2,0,1,0,0,0,0,0,0,1,0,1,1,0,-0.25,0.51,1
0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,-3.13,-1.53,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-2.76,-0.99,1
1,1,2,0,1,0,0,0,0,0,0,1,0,2,0,0,-1.54,-0.43,0
1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-4.13,-2.47,0
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-3.51,-2.16,0
1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,-2.77,-1.34,0
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-1.47,-0.11,0
0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,-2.35,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,-1.7,-0.85,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.91,-1.95,0
1,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,-3.47,-1.79,0
0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.92,-0.92,0
1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,-2.4,0.49,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-2.32,-0.5,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.46,0.21,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8,-0.7,1
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-2.03,-0.38,0
1,0,1,0,0,0,0,0,2,0,1,0,0,2,0,1,-3.83,-0.77,0
0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,4,-1.34,0.27,1
0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,-1.32,0.68,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.18,-1.13,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.95,-0.67,1
0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-1.93,-0.57,0
0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,-1.74,-0.9,0
1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,-3.29,-1.45,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-2.22,0.17,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-2.54,-0.94,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.51,-1.28,0
1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,6,-3.66,-2.08,0
0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,-1.6,-0.69,0
0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,-2.35,-0.44,0
1,0,1,0,0,0,0,0,1,0,1,0,0,2,0,6,-4.11,-2.76,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.16,-1.79,1
0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,-2.62,-1.39,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,5,-3.63,-1.7,1
1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,-3.79,-2.45,0
1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,-2.58,-1.4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.98,-0.69,0
1,0,2,0,1,0,0,1,0,0,1,0,0,2,0,6,-2.43,0.31,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-4.04,-2.53,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.86,-0.74,0
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,6,-2.2,0.0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-2.7,-1.35,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.82,-0.63,0
1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-2.26,0.01,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.99,-1.55,1
1,0,1,0,0,0,0,0,1,0,1,0,0,2,0,2,-2.1,-1.1,0
1,0,2,0,1,0,0,0,0,0,1,0,0,2,0,0,-2.3,-0.21,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-1.31,-0.42,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.87,-0.67,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.32,-0.61,1
1,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,-3.53,-2.03,0
0,0,2,3,1,0,0,2,0,0,0,1,0,0,1,0,-1.58,0.92,1
0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,1,-1.63,0.6,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-1.91,-0.15,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.0,-1.2,1
0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,-2.12,-0.88,0
0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,-1.68,-0.17,1
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.17,-0.68,0
1,0,0,0,1,0,0,2,0,0,0,0,1,1,1,0,-1.91,0.07,1
1,0,2,0,0,0,0,0,2,0,0,0,0,2,0,1,-4.16,-2.44,0
0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0.18,0.78,1
1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-3.07,-0.57,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-1.44,0.26,1
0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,2,-3.11,-1.79,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.42,-0.88,1
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-2.14,-0.16,1
0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-2.32,-0.12,0
1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,6,-3.9,-1.95,1
0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,-1.33,0.12,1
1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,-3.6,-1.58,0
1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,-2.29,-0.42,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2.02,0.03,0
1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,-3.62,-2.03,0
1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,-2.34,-0.33,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-2.1,0.57,1
0,1,1,0,1,0,0,0,0,0,1,0,0,2,0,1,-1.83,0.14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.13,-1.02,0
0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,-2.06,-0.09,0
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-2.01,-0.36,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.54,0.05,1
1,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,-2.6,-0.61,0
0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,-2.59,-1.37,0
0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,-1.44,0.21,1
1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-4.11,-2.31,1
0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,-1.91,-0.91,0
1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,-3.33,-1.42,0
0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,-1.05,0.17,1
0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,-2.09,0.08,1
1,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,-2.76,-0.18,0
0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,-2.34,-0.9,0
1,1,1,0,0,0,0,0,2,0,0,0,0,2,0,1,-3.77,-1.95,0
